scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0000,visibility,cycle,50.0,100.0,30.0,1,0,completed,True,0,2780.000000000001,2780.000000000001,591.3376999960747,4.70120541954023,24559.54935681105,24265.53540135284,24532.51069962512,58.60910614037234,59.08456632699597,
random-s0-0000,visibility,cycle,150.0,20.0,30.0,1,0,completed,True,0,2820.0000000000023,2820.0000000000023,1018.3429999888176,2.7692044822137225,24559.54935681105,24607.20319439899,24532.51069962512,58.53174476635533,59.594870099543634,
random-s0-0000,visibility,cycle,150.0,100.0,30.0,1,0,completed,True,0,2880.0000000000014,2880.0000000000014,287.5153000059072,10.016858233077787,24559.54935681105,24612.48282762606,24532.51069962512,58.57331332516429,59.641918780775086,
random-s0-0000,visibility,event,0.0,20.0,30.0,1,0,completed,True,0,2740.000000000002,2740.000000000002,409.1043999942485,6.6975569073286,24559.54935681105,24205.24594946811,24532.51069962512,58.835641821307576,59.90592449967077,
random-s0-0000,visibility,event,0.0,100.0,30.0,1,0,completed,True,0,2780.000000000001,2780.000000000001,98.27629999199416,28.287593247064315,24559.54935681105,24209.519991787485,24532.51069962512,58.46451671296387,59.88444185580073,
random-s0-0000,visibility,event,50.0,20.0,30.0,1,0,completed,True,0,2920.0000000000023,2920.0000000000023,409.11720000440255,7.13731908599438,24559.54935681105,24250.429470377618,24532.51069962512,58.66042579558038,59.42300798885795,
random-s0-0000,visibility,event,50.0,100.0,30.0,1,0,completed,True,0,2920.0000000000014,2920.0000000000014,164.10570000880398,17.793409978101604,24559.54935681105,24265.27164577501,24532.51069962512,58.50513714752436,59.08456632699597,
random-s0-0000,visibility,event,150.0,20.0,30.0,1,0,completed,True,0,3080.0000000000023,3080.0000000000023,294.5634999923641,10.45614952320924,24559.54935681105,24465.52141309809,24532.51069962512,58.21031441934579,58.810590034033886,
random-s0-0000,visibility,event,150.0,100.0,30.0,1,0,completed,True,0,3060.0000000000014,3060.0000000000014,178.8419999938924,17.11007481522519,24559.54935681105,24683.232003794063,24532.51069962512,58.42447737354596,59.008859897718665,
random-s0-0001,voronoi,once,0.0,20.0,30.0,1,0,completed,True,0,5499.999999999971,5499.999999999971,48.63370000384748,113.0903056844299,32064.867480253444,31539.8927509658,30330.80085059432,58.776770915635005,59.91707609203294,
random-s0-0001,voronoi,cycle,0.0,20.0,30.0,1,0,completed,True,0,2980.0000000000023,2980.0000000000023,807.108100008918,3.692194391268128,32064.867480253444,31567.58889813841,30330.80085059432,59.29417826630446,59.9435835290566,
random-s0-0001,voronoi,cycle,0.0,100.0,30.0,1,0,completed,True,0,3020.0000000000014,3020.0000000000014,130.4496999946423,23.150685667533438,32064.867480253444,30568.238242404816,30330.80085059432,59.42318942780886,59.91707609203294,
