scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,collision_episodes,obstacle_collision_episodes,robot_collision_episodes,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated,minimum_clearance_mm,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0002,visibility,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,21.613218642241407,139.76039984174122,21.613218642241407,0.0
random-s0-0002,visibility,cycle,50.0,100.0,30.0,1,0,0,0,0,0,0,17.378431263720614,140.0131593086873,17.378431263720614,0.0
random-s0-0002,visibility,cycle,150.0,20.0,30.0,1,0,0,0,0,0,0,30.6950918207379,139.76039984174122,30.6950918207379,0.0
random-s0-0002,visibility,cycle,150.0,100.0,30.0,1,0,0,0,0,0,0,35.64817846382692,140.0131593086873,35.64817846382692,0.0
random-s0-0002,visibility,event,0.0,20.0,30.0,1,0,0,0,0,0,0,22.606520691619124,139.76039984174122,22.606520691619124,0.0
random-s0-0002,visibility,event,0.0,100.0,30.0,1,0,0,0,0,0,0,26.96713222901297,140.0131593086873,26.96713222901297,0.0
random-s0-0002,visibility,event,50.0,20.0,30.0,1,0,0,0,0,0,0,15.818429982498628,139.76039984174122,15.818429982498628,0.0
random-s0-0002,visibility,event,50.0,100.0,30.0,1,0,0,0,0,0,0,26.96713222901297,140.0131593086873,26.96713222901297,0.0
random-s0-0002,visibility,event,150.0,20.0,30.0,1,0,0,0,0,0,0,30.6950918207379,139.76039984174122,30.6950918207379,0.0
random-s0-0002,visibility,event,150.0,100.0,30.0,1,0,0,0,0,0,0,35.5080258115205,140.0131593086873,35.5080258115205,0.0
random-s0-0003,voronoi,once,0.0,20.0,30.0,1,0,1,1,0,0,1,-91.52948549182896,207.23700206606043,-91.52948549182896,160.0
random-s0-0003,voronoi,cycle,0.0,20.0,30.0,1,0,0,0,0,0,0,1.5532283993129283,1.5532283993129283,115.13386793114744,0.0
random-s0-0003,voronoi,cycle,0.0,100.0,30.0,1,0,0,0,0,0,0,28.56935448624668,28.56935448624668,115.13386793114744,0.0
random-s0-0003,voronoi,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,20.28153358588642,20.28153358588642,115.13386793114744,0.0
random-s0-0003,voronoi,cycle,50.0,100.0,30.0,1,0,0,0,0,0,0,98.08539272935616,98.08539272935616,115.13386793114744,0.0
random-s0-0003,voronoi,cycle,150.0,20.0,30.0,1,0,0,0,0,0,0,44.4287584485536,44.4287584485536,115.13386793114744,0.0
random-s0-0003,voronoi,cycle,150.0,100.0,30.0,1,0,0,0,0,0,0,115.13386793114744,380.7734074581472,115.13386793114744,0.0
random-s0-0003,voronoi,event,0.0,20.0,30.0,1,0,0,0,0,0,0,2.0712694249598087,2.0712694249598087,80.4384174350796,0.0
random-s0-0003,voronoi,event,0.0,100.0,30.0,1,0,1,0,1,0,0,-58.30849830731718,-58.30849830731718,115.13386793114744,119.99999999999991
random-s0-0003,voronoi,event,50.0,20.0,30.0,1,0,0,0,0,0,0,37.53542806106961,37.53542806106961,115.13386793114744,0.0
random-s0-0003,voronoi,event,50.0,100.0,30.0,1,0,0,0,0,0,0,100.6331858521271,100.6331858521271,115.13386793114744,0.0
random-s0-0003,voronoi,event,150.0,20.0,30.0,1,0,0,0,0,0,0,115.13386793114744,271.1827267111461,115.13386793114744,0.0
random-s0-0003,voronoi,event,150.0,100.0,30.0,1,0,0,0,0,0,0,115.13386793114744,292.2476276448782,115.13386793114744,0.0
random-s0-0003,prm,once,0.0,20.0,30.0,1,0,3,1,2,0,1,-105.08161343872425,-105.08161343872425,-91.52948549182896,500.0000000000001
random-s0-0003,prm,cycle,0.0,20.0,30.0,1,0,0,0,0,0,0,58.08032444850602,58.08032444850602,75.83044100457084,0.0
random-s0-0003,prm,cycle,0.0,100.0,30.0,1,0,1,0,1,0,0,-66.71829502021258,-66.71829502021258,82.0010048360449,79.99999999999991
random-s0-0003,prm,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,115.13386793114744,152.59643382173937,115.13386793114744,0.0
random-s0-0003,prm,cycle,50.0,100.0,30.0,1,0,0,0,0,0,0,82.0010048360449,148.06954829247871,82.0010048360449,0.0
random-s0-0003,prm,cycle,150.0,20.0,30.0,1,0,0,0,0,0,0,60.35967874096539,60.35967874096539,115.13386793114744,0.0
random-s0-0003,prm,cycle,150.0,100.0,30.0,1,0,0,0,0,0,0,115.13386793114744,279.44974454674576,115.13386793114744,0.0
random-s0-0003,prm,event,0.0,20.0,30.0,1,0,0,0,0,0,0,35.99117564309449,35.99117564309449,75.83044100457084,0.0
random-s0-0003,prm,event,0.0,100.0,30.0,1,0,0,0,0,0,0,41.35226104661794,41.35226104661794,82.0010048360449,0.0
random-s0-0003,prm,event,50.0,20.0,30.0,1,0,0,0,0,0,0,115.13386793114744,116.55711550893876,115.13386793114744,0.0
random-s0-0003,prm,event,50.0,100.0,30.0,1,0,0,0,0,0,0,82.0010048360449,153.44434370583076,82.0010048360449,0.0
random-s0-0003,prm,event,150.0,20.0,30.0,1,0,0,0,0,0,0,49.148543599939046,116.41364433436934,49.148543599939046,0.0
random-s0-0003,prm,event,150.0,100.0,30.0,1,0,1,0,1,0,0,-128.24019343939457,-128.24019343939457,115.13386793114744,100.0
