scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_clearance_mm,planning_time_ms_p95_call,straight_line_mm,replan_period_ms,rebuild_calls,check_calls,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_finished,replans_route_blocked,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated
random-s42-0000,voronoi,1,42,completed,True,False,6,804,0,,30.602799990447238,0.03806318406772045,2483.3333333333294,92.63850000570528,26.806709231911025,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,6.122599981608801,3.34399999701418,2483.3333333333294,0.0,0.0,0.03989999822806567,22936.423914934687,16.666666666666668,38,766,12.947599971084855,17.655200019362383,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,2,43,completed,True,False,6,804,0,,31.026500219013542,0.03859017440175814,2483.3333333333294,93.08260001125745,26.678813580980698,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.648500024108216,2.836700004991144,2483.3333333333294,0.0,0.0,0.041799998143687844,22936.423914934687,16.666666666666668,38,766,12.339600041741505,18.686900177272037,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,3,44,completed,True,False,6,804,0,,30.812800017884,0.03832437813169652,2483.3333333333294,90.52179999707732,27.433539030526443,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.5622999934712425,3.917499998351559,2483.3333333333294,0.0,0.0,0.04169999738223851,22936.423914934687,16.666666666666668,38,766,13.785900009679608,17.026900008204393,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,4,45,completed,True,False,6,804,0,,28.13619996595662,0.034995273589498284,2483.3333333333294,87.13679999345914,28.499248693086493,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.559099998208694,2.7479999989736825,2483.3333333333294,0.0,0.0,0.026699999580159783,22936.423914934687,16.666666666666668,38,766,12.133799988077953,16.002399977878667,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,5,46,completed,True,False,6,804,0,,28.611800051294267,0.03558681598419685,2483.3333333333294,88.3417000004556,28.110545001064303,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.565100029343739,3.0682999931741506,2483.3333333333294,0.0,0.0,0.03290000313427299,22936.423914934687,16.666666666666668,38,766,12.349400029052049,16.26240002224222,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,6,47,completed,True,False,6,804,0,,28.465499824960716,0.0354048505285581,2483.3333333333294,84.18479999818373,29.498595154789303,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.580800003372133,2.781600007438101,2483.3333333333294,0.0,0.0,0.02820001100189984,22936.423914934687,16.666666666666668,38,766,12.214200047310442,16.251299777650274,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,7,48,completed,True,False,6,804,0,,31.84180006792303,0.039604228940202775,2483.3333333333294,93.88760000001639,26.450067243521996,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.717100008041598,3.9567999920109287,2483.3333333333294,0.0,0.0,0.0425000034738332,22936.423914934687,16.666666666666668,38,766,14.144499989924952,17.69730007799808,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,8,49,completed,True,False,6,804,0,,28.36519986158237,0.03528009933032633,2483.3333333333294,84.43479999550618,29.41125381318483,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.473400015034713,2.7858000103151426,2483.3333333333294,0.0,0.0,0.03199999628122896,22936.423914934687,16.666666666666668,38,766,12.175800031400286,16.189399830182083,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,9,50,completed,True,False,6,804,0,,30.08289982972201,0.03741654207676867,2483.3333333333294,91.5891000040574,27.113852338578692,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.50779998593498,2.746999991359189,2483.3333333333294,0.0,0.0,0.04289999196771532,22936.423914934687,16.666666666666668,38,766,12.545499950647354,17.537399879074655,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
random-s42-0000,voronoi,10,51,completed,True,False,6,804,0,,33.72259993921034,0.04194353226269943,2483.3333333333294,123.29589998989832,20.141248277816132,149,0,1,1,24157.807690392838,22856.613350500134,58.663961378239264,59.40502394453306,-135.69057533389147,20.0,kinematic,False,0,0.0,,,,random,event,32,0,5.129399985889904,2.759200011496432,2483.3333333333294,0.0,0.0,0.06079999729990959,22936.423914934687,16.666666666666668,38,766,11.918499993043952,21.80409994616639,32,0,0,0,0,5,19.903073729862513,153.8794881812651,0.23775141579089817,0,93.13441819652263,-135.69057533389147,499.99999999999824,1,0
