planner,prediction_horizon_ms,replan_period_ms,n,collision_free_%,completed_%,near_miss_free_%,replans_mean,planning_ms_median,planning_ms_per_sim_s_median,p95_call_ms_median,runs_with_call_over_budget_%,time_to_goal_s_median
prm,50.0,200.0,167,67.66467065868264,100.0,49.101796407185624,1.2694610778443114,13.074758999209736,4.599560454556186,5.636802000026364,0.5988023952095809,2.68
prm,100.0,20.0,167,77.84431137724552,100.0,67.06586826347305,3.6526946107784433,30.14099199776865,9.482271599335938,0.0390599999491314,1.1976047904191618,2.920000000000002
prm,100.0,50.0,167,78.44311377245509,100.0,69.46107784431138,2.5149700598802394,21.90009399896553,6.76273589743477,0.0526670000908779,0.0,2.819999999999998
prm,100.0,100.0,167,76.04790419161677,100.0,65.26946107784431,1.9820359281437125,18.165575999773864,5.583387499908188,0.0736019999294512,1.1976047904191618,2.800000000000001
prm,100.0,200.0,167,68.8622754491018,100.0,57.48502994011976,1.2754491017964071,12.869487000330082,4.053268934884075,5.355664000035176,0.5988023952095809,2.8600000000000003
prm,150.0,20.0,167,79.64071856287424,100.0,71.25748502994011,3.6107784431137726,31.852609992711223,9.38768016534452,0.048049000042738,2.3952095808383236,3.0800000000000023
prm,150.0,50.0,167,79.04191616766467,100.0,68.8622754491018,2.5748502994011977,21.543679999695087,6.778536567932211,0.0606030000653845,1.1976047904191618,3.119999999999997
prm,150.0,100.0,167,72.45508982035929,100.0,65.86826347305389,2.059880239520958,18.741515998044637,5.42757696979551,0.0738379999347671,2.3952095808383236,3.0800000000000014
prm,150.0,200.0,167,69.46107784431138,100.0,61.67664670658682,1.4850299401197604,13.03012599964859,4.659195038577642,5.34179199985374,1.1976047904191618,3.1200000000000006
prm,200.0,20.0,167,73.65269461077844,100.0,64.67065868263472,3.7065868263473054,34.78697699961231,9.25832709067854,0.0584370000069611,5.389221556886228,3.320000000000003
prm,200.0,50.0,167,71.8562874251497,100.0,63.47305389221557,2.7005988023952097,24.362222002309863,6.979547051393943,0.0645320001240179,4.191616766467066,3.2499999999999964
prm,200.0,100.0,167,71.8562874251497,100.0,65.86826347305389,2.245508982035928,20.33062400005292,5.5632083336476486,0.0864340001953678,1.7964071856287425,3.3200000000000016
prm,200.0,200.0,167,64.67065868263472,100.0,56.886227544910184,1.5688622754491017,15.460205000636051,4.395571428485059,5.243113000005906,2.3952095808383236,3.2600000000000007
visibility,0.0,20.0,167,64.07185628742515,100.0,38.92215568862276,8.568862275449101,66.51473299893951,22.92738749834672,0.0366690001101233,3.592814371257485,2.680000000000002
visibility,0.0,50.0,167,62.874251497005986,100.0,40.7185628742515,5.383233532934132,47.04317999676277,15.18890424679645,0.0512370002070383,3.592814371257485,2.689999999999998
visibility,0.0,100.0,167,59.88023952095808,100.0,41.91616766467065,3.377245508982036,29.04057899968393,11.04435038436909,0.0666290000026492,1.7964071856287425,2.660000000000001
visibility,0.0,200.0,167,53.293413173652695,100.0,41.31736526946108,1.8622754491017963,18.891631998485536,7.428244356150014,8.54488400000264,1.7964071856287425,2.66
visibility,20.0,20.0,167,67.66467065868264,100.0,47.30538922155689,8.395209580838323,64.90628299638956,23.498858964589513,0.0367650000043795,1.7964071856287425,2.700000000000002
visibility,20.0,50.0,167,68.8622754491018,100.0,49.101796407185624,5.730538922155689,45.49813800053926,14.864572307347927,0.050524000016594,0.5988023952095809,2.6999999999999984
visibility,20.0,100.0,167,65.26946107784431,100.0,47.90419161676647,3.604790419161677,29.171415000973862,10.833958633030768,0.0658429999020882,2.3952095808383236,2.720000000000001
visibility,20.0,200.0,167,61.67664670658682,100.0,44.91017964071856,2.053892215568862,19.99418800028252,7.677333189509886,8.534095999948477,1.7964071856287425,2.72
visibility,50.0,20.0,167,66.46706586826348,100.0,51.49700598802395,9.059880239520957,62.13735799838105,23.760554400178062,0.0449789999947825,2.9940119760479043,2.740000000000002
visibility,50.0,50.0,167,68.26347305389223,100.0,50.898203592814376,5.7604790419161676,48.63056600015625,16.798489049387026,0.0579570000809326,1.7964071856287425,2.7499999999999982
visibility,50.0,100.0,167,65.26946107784431,100.0,50.898203592814376,3.904191616766467,35.413986995990854,11.340154629652025,7.619663000014043,0.5988023952095809,2.760000000000001
visibility,50.0,200.0,167,63.47305389221557,100.0,48.50299401197605,2.3233532934131738,25.197264001235453,8.006682499986558,8.518225999978313,1.7964071856287425,2.7800000000000002
visibility,100.0,20.0,167,68.8622754491018,100.0,50.898203592814376,9.221556886227544,70.60010999907718,24.237890863094947,0.051151999969079,2.3952095808383236,2.860000000000002
visibility,100.0,50.0,167,69.46107784431138,100.0,52.69461077844312,5.820359281437126,47.68525100007537,15.883292550295991,0.05874299995412,1.7964071856287425,2.849999999999998
visibility,100.0,100.0,167,70.65868263473054,100.0,56.287425149700596,3.9760479041916166,35.70433999857414,10.832963095261158,6.764625999949203,1.7964071856287425,2.860000000000001
visibility,100.0,200.0,167,64.07185628742515,100.0,50.29940119760479,2.251497005988024,25.48057499961942,8.006310062908982,8.172056000148586,1.7964071856287425,2.8200000000000003
visibility,150.0,20.0,167,68.26347305389223,100.0,52.09580838323353,8.22754491017964,65.77973800722248,21.423800430839005,0.0540179999006795,2.3952095808383236,2.980000000000002
visibility,150.0,50.0,167,66.46706586826348,100.0,53.89221556886228,5.790419161676646,42.57319299995288,14.258766898943486,0.0596429999859537,1.7964071856287425,2.9399999999999977
visibility,150.0,100.0,167,64.67065868263472,100.0,53.89221556886228,4.119760479041916,35.21868399957384,10.47548097013437,6.776326999897719,1.7964071856287425,2.9600000000000013
visibility,150.0,200.0,167,60.47904191616767,100.0,50.29940119760479,2.37125748502994,27.231335000351464,7.996593043591693,7.960114000070462,1.7964071856287425,2.9400000000000004
visibility,200.0,20.0,167,59.88023952095808,100.0,44.91017964071856,8.245508982035927,60.999877998938246,16.89115665954253,0.0553269999272743,1.7964071856287425,3.1400000000000023
visibility,200.0,50.0,167,61.07784431137725,100.0,47.30538922155689,5.736526946107785,50.270548000185045,13.958693489485498,0.0669479995849542,1.1976047904191618,3.139999999999997
visibility,200.0,100.0,167,59.88023952095808,100.0,46.706586826347305,3.856287425149701,34.707440998772654,10.090047727268907,0.102970000057212,0.5988023952095809,3.1000000000000014
visibility,200.0,200.0,167,60.47904191616767,100.0,50.29940119760479,2.532934131736527,25.73822700014716,7.947996558738223,7.709416999887253,1.7964071856287425,3.1000000000000005
voronoi,0.0,20.0,191,77.4869109947644,100.0,42.40837696335078,5.947643979057592,22.281289000147808,7.452995636131591,0.0482880000163277,0.0,2.840000000000002
voronoi,0.0,50.0,191,74.86910994764398,100.0,38.7434554973822,3.612565445026178,15.512704999537164,4.81489527540426,0.0510790000589622,0.0,2.839999999999998
voronoi,0.0,100.0,191,72.77486910994764,100.0,44.50261780104712,2.3612565445026177,10.214488999736204,3.5500755104579103,0.0541489998795441,0.0,2.860000000000001
voronoi,0.0,200.0,191,65.96858638743456,100.0,46.596858638743456,1.5026178010471205,8.7905320012851,2.350608730089021,0.0790659998983756,0.0,2.8200000000000003
