scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,backend,physics_validation_passes,runs,scenario_count,completed_runs,completion_rate,failed_plans,collision_episodes,collision_free_rate,planner_calls_mean,replans_mean,replan_failures,planning_time_ms_median,planning_time_ms_p95,planning_time_ms_mean,call_time_ms_median,call_time_ms_max,time_to_goal_ms_mean,simulated_duration_ms_mean,wall_time_ms_mean,realtime_factor_mean,planned_path_length_mm_mean,travelled_distance_mm_mean,mean_final_error_mm,minimum_clearance_mm,near_miss_free_rate,call_time_ms_p95_median,planning_ms_per_sim_s_mean,path_efficiency_mean
random,voronoi,cycle+pred150,150.0,200.0,kinematic,0,200,200,199,0.995,1,39,0.835,41.8,8.37,56,24.483698499579987,82.24514899939095,32.76557346498748,0.632663169013818,8.016573000077187,3449.2462311557747,3444.799999999996,48.63345220501116,91.5648664428798,13979.283152951055,13449.111747812341,69.10904840036777,-171.6965922861504,0.75,3.9257845000975067,8.533060658034172,0.9094519408727071
random,voronoi,cycle+pred200,200.0,20.0,kinematic,0,200,200,196,0.98,4,10,0.95,414.715,106.95,811,279.1727880014605,1008.7888840016603,356.0554834746597,0.7131553515989191,29.458750999992844,3632.4489795918325,3609.299999999996,399.6412688550038,14.669450952718574,14106.026583727964,13703.126789759805,94.78565240454854,-146.98062803640303,0.885,3.9526365001165686,89.21697441393668,0.8981195657484082
random,voronoi,cycle+pred200,200.0,50.0,kinematic,0,200,200,196,0.98,4,13,0.94,168.305,43.74,324,115.77634599893827,384.9285369985864,148.7405793149719,0.7266136630212048,16.07676599996921,3693.52040816326,3668.449999999995,177.69408099999168,30.49875654211915,14106.026583727964,13821.017518440254,94.8730028036201,-162.84071552842735,0.875,3.9642630000571444,36.6025283820335,0.8922314787242507
random,voronoi,cycle+pred200,200.0,100.0,kinematic,0,200,200,196,0.98,4,18,0.91,85.08,21.1,174,64.05015500024547,185.60460499816145,74.39351720999525,0.7535200125997199,16.355356999611104,3653.7755102040765,3631.4999999999945,94.49441380999986,54.17148123655144,14106.026583727964,13766.209608236539,94.66047584370608,-147.85728820167603,0.86,3.9645159999963653,18.544856167672744,0.8945283558568978
random,voronoi,cycle+pred200,200.0,200.0,kinematic,0,200,200,196,0.98,4,28,0.87,44.475,11.025,84,32.46686999921167,94.70808200057945,39.2418340900241,0.7757086739587546,15.000039999904402,3745.2040816326466,3722.1999999999935,56.41085972499468,85.61698279581792,14106.026583727964,13870.822910691717,94.75692650349302,-133.5442906907295,0.8,3.954903000021659,9.566853847408666,0.8882369037502003
random,voronoi,event,0.0,20.0,kinematic,0,200,200,199,0.995,1,73,0.77,368.83,5.905,147,22.790607501747218,72.47946999905253,28.652524804932114,0.06243964827752055,10.328423000146358,3081.206030150753,3077.0999999999995,65.51407313000993,49.23476951507997,13326.580524011995,12645.041360309342,69.13729136236542,-141.59415534301593,0.425,0.04857049998463481,9.24845920063746,0.9614187852981949
random,voronoi,event,0.0,50.0,kinematic,0,200,200,199,0.995,1,75,0.745,149.09,3.61,55,15.782176000925574,38.518895999459346,16.53096848997677,0.09760240908732634,7.949071999973967,3097.135678391957,3092.7499999999973,40.83494686999245,79.04538237654191,13326.580524011995,12663.237697975483,69.22934068838364,-156.612632351229,0.39,0.05114199996114621,5.238837392754415,0.9594005516658151
random,voronoi,event,0.0,100.0,kinematic,0,200,200,199,0.995,1,80,0.725,74.975,2.39,33,10.36815649899836,26.963090002482204,11.859383564926134,0.14442147467407976,7.994471999836605,3061.9095477386927,3057.6999999999994,28.692210920009416,112.59585429764256,13326.580524011995,12623.376659882191,69.17434865770439,-161.5105719670969,0.445,0.05442549991130363,3.790436567975062,0.962252550993166
random,voronoi,event,0.0,200.0,kinematic,0,200,200,199,0.995,1,92,0.66,38.335,1.505,19,8.81247550171338,20.586568999533483,8.908629820006695,0.2181005351700382,13.179797000020699,3077.5879396984906,3073.2999999999984,23.17813414999364,141.8553571638806,13326.580524011995,12667.651966573776,69.20374417472647,-168.13310541662798,0.465,0.09900750001179404,2.791164386339686,0.960452001637076
random,voronoi,event+pred20,20.0,20.0,kinematic,0,200,200,199,0.995,1,30,0.89,374.885,6.85,136,23.482980498783945,66.22069899867711,29.181260154894062,0.06425579566430611,18.194644000232074,3134.9748743718587,3130.7999999999993,66.92510194499732,49.10407442438271,13389.983026537115,12684.380395314842,69.12298242434125,-152.3496261666974,0.465,0.048986999900080264,9.203605785158782,0.9578091023551292
random,voronoi,event+pred20,20.0,50.0,kinematic,0,200,200,199,0.995,1,39,0.845,152.31,3.86,65,16.202103999432893,38.9425079990815,17.83274959504695,0.10547041025390225,12.234441999680712,3196.6331658291424,3191.9999999999964,43.02159537001671,77.62512255521504,13389.983026537115,12766.769344385157,69.29736460457337,-145.25699828405212,0.495,0.0518414999532979,5.514908773511831,0.9521653070988152
random,voronoi,event+pred20,20.0,100.0,kinematic,0,200,200,199,0.995,1,49,0.815,76.56,2.605,32,10.5994575008026,29.181539000546763,12.757374850119731,0.1510656811778026,10.776150999845413,3168.844221105526,3164.599999999998,29.878419269992946,112.25834386387623,13389.983026537115,12747.03251486476,69.19499198945896,-152.55286979878287,0.51,0.05597649987976183,3.9414513633571424,0.9541150579865522
random,voronoi,event+pred20,20.0,200.0,kinematic,0,200,200,199,0.995,1,74,0.73,39.205,1.75,18,8.89407500096695,21.281082000541574,9.439173235022622,0.2406543055555075,7.960253999954148,3179.4974874371837,3174.6999999999975,24.043059144998438,140.41542510509726,13389.983026537115,12766.351416571659,69.17733110467833,-167.43997101753962,0.525,3.7412369997582573,2.86063175985292,0.9528801944730021
random,voronoi,event+pred50,50.0,20.0,kinematic,0,200,200,199,0.995,1,31,0.88,386.28,9.95,150,26.82843349907671,73.8441559972216,32.299548999778835,0.06987155181575638,13.045098999782567,3280.100502512561,3275.599999999998,71.0104994850036,48.58884310675774,13521.776586178485,12828.15306147033,69.11684938840372,-152.44633351836043,0.63,0.04949000003762194,9.94304208023391,0.9489144050920534
random,voronoi,event+pred50,50.0,50.0,kinematic,0,200,200,199,0.995,1,29,0.895,155.65,4.765,63,16.81859450002321,42.228148998901816,19.047067725242073,0.10947322684869064,8.86716900004103,3275.7286432160768,3271.3499999999967,44.593062364997984,76.79452227228413,13521.776586178485,12878.338885708748,69.34796765062828,-172.23176491016704,0.655,0.052230000051167735,5.773060161816264,0.9458429192680363
random,voronoi,event+pred50,50.0,100.0,kinematic,0,200,200,199,0.995,1,37,0.85,77.915,3.1,29,13.548679498853744,26.08948700003566,13.261380190015757,0.15771816033268182,9.404250999978103,3222.3115577889434,3218.199999999999,30.849503165009082,110.36245380543296,13521.776586178485,12805.833796845172,69.19177197580916,-152.44633351836052,0.62,0.05791599994608987,4.05220592218294,0.9490102985488589
random,voronoi,event+pred50,50.0,200.0,kinematic,0,200,200,199,0.995,1,56,0.78,40.11,2.045,13,9.079159001203152,23.8662480005587,10.279737589917204,0.24558543056072166,7.914161000030617,3297.788944723615,3293.2999999999965,25.518781604993706,137.01636529788132,13521.776586178485,12863.972839606768,69.13185350923547,-167.33204852645946,0.615,3.7774984999714434,3.0364862813367597,0.9456812105780492
random,voronoi,event+pred100,100.0,20.0,kinematic,0,200,200,194,0.97,6,25,0.895,408.92,16.6,208,33.06496200116271,92.39777800075899,39.59026237488558,0.08267895596611988,18.644213999778003,3657.2164948453546,3629.999999999994,81.60078983999824,46.934335853306,13626.427210589347,13102.13786600695,102.5477957299834,-130.49105079831136,0.77,0.05146149999291083,10.918077245989318,0.9363705076665609
random,voronoi,event+pred100,100.0,50.0,kinematic,0,200,200,194,0.97,6,32,0.87,165.59,8.355,85,20.27646050214571,51.63576000086323,23.690146194815043,0.12491986730398028,16.36071699999775,3691.2886597938095,3658.3999999999955,51.69901448999497,74.55608026719382,13626.427210589347,13173.167887048552,102.68747474302944,-161.45165097427358,0.725,0.05355600012535433,6.475082481522431,0.9338164238750069
random,voronoi,event+pred100,100.0,100.0,kinematic,0,200,200,194,0.97,6,46,0.845,83.025,5.335,53,14.231088998826635,38.86214899944207,16.53712186493692,0.18505886089415768,7.970703000069079,3655.7731958762815,3623.8999999999937,35.87960220999605,106.83757929608294,13626.427210589347,13144.124127214356,102.47550177139567,-151.15378820632398,0.705,0.06164649983020354,4.533198446888403,0.9355624154245639
random,voronoi,event+pred100,100.0,200.0,kinematic,0,200,200,194,0.97,6,63,0.77,42.285,3.34,29,11.686756000244714,25.840188999382008,12.31043057505417,0.28359658262084597,8.222052999940388,3644.639175257724,3614.0999999999926,28.85082727000224,133.0943016969948,13626.427210589347,13117.489561578424,102.50281406288865,-164.00396790874032,0.61,3.8261104997445727,3.3345691533034145,0.937574618726301
random,voronoi,event+pred150,150.0,20.0,kinematic,0,200,200,199,0.995,1,17,0.92,434.285,22.73,383,41.94552400315388,115.00215100295463,47.96405867014811,0.09487432188643596,12.232057000005625,3938.6934673366736,3931.89999999999,92.43380710498626,44.82792977883656,13979.283152951055,13562.538123574526,69.12394507621732,-164.8509144463265,0.86,0.053132499999719585,12.454697147520166,0.9030666808656425
random,voronoi,event+pred150,150.0,50.0,kinematic,0,200,200,199,0.995,1,22,0.895,172.94,11.69,130,24.068439999723523,64.92919199922653,27.754909455027246,0.1384838585823674,16.321850999702292,3858.8944723618033,3852.2999999999943,57.04194410000355,72.33359213646786,13979.283152951055,13508.75544548249,69.25811213611281,-144.57205271656437,0.79,0.057523499890521634,7.266766269019654,0.904555552138906
random,voronoi,event+pred150,150.0,100.0,kinematic,0,200,200,199,0.995,1,30,0.865,86.91,6.98,67,17.684372500639256,41.86883399961516,18.998142460021654,0.19897437903062393,8.367458000066108,3809.2462311557715,3802.8999999999924,39.37785341000506,102.91206390946105,13979.283152951055,13518.9267369474,69.06150849106137,-134.86292233873075,0.77,0.06679849991542142,5.090381137746904,0.904913917514315
random,voronoi,event+pred150,150.0,200.0,kinematic,0,200,200,199,0.995,1,55,0.765,44.785,4.295,47,12.874540499637988,31.298570999751973,14.541585179957224,0.2943439073516257,8.004233000065142,3932.1608040200895,3924.999999999989,32.393812399995454,131.11607196665017,13979.283152951055,13560.621596775132,69.04024520927906,-167.3249877326365,0.65,3.833441500034951,3.6138758409084706,0.9044111762831735
random,voronoi,event+pred200,200.0,20.0,kinematic,0,200,200,196,0.98,4,19,0.92,456.875,31.48,455,46.96216250226826,120.09115300179474,55.84401732985669,0.10573572241023135,9.745945000076972,4253.061224489782,4220.099999999986,102.91107299000032,43.67426171651034,14106.026583727964,13995.619294993763,94.76125399441565,-139.06573126108714,0.87,0.056735499924798205,13.645098890586977,0.8836916268471068
random,voronoi,event+pred200,200.0,50.0,kinematic,0,200,200,196,0.98,4,20,0.915,182.995,15.78,211,30.09871350150206,81.31047400229363,34.49112119003928,0.16278495097050527,29.759824000393564,4235.051020408157,4200.999999999994,66.27752676999364,68.13656443669055,14106.026583727964,13920.761234982963,94.92645024195274,-140.1598698508032,0.855,0.062129499838192714,8.456015185318204,0.8872572723469939
random,voronoi,event+pred200,200.0,100.0,kinematic,0,200,200,196,0.98,4,34,0.865,92.385,9.94,116,21.757386000217593,52.378785000883,23.577618860200573,0.23000995840849997,8.651502000020628,4246.32653061223,4214.199999999985,46.013606989997136,98.56915098757909,14106.026583727964,13911.587292786506,94.71878181761278,-177.9081715879086,0.785,0.09588499995061284,5.66525107601179,0.8878211420154609
random,voronoi,event+pred200,200.0,200.0,kinematic,0,200,200,196,0.98,4,42,0.825,47.525,6.32,55,13.488879499789164,38.31140900001628,16.870179500015183,0.3157547458669021,11.226543000020683,4274.999999999984,4244.699999999984,36.101832334991855,127.13321692689561,14106.026583727964,14068.568801269606,94.75046215138863,-133.5442906907295,0.7,3.866023500222582,3.930021254730275,0.8807374780699854
random,prm,once,0.0,20.0,kinematic,0,200,200,195,0.975,5,226,0.395,3.0,0.0,0,6.352493000349568,13.746652000008908,5.204247935000694,2.1174976667831893,13.697873000069194,3396.717948717945,3389.0999999999967,17.89657220499805,213.55967062718494,12601.626096269456,12363.807139263623,98.7299118543407,-179.00504376968593,0.28,6.087008999998034,1.256093249877133,0.988077272366317
random,prm,cycle,0.0,20.0,kinematic,0,200,200,195,0.975,5,73,0.695,338.965,29.975,1659,175.14490649966774,652.6618660001304,235.73518117984293,0.5267051278294983,24.68950100001166,2656.102564102566,2649.2000000000016,271.1963994299873,14.891490875204376,12601.626096269456,12276.073633031927,98.70998630115872,-171.07393866809116,0.385,5.945795499997075,82.66994490301455,0.9923876314555851
