scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,backend,physics_validation_passes,runs,scenario_count,completed_runs,completion_rate,failed_plans,collision_episodes,collision_free_rate,planner_calls_mean,replans_mean,replan_failures,planning_time_ms_median,planning_time_ms_p95,planning_time_ms_mean,call_time_ms_median,call_time_ms_max,time_to_goal_ms_mean,simulated_duration_ms_mean,wall_time_ms_mean,realtime_factor_mean,planned_path_length_mm_mean,travelled_distance_mm_mean,mean_final_error_mm,minimum_clearance_mm,near_miss_free_rate,call_time_ms_p95_median,planning_ms_per_sim_s_mean,path_efficiency_mean
random,prm,cycle+pred50,50.0,200.0,kinematic,0,200,200,194,0.97,6,87,0.67,36.395,3.455,335,25.51917100032597,82.57953999986967,31.93656965496757,0.7339879457307267,15.21501300021555,2813.814432989691,2807.3,45.362386434990746,80.11150652333008,12772.848148267873,12597.448638086664,108.64966277915553,-168.9597393272113,0.485,6.108151000034923,10.389333240968602,0.9706420326281788
random,prm,cycle+pred100,100.0,20.0,kinematic,0,200,200,184,0.92,16,50,0.795,347.88,45.54,4190,265.03281449686256,835.8068219984034,324.7536077449138,0.7403186855956609,28.610667000066314,2876.956521739132,2858.300000000001,362.0804137900109,13.168005380697636,12758.299111058479,12612.036198865986,174.12253132557112,-167.77079481007524,0.685,5.842488499979481,102.7290098867837,0.9819733043341818
random,prm,cycle+pred100,100.0,50.0,kinematic,0,200,200,184,0.92,16,55,0.78,141.12,18.315,1726,107.98459749867106,359.5786789983322,134.30836531023488,0.7773716759732187,26.20225800001208,2899.1304347826062,2878.899999999998,158.36743616000376,27.99089565587963,12758.299111058479,12685.523344134119,174.2813256429129,-168.12305572060063,0.69,5.9293265001088,41.9731999348952,0.9789253417884335
random,prm,cycle+pred100,100.0,100.0,kinematic,0,200,200,184,0.92,16,53,0.79,71.05,8.73,836,55.363058998977976,174.76576299804947,67.86955763008393,0.7503235052449551,23.55222500000309,2874.2391304347834,2855.9000000000005,84.03850178499681,49.28814713108623,12758.299111058479,12661.112188946854,174.14613980666036,-174.16627552194598,0.69,5.986397000015131,21.637198604364272,0.9785210228110779
random,prm,cycle+pred100,100.0,200.0,kinematic,0,200,200,184,0.92,16,70,0.715,36.685,4.08,485,28.477173000510447,87.23120399940854,35.39421472498191,0.7936768345941363,22.873821000075623,2972.9347826086946,2944.599999999999,49.21210112500148,79.51286690658797,12758.299111058479,12724.596607467693,174.14820969691652,-171.73998123114842,0.615,6.039211999961935,10.776255019331707,0.9785580930306301
random,prm,cycle+pred150,150.0,20.0,kinematic,0,200,200,176,0.88,25,56,0.77,350.38,50.37,6188,259.2399239979386,910.2973950048181,344.65800397984594,0.7628895173596133,30.51795499993659,3018.409090909091,2972.1000000000004,382.42279101000975,13.47475335532737,12794.34725189634,12745.557283782104,239.41506485072807,-167.77079481007524,0.67,5.733420999945338,103.40104292402597,0.9956226192411722
random,prm,cycle+pred150,150.0,50.0,kinematic,0,200,200,176,0.88,25,57,0.775,141.495,19.85,2479,104.94416850019661,385.6178069968337,140.96389088481658,0.7717078719214215,27.8917509999701,3014.9431818181793,2974.399999999998,165.4443981099996,28.57968726761545,12794.34725189634,12745.976278159518,239.52795327753057,-168.12305572060063,0.675,5.764727500036315,42.31920542577262,0.9947950386441855
random,prm,cycle+pred150,150.0,100.0,kinematic,0,200,200,176,0.88,25,60,0.77,71.94,9.78,1199,65.46967249937552,198.06898600063505,73.55794461508424,0.8465490104521418,27.786289000005127,3070.1136363636356,3020.0999999999995,90.5818862300066,50.00805382850751,12794.34725189634,12842.729765798878,239.426949953277,-179.00504376968664,0.705,5.819377999955577,21.853014485052373,0.9907582352303003
random,prm,cycle+pred150,150.0,200.0,kinematic,0,200,200,176,0.88,25,81,0.685,36.93,4.545,631,32.75543149959503,100.68143500006954,38.15128549497672,0.8509370134569338,27.72542100001374,3053.863636363635,3015.199999999999,52.39388769499384,79.63374740164969,12794.34725189634,12787.293331707786,239.45625115955653,-179.00504376968803,0.63,5.839144999754353,11.353952849224857,0.9951046946213524
random,prm,cycle+pred200,200.0,20.0,kinematic,0,200,200,167,0.835,35,60,0.745,348.04,48.765,8226,264.65999549930075,936.2704329969347,333.3016294398891,0.8098172587821011,31.30254600000626,3094.8502994011983,3012.1000000000013,371.2150225250116,14.517677686572489,12707.393960606085,12673.086501779922,311.69953076754996,-167.77079481007524,0.68,5.592673000137438,99.53209375548002,1.0219288381733675
random,prm,cycle+pred200,200.0,50.0,kinematic,0,200,200,167,0.835,35,66,0.74,141.16,19.25,3330,108.67812300057267,359.1225810002925,135.6574473649863,0.8036018319255145,31.8639780000467,3107.005988023949,3041.799999999997,160.2587925050102,30.24065278143459,12707.393960606085,12760.933764794789,311.78813795714206,-172.91639074449625,0.66,5.629221999924994,40.294296528287184,1.0160872493453625
random,prm,cycle+pred200,200.0,100.0,kinematic,0,200,200,167,0.835,35,60,0.745,71.54,9.52,1636,56.94195799924273,195.93956999983675,70.35042548011631,0.8292455884951998,23.910762000014074,3132.5748502994006,3049.4999999999995,87.58633751500041,53.030353999315885,12707.393960606085,12758.034953850576,311.67509324755565,-172.2272028938018,0.685,5.760247499893012,20.674442985893258,1.0176177491661091
random,prm,cycle+pred200,200.0,200.0,kinematic,0,200,200,167,0.835,35,72,0.71,37.16,4.64,851,33.338971500427306,96.06332399960138,38.31524511497662,0.8809612212857656,22.039843999891673,3205.029940119759,3127.099999999999,52.90686222999966,81.89250454781295,12707.393960606085,12882.224498762522,311.69356744615396,-175.64464338971186,0.605,5.740334500046629,10.902954827949943,1.0124888628359843
random,prm,event,0.0,20.0,kinematic,0,200,200,195,0.975,5,73,0.71,349.115,2.925,1256,22.02919600392761,91.82941399876654,30.388012909784266,0.06349527895897895,22.83828800000265,2834.666666666668,2823.300000000001,64.5049043850031,48.74843520262116,12601.626096269456,12375.555239103829,98.7300292789539,-171.07393866809116,0.39,0.027307499976814142,10.241403159585175,0.9858716021839136
random,prm,event,0.0,50.0,kinematic,0,200,200,195,0.975,5,89,0.685,139.0,1.845,506,15.645715000232485,48.79384499645312,19.6879041100658,0.11946450352398492,18.28996200003985,2768.4102564102545,2758.5499999999984,41.546011154994176,73.5956982918729,12601.626096269456,12307.797746005892,98.86959659880607,-168.46340094805333,0.405,0.03245299996024187,6.859382754418281,0.990860007138102
random,prm,event,0.0,100.0,kinematic,0,200,200,195,0.975,5,99,0.64,70.505,1.435,303,14.018219500030682,36.970021000115594,15.527229855005658,0.204749863650539,15.924445999985437,2784.410256410257,2774.2000000000007,30.791849855004898,101.63374436692986,12601.626096269456,12333.684240496028,98.70013270216525,-172.34506300621257,0.4,0.04435900012822458,5.370538060954757,0.9888564397924458
random,prm,event,0.0,200.0,kinematic,0,200,200,195,0.975,5,116,0.61,36.14,0.97,174,12.681675000521864,29.135076001239213,11.887570165066563,0.33500912893232815,14.611016999992898,2819.6923076923076,2809.6,24.823021994996566,128.65963746042033,12601.626096269456,12381.493723188345,98.71631660708505,-168.9597393272113,0.42,0.13350550000268413,3.9851514315855256,0.9866214281746576
random,prm,event+pred20,20.0,20.0,kinematic,0,200,200,195,0.975,5,41,0.835,352.375,2.96,1308,23.360662500522267,88.56399100068302,31.29172020987596,0.06379635064495058,22.82224300006419,2862.9743589743603,2849.7000000000016,65.67620109000075,48.830102661223115,12671.870299176455,12492.370692342321,98.70952622192371,-172.14987203996606,0.42,0.02737800002705626,10.4767057857203,0.9775387242997426
random,prm,event+pred20,20.0,50.0,kinematic,0,200,200,195,0.975,5,60,0.77,141.89,2.175,594,16.206821998309806,67.1972190014003,22.30559490998189,0.12518727920814465,24.643900999990365,2858.4615384615363,2845.4499999999975,44.854054635007394,71.81061175348859,12671.870299176455,12479.618853938373,98.87987991355061,-168.5116120390586,0.465,0.036512000065158645,7.464665603220515,0.9784774385218953
random,prm,event+pred20,20.0,100.0,kinematic,0,200,200,195,0.975,5,82,0.7,71.465,1.555,364,14.000431999591001,45.36079699937545,16.694586824978046,0.20602886567601997,18.54292899997745,2854.9743589743593,2843.5000000000005,32.224450490011236,100.2710445250077,12671.870299176455,12483.181977505306,98.7324328096084,-168.9597393272115,0.45,0.04641199990373934,5.626675821839158,0.9787662637363758
random,prm,event+pred20,20.0,200.0,kinematic,0,200,200,195,0.975,5,105,0.635,36.695,1.12,217,12.884872999620711,31.51854799943976,13.182829585080071,0.33671081502099354,12.679466000008688,2862.1538461538457,2850.9999999999995,26.31188688501254,124.91737629073998,12671.870299176455,12517.380308584583,98.73501962454533,-168.9597393272113,0.435,5.471589500075424,4.361371031579794,0.9774990435751821
random,prm,event+pred50,50.0,20.0,kinematic,0,200,200,194,0.97,6,49,0.815,360.79,3.22,1794,25.383504499700393,91.60561399744438,33.31333908492809,0.07599148301523612,20.829743999911443,3012.78350515464,2997.0000000000005,69.19370963000176,48.106821320393365,12772.848148267873,12707.609009582584,108.60564325498008,-167.81725743147172,0.605,0.02970599996388046,10.526999751239495,0.965069501725342
random,prm,event+pred50,50.0,50.0,kinematic,0,200,200,194,0.97,6,52,0.785,145.195,2.335,788,20.56983149878988,57.14385000010225,23.93459372489133,0.13874380568211442,24.29962499991234,3005.927835051544,2992.2999999999975,47.873026045010086,70.90542124856994,12772.848148267873,12658.665999746876,108.8188314995024,-173.85541053253132,0.59,0.03850049995435256,7.6786184243756495,0.96787137704575
random,prm,event+pred50,50.0,100.0,kinematic,0,200,200,194,0.97,6,55,0.785,72.7,1.835,409,15.392934999226782,41.457707000859045,18.95502201498175,0.23437683595806102,19.370094000009885,2954.1237113402062,2942.5,35.01904637500331,97.41955202732053,12772.848148267873,12642.645136331585,108.71556926457372,-171.06515371381113,0.6,0.05807299999105453,6.104815469199475,0.9705724309491256
random,prm,event+pred50,50.0,200.0,kinematic,0,200,200,194,0.97,6,86,0.665,37.23,1.265,283,13.068293000060294,36.85929799985388,14.586906760039255,0.36296383323019216,16.745218999972167,2959.6907216494833,2948.699999999999,28.096507545000122,120.77999342974908,12772.848148267873,12689.651877099257,108.67817897347668,-168.9597393272113,0.49,5.623665500024799,4.669051482466386,0.9679084062303639
random,prm,event+pred100,100.0,20.0,kinematic,0,200,200,184,0.92,16,60,0.765,366.525,3.49,2916,29.953564001971245,102.68646600115972,35.64179359518221,0.07743732634957365,27.882281000074727,3168.043478260869,3130.9999999999995,72.5774247000021,48.21487123774472,12758.299111058479,12889.382164282699,174.18688067939325,-167.77079481007524,0.65,0.038919999951758655,10.964580575436788,0.9677285521104626
random,prm,event+pred100,100.0,50.0,kinematic,0,200,200,184,0.92,16,63,0.765,146.95,2.435,1238,21.260053999753836,61.019345999739016,24.46035046980171,0.14663173410545782,14.449476999971012,3152.336956521736,3119.2499999999973,48.711208445010925,72.24853665550668,12758.299111058479,12836.098815303887,174.25688863149438,-168.12305572060063,0.675,0.052741500098818506,7.518700694606533,0.9714772788241492
random,prm,event+pred100,100.0,100.0,kinematic,0,200,200,184,0.92,16,68,0.745,74.24,1.885,692,16.384592000235898,46.410990002186736,19.586220565107624,0.23268779668921855,23.84097100002691,3170.2173913043453,3127.4999999999977,36.68665206000355,98.19796562958904,12758.299111058479,12816.658539497894,174.15874736734605,-174.16627552194598,0.635,0.07667200009109365,5.929800084030031,0.9742268355983204
random,prm,event+pred100,100.0,200.0,kinematic,0,200,200,184,0.92,16,77,0.695,37.75,1.255,392,12.801955000327325,39.49215999989519,14.853962335005235,0.32749619999546686,23.17890599999828,3146.086956521737,3117.3999999999983,29.22663058000751,123.23440099170975,12758.299111058479,12753.701436308453,174.14646739660253,-171.73998123114842,0.58,4.860551000092528,4.441965073966952,0.9770941584582953
random,prm,event+pred150,150.0,20.0,kinematic,0,200,200,176,0.88,25,59,0.775,371.875,3.54,4110,31.147415501436626,86.68545900218305,36.395561869876474,0.0802811286766516,28.33227199994326,3349.5454545454527,3271.099999999999,73.96732390999546,49.322537323497606,12794.34725189634,13046.031063524682,239.43951635191695,-179.00504376968593,0.685,0.04864949994498602,10.507664074690197,0.9794139615832755
random,prm,event+pred150,150.0,50.0,kinematic,0,200,200,176,0.88,25,65,0.77,150.38,2.455,1850,21.335093499089908,63.28427599896713,25.020041819902303,0.14374553627605197,29.578119000007064,3372.3295454545414,3295.1499999999965,50.29564388500092,73.57032513584143,12794.34725189634,13029.01269644449,239.53923068187783,-174.46197251599128,0.665,0.06172199988441207,7.073621198042982,0.9820921285518333
random,prm,event+pred150,150.0,100.0,kinematic,0,200,200,176,0.88,25,76,0.71,76.17,1.92,953,17.827307500056122,49.73602700010815,20.430686025031264,0.21777311574048736,29.135850999864488,3381.0227272727234,3301.2999999999965,38.18336676001081,100.38741464976219,12794.34725189634,12996.86470217928,239.4307198571483,-179.00504376968664,0.635,0.0763159999905838,5.687283833228776,0.9858099462079043
random,prm,event+pred150,150.0,200.0,kinematic,0,200,200,176,0.88,25,84,0.68,38.29,1.42,523,12.971133000064583,41.6455540005245,16.41379546503174,0.35935307144947204,27.570333000085157,3278.9772727272693,3221.9999999999973,31.244172615001276,121.85142350265825,12794.34725189634,12835.060899732613,239.4605184779088,-179.00504376968803,0.6,5.305555000290951,4.651509916952915,0.9947891135755839
random,prm,event+pred200,200.0,20.0,kinematic,0,200,200,167,0.835,35,69,0.725,376.555,3.49,6397,31.38201549677433,91.67411699922923,37.72791549977683,0.08264203366668757,28.50716900002226,3606.7065868263426,3487.999999999996,77.23035077999668,50.88138720738059,12707.393960606085,13167.486537958313,311.6246304387192,-170.82706089021931,0.62,0.05757250005444803,10.255246012614219,0.9975529497543145
random,prm,event+pred200,200.0,50.0,kinematic,0,200,200,167,0.835,35,75,0.71,150.78,2.51,2525,22.170541999457782,60.889635000194176,26.146362340065252,0.15290040480407863,37.790890999986004,3569.161676646702,3452.849999999996,52.16096254500712,74.41782039785058,12707.393960606085,13082.562236808288,311.7427552394922,-175.69553807475745,0.615,0.06437350009491638,7.060964974679324,1.0013095634409466
random,prm,event+pred200,200.0,100.0,kinematic,0,200,200,167,0.835,35,75,0.71,76.995,2.065,1293,19.03681950096825,50.28254800004106,21.221408390068177,0.2427644463773223,27.109383000151865,3618.203592814365,3502.099999999995,40.16344713501496,102.66478869701987,12707.393960606085,13244.807716354653,311.67138947219087,-173.59122381818736,0.63,0.08556399984627205,5.521363732855806,0.9953746454966914
random,prm,event+pred200,200.0,200.0,kinematic,0,200,200,167,0.835,35,88,0.65,38.995,1.465,697,13.25206650005839,43.72794400046587,16.839202084980798,0.36673809045727135,27.189877999944656,3517.964071856282,3413.699999999995,32.78690394999785,124.29226581504237,12707.393960606085,13112.225037064323,311.68263186414987,-167.77079481007559,0.56,5.10937100011688,4.517960129810955,1.0044030399292423
random,visibility,once,0.0,20.0,kinematic,0,200,200,195,0.975,5,205,0.39,3.0,0.0,0,8.966804000237971,19.341326000358094,7.530859599995665,2.9889346667459904,31.386087000100815,2937.025641025642,2929.200000000001,18.60595730499881,194.16813081603271,11985.235821768003,11807.888882285468,98.7216952416215,-171.08673767353463,0.3,8.69238999996469,2.2328840993640573,1.0298645295363447
random,visibility,cycle,0.0,20.0,kinematic,0,200,200,195,0.975,5,113,0.585,351.435,47.455,2408,296.5741319966355,1340.795855003762,445.44594086484835,0.8629735236447589,53.6909069999183,2872.102564102564,2862.8,481.9747989199908,14.732250057117263,11985.235821768003,11831.875402517855,98.75711949358013,-178.62926295130453,0.38,8.709679000048709,133.9567449549276,1.0278144177521737
random,visibility,cycle,0.0,50.0,kinematic,0,200,200,195,0.975,5,123,0.565,141.395,18.005,1012,122.65626399869234,512.4580589999823,173.32540844998277,0.896857724157871,31.985361999886663,2868.974358974357,2859.999999999998,196.64215485000057,30.76626117109808,11985.235821768003,11828.532801043137,98.84701923550007,-177.29291077079336,0.38,8.653835499899287,52.380427706960084,1.0281535233529218
random,visibility,cycle,0.0,100.0,kinematic,0,200,200,195,0.975,5,133,0.555,71.31,8.57,524,59.6125999992978,262.7469919998475,86.65999826989434,0.8808041421427772,30.396846000030564,2864.923076923076,2855.8999999999996,102.64497417999394,53.06727885185447,11985.235821768003,11828.665852857286,98.71831810594209,-175.28626136242985,0.38,8.647622500006946,26.229425716464075,1.0280971436572939
random,visibility,cycle,0.0,200.0,kinematic,0,200,200,195,0.975,5,150,0.51,36.345,3.78,284,29.144855500248923,115.27248800052803,41.99771264506524,0.827401349580748,20.964483000057044,2849.7435897435885,2841.4999999999986,55.26667005001001,84.85175929336258,11985.235821768003,11824.909221824206,98.72675657532693,-178.34035049217314,0.385,8.693074000007073,12.794858513492978,1.0284730741552317
random,visibility,cycle+pred20,20.0,20.0,kinematic,0,200,200,195,0.975,5,103,0.62,353.94,50.925,2845,323.4116709996897,1389.7095100073784,469.78896918986834,0.9772742640652918,39.683088999936444,2906.153846153846,2896.1,506.87028078501334,13.929504103467718,11988.412987609636,11841.525913128773,98.75004924510064,-168.1392008797889,0.395,8.680008999817801,139.6358169583737,1.0270159722064582
random,visibility,cycle+pred20,20.0,50.0,kinematic,0,200,200,195,0.975,5,98,0.625,142.005,19.28,1087,127.4201694986914,534.2029329988236,182.53625550493837,0.9084765997793354,28.09731799970905,2874.820512820511,2865.6999999999985,205.85512586501068,28.793578851473708,11988.412987609636,11835.63580612405,98.85759725307612,-173.55388706127133,0.405,8.641002999979719,55.24587398705466,1.0275398719091546
random,visibility,cycle+pred20,20.0,100.0,kinematic,0,200,200,195,0.975,5,109,0.6,71.68,9.165,595,66.21152400100527,263.9318030032882,90.8845313048846,0.9241819147721215,31.295795000005455,2870.9743589743584,2861.7999999999993,106.93816375000324,49.4870810911297,11988.412987609636,11835.312601624613,98.7000516216082,-177.53818675080277,0.415,8.712317000004077,27.83886036709806,1.0275491220660589
random,visibility,cycle+pred20,20.0,200.0,kinematic,0,200,200,195,0.975,5,129,0.575,36.645,4.13,312,31.316954499686744,121.11408799887613,45.1400115099932,0.9147016290500912,16.825432999894474,2882.871794871793,2873.7999999999984,58.59045639501005,79.68132822417802,11988.412987609636,11830.900321979889,98.69803810784195,-178.12301720260388,0.41,8.643941999935123,13.648356831319314,1.0279579288998868
random,visibility,cycle+pred50,50.0,20.0,kinematic,0,200,200,194,0.97,6,98,0.625,358.91,55.71,4017,372.097433499448,1421.1391880021438,497.2905696002379,1.091679863425115,31.15552999997817,2973.6082474226796,2975.8999999999996,535.1513309550097,12.671226087990055,11963.535775644887,11832.537542096321,108.69606098209668,-164.8508604988104,0.455,8.486628499895232,145.70058803574983,1.0280612000596334
random,visibility,cycle+pred50,50.0,50.0,kinematic,0,200,200,194,0.97,6,97,0.625,143.835,21.105,1535,146.37306649984794,618.352351000226,195.9432461049346,1.0689765532338882,33.69124399978318,2933.350515463915,2937.0499999999975,219.95762248498863,26.517994569490316,11963.535775644887,11827.160488749496,108.84752664291636,-173.30321069094305,0.465,8.490240499952506,59.07859201804841,1.0284810519286571
random,visibility,cycle+pred50,50.0,100.0,kinematic,0,200,200,194,0.97,6,112,0.595,73.04,10.545,816,74.9578199989287,321.08530799905566,103.83099566493854,1.091192344153355,34.12877899995692,2971.5463917525763,2974.3999999999987,120.4532760749936,46.10803242816195,11963.535775644887,11824.227245165943,108.69528722210366,-176.37602681644148,0.46,8.551875000080145,30.39387439759209,1.028686291011073
random,visibility,cycle+pred50,50.0,200.0,kinematic,0,200,200,194,0.97,6,109,0.61,37.165,4.875,373,38.082860000258734,151.38042300100096,51.83689719501955,1.0901886800348275,23.10596600000281,2962.9896907216475,2967.399999999998,65.80506273999617,72.65473259917408,11963.535775644887,11819.770255117668,108.70596391579821,-176.57371135797104,0.43,8.62816699986979,15.322007578196454,1.029039677298699
random,visibility,cycle+pred100,100.0,20.0,kinematic,0,200,200,184,0.92,16,90,0.67,357.665,59.45,5348,415.710007497637,1430.6085530004111,519.6054318899166,1.2043582492167517,33.04444000002604,3008.586956521739,2990.5,557.3737096299936,12.990809423539433,11773.898485145099,11675.174557853132,174.10658751823962,-176.35048562343613,0.48,8.224638000001505,153.93351040087228,1.0522467564807638
random,visibility,cycle+pred100,100.0,50.0,kinematic,0,200,200,184,0.92,16,92,0.655,143.47,22.615,2117,170.5056564971983,562.6260359999833,204.26669343516326,1.2173427650307065,32.66311200002292,2987.7173913043453,2970.399999999998,228.80290293999792,26.23770312062579,11773.898485145099,11660.649471098242,174.2684270878729,-168.12305572060063,0.5,8.23804300006259,61.67962308209234,1.0535845092390774
random,visibility,cycle+pred100,100.0,100.0,kinematic,0,200,200,184,0.92,16,92,0.68,72.715,10.825,1118,83.40143650082155,271.14721699831534,101.69093418007606,1.2132986074804275,26.600718000054258,2997.934782608695,2978.6999999999994,118.25945806997879,45.998475410984064,11773.898485145099,11662.283307191266,174.13347736733212,-174.749487079792,0.52,8.218819500029895,30.55097032861875,1.053476421458332
random,visibility,cycle+pred100,100.0,200.0,kinematic,0,200,200,184,0.92,16,108,0.62,36.885,4.945,530,43.32897599908847,136.00427699998363,51.665463469928454,1.202894782144266,23.849648000009438,2997.7173913043466,2981.499999999998,65.87720624499752,72.75834862367049,11773.898485145099,11649.350212279865,174.11593408267856,-171.56596458316426,0.49,8.317730000044321,15.400150088448497,1.0546405565674917
random,visibility,cycle+pred150,150.0,20.0,kinematic,0,200,200,176,0.88,25,101,0.64,356.64,59.73,7637,436.31320199847323,1268.4092589988722,514.2928268849499,1.2677532483937277,27.773205000016787,3078.75,3049.9,552.9329879199946,13.072661804829922,11586.636336372392,11517.157864146564,239.4228293323453,-175.62504516952941,0.475,7.927571500147224,149.28978599506934,1.0827298127232599
random,visibility,cycle+pred150,150.0,50.0,kinematic,0,200,200,176,0.88,25,102,0.65,143.73,23.025,3016,169.2363360006084,516.9867379997868,204.29355516508167,1.2344023561504178,24.563877999980832,3067.4999999999973,3045.099999999997,229.00898214498795,27.168812789970843,11586.636336372392,11516.500453709827,239.55711083069465,-174.0883697715961,0.485,7.957039999837434,58.99639955057394,1.0825156136055218
random,visibility,cycle+pred150,150.0,100.0,kinematic,0,200,200,176,0.88,25,99,0.655,72.65,11.405,1468,87.73506099856831,252.0065969999905,104.5321344750613,1.23140135373208,21.468421000008675,3092.954545454544,3065.4999999999986,121.5560716699946,47.27971643077392,11586.636336372392,11510.960399083751,239.4282320516622,-178.62486582686972,0.495,7.952039000088007,29.969851582738553,1.0831652148912065
random,visibility,cycle+pred150,150.0,200.0,kinematic,0,200,200,176,0.88,25,116,0.61,37.135,5.11,756,44.637642000452615,128.74879100058934,51.66112983502615,1.2121369189369058,21.400080999910642,3085.5681818181797,3072.6999999999985,66.0100042899802,75.37535080968674,11586.636336372392,11495.163823994808,239.40766881127092,-170.21133506218214,0.49,8.025955499988413,14.897563333098777,1.084510948525494
random,visibility,cycle+pred200,200.0,20.0,kinematic,0,200,200,167,0.835,35,118,0.605,358.645,58.84,10756,409.9045125012708,1267.502784998669,485.72715162018375,1.1840806205847567,32.06836099980137,3251.976047904191,3185.3999999999996,524.1801869650061,14.980107053969165,11381.895995754896,11374.882478818012,311.65929388290255,-172.63138037136636,0.475,7.64363000001822,134.2757029751255,1.1149406555612535
random,visibility,cycle+pred200,200.0,50.0,kinematic,0,200,200,167,0.835,35,107,0.62,143.59,22.245,4118,154.28164649893006,475.6347410007038,190.45708107005453,1.1272827913866459,25.640717999976914,3209.401197604787,3143.849999999997,215.4720302199911,29.509476383939763,11381.895995754896,11358.482286546496,311.77762883191104,-172.43177074244068,0.475,7.704972499936957,53.61493215642885,1.1162653384242913
random,visibility,cycle+pred200,200.0,100.0,kinematic,0,200,200,167,0.835,35,106,0.61,72.32,10.725,1990,81.22207050007546,240.18181800033744,97.0063783050972,1.1289032161870558,29.297530999997434,3167.9041916167657,3111.6999999999994,114.0990744549913,50.41261471003002,11381.895995754896,11344.10335475582,311.68270289652065,-172.7773166297463,0.485,7.731137999940074,27.789888774881952,1.1177951761342906
random,visibility,cycle+pred200,200.0,200.0,kinematic,0,200,200,167,0.835,35,117,0.58,36.935,4.945,985,41.60234399961382,127.49712200115937,49.45489685999802,1.0493961871046853,24.788303999912387,3154.371257485028,3104.099999999998,63.963545049999766,78.42433913270354,11381.895995754896,11319.627773460423,311.64515326965403,-169.4555516103996,0.485,7.827569500022946,14.099500664425353,1.1197410842558875
random,visibility,event,0.0,20.0,kinematic,0,200,200,195,0.975,5,104,0.62,353.305,8.905,2086,66.82356600219919,284.4558169986158,96.36395433471819,0.18102776447821173,37.08140100002311,2907.3846153846152,2897.3,131.66038391499455,33.25425646402358,11985.235821768003,11829.47831120842,98.74239164230592,-177.20541440269926,0.385,0.03762400001505739,30.915565449512915,1.0280777136483767
random,visibility,event,0.0,50.0,kinematic,0,200,200,195,0.975,5,109,0.61,140.935,5.595,857,46.03208999856179,189.93201400144244,61.64846855008136,0.3155772666598923,47.73840500001825,2845.3333333333317,2837.0499999999984,84.22247443501135,51.56036127540642,11985.235821768003,11825.48077169593,98.8470269221076,-175.27284294098376,0.4,0.05277150000893016,20.09606110775011,1.0283736548700178
random,visibility,event,0.0,100.0,kinematic,0,200,200,195,0.975,5,118,0.585,70.925,3.545,430,29.007134499465792,117.05481399849305,40.60497685982227,0.4261976937922023,21.57705800027543,2825.435897435898,2817.5000000000005,56.423107859993145,74.73872860485002,11985.235821768003,11824.065885851034,98.70531947775874,-175.15247219193617,0.41,0.06710850016133918,13.267728962885938,1.028464362222155
random,visibility,event,0.0,200.0,kinematic,0,200,200,195,0.975,5,137,0.53,36.04,1.925,237,18.973508499243508,74.47756799956551,25.13212767498601,0.5538301214348869,17.86859200001345,2802.76923076923,2795.6999999999994,38.19915068499199,103.01560504677587,11985.235821768003,11819.918738345075,98.72511340436209,-178.34035049217314,0.405,8.562054499918759,8.268073106431553,1.0288610711892199
random,visibility,event+pred20,20.0,20.0,kinematic,0,200,200,195,0.975,5,89,0.65,354.425,8.65,2235,65.83831199839096,266.90499599999384,92.51783648025537,0.1815571036205233,34.0061209999476,2916.7179487179487,2906.5,127.63825713499158,33.16640797190419,11988.412987609636,11834.870001445743,98.73017575529296,-167.20863625568336,0.455,0.03899399996498687,30.24482679186763,1.0275587079572743
random,visibility,event+pred20,20.0,50.0,kinematic,0,200,200,195,0.975,5,88,0.665,142.655,5.885,871,45.60570600040137,191.60979299942937,62.97732262006719,0.3096248263836851,28.694297000015467,2905.384615384613,2895.4999999999977,85.96767164501159,50.62028440475156,11988.412987609636,11835.026668137221,98.85221685911516,-176.0166080220028,0.47,0.05188099999031692,20.103517786699495,1.0276226949540228
random,visibility,event+pred20,20.0,100.0,kinematic,0,200,200,195,0.975,5,100,0.635,71.72,3.775,473,29.006915501327057,119.96373400120319,42.77254870991499,0.42701963332288684,28.002232000062577,2871.3846153846152,2862.3,58.56663650498945,73.64662618809982,11988.412987609636,11832.33494667253,98.72455484436833,-178.97857692216783,0.46,0.06753549996574293,13.871128112028412,1.0278041177884096
random,visibility,event+pred20,20.0,200.0,kinematic,0,200,200,195,0.975,5,118,0.6,36.465,2.04,267,19.68597300020747,72.34791300015786,26.47192035995829,0.6006821989230096,21.651799999972354,2851.692307692307,2843.3999999999996,39.68980481500296,98.70794622950915,11988.412987609636,11827.468705722531,98.72528527041868,-175.0616797309883,0.435,8.46308500001669,8.674501293690833,1.02821629512801
random,visibility,event+pred50,50.0,20.0,kinematic,0,200,200,194,0.97,6,92,0.64,359.855,9.2,3237,62.507726999001534,283.0782740024915,96.52169791478285,0.19337850639269288,33.33649199998945,2985.051546391752,2987.5999999999995,132.3389863449927,33.33090582067116,11963.535775644887,11825.413359587654,108.70619688985138,-170.31152578780126,0.49,0.04696949997651245,30.24974868668637,1.028598909666343
