planner,policy,n,completed_%,collision_free_%,collisions_per_run,replans_per_run,planner_calls_per_run,planning_ms_per_run_median,planning_ms_per_run_iqr,max_call_ms_median,runs_with_call_over_16.7ms_%,time_to_goal_s_median,travelled_m_mean,min_clearance_mm_median
Voronoi,Plan once,168,100.0,67.85714285714286,0.4107142857142857,0.0,3.0,4.038476500113575,"4.0 [0.1, 4.3]",3.9417769999090524,0.0,4.439999999999993,13.014406575375402,61.84428541738035
Voronoi,Every cycle,168,100.0,91.66666666666666,0.17857142857142858,39.86309523809524,419.35714285714283,98.29933400123991,"98.3 [33.8, 197.3]",4.169715999978507,0.0,2.6499999999999955,12.343996151590051,41.59877682373444
Voronoi,Event-triggered,168,100.0,89.28571428571429,0.11904761904761904,1.8571428571428572,434.30357142857144,19.57443000060266,"19.6 [15.3, 25.5]",3.9593594999587367,0.0,2.7249999999999956,12.387694066522808,38.745790587105404
PRM,Plan once,195,100.0,63.07692307692307,0.5025641025641026,0.0,3.0,6.601193000278727,"6.6 [0.1, 11.5]",6.419026000003214,0.0,3.4000000000000026,12.723888441799419,51.7267643744392
PRM,Every cycle,195,100.0,94.87179487179486,0.05128205128205128,36.92307692307692,410.24615384615385,203.5967420003999,"203.6 [101.9, 357.8]",6.882049000068946,1.5384615384615385,2.5999999999999956,12.344736574105704,39.174047123455125
PRM,Event-triggered,195,100.0,93.84615384615384,0.06153846153846154,1.7692307692307692,426.6461538461538,20.441742999537382,"20.4 [13.2, 32.2]",6.542256000102498,0.5128205128205128,2.666666666666662,12.49783284916786,38.83818883541005
Visibility graph,Plan once,195,100.0,71.28205128205128,0.35384615384615387,0.0,3.0,8.965857999783111,"9.0 [0.1, 15.3]",8.65926300002684,0.5128205128205128,2.960000000000002,11.906713108617378,31.231949048159805
Visibility graph,Every cycle,195,100.0,85.12820512820512,0.1794871794871795,63.43589743589744,426.5487179487179,412.8597199965043,"412.9 [135.8, 820.1]",10.192251000034958,9.743589743589745,2.7333333333333285,11.920666513204264,30.745211020196532
Visibility graph,Event-triggered,195,100.0,84.1025641025641,0.19487179487179487,7.697435897435898,432.7435897435897,49.92601999924773,"49.9 [18.9, 95.6]",9.083097000029738,0.5128205128205128,2.7666666666666613,11.923653233324016,30.844984002718636
