scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_time_ms_p95_call,straight_line_mm
22.11.24.08.2026~p000,prm,1,0,completed,True,False,3,389,0,,44.47727700062387,0.11433747300931586,2399.9999999999964,57.77201199998672,41.54260717110819,144,0,0,0,13533.021845406074,10350.911551801033,58.94142840687021,59.46824346028187,1.1191933662296663,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,3,0,18.339270999604196,6.656012999883387,2399.9999999999964,0.0,0.02534199984438601,7268.242982766738
22.11.24.08.2026~p000,prm,1,0,completed,True,False,3,563,0,,41.92597099836348,0.07446886500597422,3916.6666666666574,61.59566599990285,63.586724862636196,235,0,0,0,13533.021845406074,13686.627245734873,59.33770127188816,59.50753333959393,5.219448864695551,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,2,16,18.49953999999343,6.4253989999087935,3916.6666666666574,250.0,0.04332800017436966,7268.242982766738
22.11.24.08.2026~p000,visibility,1,0,completed,True,False,3,3,0,,33.274746000188316,11.091582000062772,3220.0000000000023,36.715493999963655,87.70139385849444,161,0,3,3,7377.231249892962,7167.267405024973,58.417793884182664,59.10713858656402,-29.674798273494815,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,once,0,0,33.274746000188316,11.207259000002523,3220.0000000000023,0.0,11.207259000002523,7268.242982766738
22.11.24.08.2026~p000,visibility,1,0,completed,True,False,3,495,0,,2092.2617250093936,4.226791363655341,3233.3333333333267,2116.2147240002014,1.5278852834089907,194,0,4,4,7377.231249892962,7176.669353131539,59.73159422639187,59.92207494835191,-29.40399006172217,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,171,55,50.2285499997015,35.42868100021224,3233.3333333333267,0.0,12.078421999831335,7268.242982766738
22.11.24.08.2026~p000,visibility,1,0,completed,True,False,3,529,0,,1910.7437199900232,3.6119919092439003,3683.3333333333253,1933.1732589998865,1.9053301695466611,221,0,4,4,7377.231249892962,7271.60694989772,59.72072763175398,59.88947516443825,-50.33009446668163,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,171,89,33.01900199994634,12.245458000052167,3683.3333333333253,250.0,11.056492000079743,7268.242982766738
22.11.24.08.2026~p000,visibility,1,0,completed,True,False,3,496,0,,397.9342670013466,0.8022868286317472,3233.3333333333267,415.631545999986,7.779326098922809,194,0,3,3,7377.231249892962,7164.338647727404,59.38472313420433,59.778184297408416,-29.40399006172217,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,31,43,32.90592899975309,13.283046999731596,3233.3333333333267,0.0,10.99829899976612,7268.242982766738
22.11.24.08.2026~p000,visibility,1,0,completed,True,False,3,529,0,,598.18616000166,1.1307866918745937,3683.3333333333253,618.3763049998561,5.956459365522071,221,0,4,4,7377.231249892962,7271.60694989772,59.72072763175398,59.88947516443825,-50.33009446668163,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,49,89,35.24214999970354,12.988482999844564,3683.3333333333253,250.0,11.041154999929859,7268.242982766738
22.11.24.08.2026~p001,voronoi,1,0,completed,True,False,3,3,0,,13.859016999504092,4.6196723331680305,5159.999999999978,18.588139999792475,277.59635983253764,258,0,0,0,12927.99141816327,12053.87350703932,58.312744517902644,59.44433469952464,110.44716622973885,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,once,0,0,13.859016999504092,4.7420329997294175,5159.999999999978,0.0,4.7420329997294175,7083.297649828309
22.11.24.08.2026~p001,voronoi,1,0,completed,True,False,3,382,0,,324.35163099853526,0.8490880392631813,2449.9999999999964,339.0884800001004,7.225252830763437,147,0,0,0,12927.99141816327,7956.588724174109,59.37762604967377,59.65998847883375,1.0682204810291296,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,62,0,13.535950999994384,15.529399999650195,2449.9999999999964,0.0,4.595555999912904,7083.297649828309
22.11.24.08.2026~p001,voronoi,1,0,completed,True,False,3,420,0,,516.3073969938523,1.2293033261758388,3133.333333333327,533.3275729999514,5.875063454357746,188,0,0,0,12927.99141816327,8664.12968507085,44.264019586096204,59.62220746276896,6.141890169773291,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,113,0,14.509591999285476,7.848606000152358,3133.333333333327,250.0,4.782702999818866,7083.297649828309
22.11.24.08.2026~p001,voronoi,1,0,completed,True,False,3,424,0,,40.78114599906257,0.09618194811099663,3066.6666666666606,56.628670999998576,54.153957924718696,184,0,0,0,12927.99141816327,8806.452275908181,59.10530405891446,59.74473089633029,1.0682204810291296,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,2,1,14.042957999663486,5.012587999772222,3066.6666666666606,0.0,0.04283499993107398,7083.297649828309
22.11.24.08.2026~p001,voronoi,1,0,completed,True,False,3,440,0,,42.53058399490328,0.09666041817023473,3366.6666666666597,58.540101000289724,57.51043488377305,202,0,0,0,12927.99141816327,8945.811282300023,58.946995660202866,59.48263135593247,3.777531217161936,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,7,0,13.5832890000529,4.808409999895957,3366.6666666666597,250.0,0.05268599988994538,7083.297649828309
22.11.24.08.2026~p001,prm,1,0,completed,True,False,3,3,0,,20.2274369994484,6.742478999816133,3900.000000000003,24.66293699990274,158.1320180972519,195,0,0,0,10183.187866569031,9624.045578920026,58.6273245923573,58.89725400578355,2.52760622612675,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,once,0,0,20.2274369994484,6.820713999786676,3900.000000000003,0.0,6.820713999786676,7083.297649828309
22.11.24.08.2026~p001,prm,1,0,completed,True,False,3,375,0,,648.5902629951852,1.729574034653827,2516.6666666666624,665.0590619997274,3.784125065673782,151,0,0,0,10183.187866569031,8100.609055135446,58.559653822492244,59.15823567824725,3.27569330301111,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,88,7,20.34598799991727,7.93959900011032,2516.6666666666624,0.0,6.894298000133858,7083.297649828309
22.11.24.08.2026~p001,prm,1,0,completed,True,False,3,403,0,,718.2293160012705,1.782206739457247,2983.3333333333276,740.6920719995469,4.027764635416744,179,0,0,0,10183.187866569031,9453.741671831473,59.0241036233376,59.49621414237833,3.27569330301111,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,cycle,107,45,20.26820100036275,12.840450000112469,2983.3333333333276,250.0,6.591690999812272,7083.297649828309
22.11.24.08.2026~p001,prm,1,0,completed,True,False,3,387,0,,64.1832809974403,0.16584827131121527,2499.999999999996,77.70247000007657,32.1740093976103,150,0,0,0,10183.187866569031,8221.533135852103,58.84303974615458,59.22109737406641,3.6543723175865352,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,5,7,20.50882699995782,8.034188000237918,2499.999999999996,0.0,0.0436539999100205,7083.297649828309
22.11.24.08.2026~p001,prm,1,0,completed,True,False,3,368,0,,53.47383400430772,0.14530933153344489,2433.3333333333294,66.38641100016685,36.65408773682936,146,0,0,0,10183.187866569031,9737.725923239399,59.18357031820637,59.620935715220085,3.057920724031561,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,event,4,47,20.09390299917868,6.930875999842101,2433.3333333333294,250.0,0.06135900002846029,7083.297649828309
22.11.24.08.2026~p001,visibility,1,0,completed,True,False,3,3,0,,34.12851299981412,11.37617099993804,3880.000000000003,38.32228200008103,101.24658025301831,194,0,3,3,7164.684306236135,6962.98550421738,58.95371108616098,59.63480970857216,-22.51300048077246,20.0,kinematic,False,0,0.0,,,,22.11.24.08.2026~perturbed,once,0,0,34.12851299981412,11.414993000016693,3880.000000000003,0.0,11.414993000016693,7083.297649828309
