scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_time_ms_p95_call,straight_line_mm
crowded~p017,visibility,1,0,planning_failed,False,False,3,3,1,B5,14.588593000098626,4.8628643333662085,3880.000000000003,18.131291999907262,213.99467837260846,194,2,2,4,4038.91533130032,3725.6822640438877,372.3976541611034,999.4551765837225,-67.56323465626132,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,14.588593000098626,7.684908000101132,,0.0,7.684908000101132,3893.398816497762
crowded~p017,visibility,1,0,planning_failed,False,False,3,432,1,B5,1562.9828040014218,3.6180157500032912,3899.999999999991,1583.2772899998417,2.463245083241471,234,1,2,3,4038.91533130032,3701.5673542933787,372.54619559467136,999.4551765837225,-67.2230724342397,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,222,141,13.505672000064806,10.969083999953,,0.0,7.209466999938741,3893.398816497762
crowded~p017,visibility,1,0,planning_failed,False,False,3,552,1,B5,1262.1613430019352,2.286524172104955,5283.33333333332,1287.3460609998801,4.104050568368354,317,2,5,7,4038.91533130032,4068.261702743715,372.3606144091243,999.4551765837225,-67.2230724342397,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,182,337,13.415434000307869,10.588946000098076,,250.0,6.955379000373796,3893.398816497762
crowded~p017,visibility,1,0,planning_failed,False,False,3,468,1,B5,335.878500004128,0.7176891025729231,3899.999999999991,354.2787410001438,11.008281188394559,234,2,2,4,4038.91533130032,3725.2907277494537,372.4295073586066,999.4551765837225,-67.2230724342397,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,45,163,13.558926999849064,7.3752049997892755,,0.0,6.894705999911821,3893.398816497762
crowded~p017,visibility,1,0,planning_failed,False,False,3,468,1,B5,251.84564299615886,0.5381317158037583,3899.999999999991,269.81616599960034,14.454285885915997,234,2,2,4,4038.91533130032,3725.2907277494537,372.4295073586066,999.4551765837225,-67.2230724342397,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,33,183,13.315026000327634,7.553090999863343,,250.0,6.529738999688561,3893.398816497762
crowded~p018,voronoi,1,0,completed,True,False,3,3,0,,16.26896800007671,5.422989333358903,9019.999999999896,24.669629999607423,365.63175046173916,451,1,0,1,23088.23643920146,21983.44591621672,58.48324744234001,59.411407268101414,-80.02035984240788,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,16.26896800007671,6.314479000138817,9019.999999999896,0.0,6.314479000138817,4397.736558396944
crowded~p018,voronoi,1,0,completed,True,False,3,493,0,,1105.8685859993602,2.2431411480717247,3383.333333333326,1126.831793999827,3.0025185225949045,203,0,0,0,23088.23643920146,9864.191713265996,58.61667260463762,58.954974817421885,1.2980216617073381,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,224,2,14.428349000354501,6.219875999704527,3383.333333333326,0.0,4.877882000073441,4397.736558396944
crowded~p018,voronoi,1,0,completed,True,False,3,573,0,,1264.985368003181,2.2076533473004907,3599.9999999999923,1288.925472000301,2.7930241726180673,216,0,0,0,23088.23643920146,15425.997132294826,58.696660291709314,59.954980145071026,3.901035677253901,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,233,32,14.406367000447062,14.467092999893794,3599.9999999999923,250.0,5.075519000001805,4397.736558396944
crowded~p018,voronoi,1,0,completed,True,False,3,950,0,,65.39453000004869,0.0688363473684723,6299.999999999983,100.03718200005096,62.97658404648757,378,0,0,0,23088.23643920146,19328.939793093305,58.54304348363403,59.327991767375615,0.2900724452270538,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,2,2,14.433476000704104,5.211368999880506,6299.999999999983,0.0,0.050725000164675293,4397.736558396944
crowded~p018,voronoi,1,0,completed,True,False,3,1093,0,,103.57873200837275,0.09476553706164022,7466.666666666645,143.7696089997189,51.93494451724664,448,0,3,3,23088.23643920146,21000.88840835025,59.01257590346483,59.327991767375615,-95.06329494812935,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,70,0,14.40491799985466,5.513063999842416,7466.666666666645,250.0,0.06158699989100569,4397.736558396944
crowded~p018,prm,1,0,completed,True,False,3,3,0,,21.75591799959875,7.251972666532917,3980.000000000003,25.637779000135197,155.23965628922127,199,1,2,3,11580.765768076892,10737.54988546814,58.75940625151375,59.37317192100588,-72.1007044177707,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,21.75591799959875,7.5159769999118,3980.000000000003,0.0,7.5159769999118,4397.736558396944
crowded~p018,prm,1,0,completed,True,False,3,505,0,,1786.6990940019605,3.5380180079246744,3916.6666666666574,1812.847521999629,2.1605052929914637,235,0,0,0,11580.765768076892,9765.398899655127,59.40748722251738,59.99198210369152,0.36281285306552036,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,235,22,21.48209599999973,9.311757999967085,3916.6666666666574,0.0,7.713804000104574,4397.736558396944
crowded~p018,prm,1,0,completed,True,False,3,632,0,,1106.9301940033256,1.7514718259546291,3683.3333333333253,1134.3068230003155,3.247210771059869,221,0,0,0,11580.765768076892,22613.330066172908,59.57660668801839,59.91225550784919,0.7626871136183127,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,174,204,21.315819999927044,7.345733999954973,3683.3333333333253,250.0,6.54401300016616,4397.736558396944
crowded~p018,prm,1,0,completed,True,False,3,683,0,,73.49653699930059,0.1076083997061502,4099.999999999991,97.39404599986301,42.09702921681432,246,0,0,0,11580.765768076892,11267.657201135726,58.70386440767714,59.116862556642346,1.5596325274744345,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,5,13,21.408701999916957,7.618018999892229,4099.999999999991,0.0,0.04301799981476506,4397.736558396944
crowded~p018,prm,1,0,completed,True,False,3,969,0,,84.07713900351155,0.08676691331631739,6766.666666666648,118.76111299989134,56.97712404120732,406,0,0,0,11580.765768076892,22124.03072125953,58.82214180347743,59.70657454392435,2.4715461230503024,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,6,123,22.387864000393165,7.738088000223797,6766.666666666648,250.0,0.06140400000731461,4397.736558396944
crowded~p018,visibility,1,0,completed,True,False,3,3,0,,22.502446000544296,7.500815333514765,3580.0000000000027,25.974952000069607,137.82508625965542,179,2,5,7,5523.484560677217,5115.246953660273,59.19852633859353,59.65201249953,-161.83276508708917,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,22.502446000544296,7.911949000117602,3580.0000000000027,0.0,7.911949000117602,4397.736558396944
crowded~p018,visibility,1,0,completed,True,False,3,673,0,,2382.4541930030136,3.540050806839545,3883.3333333333244,2411.335496999982,1.6104492046688241,233,1,6,7,5523.484560677217,5814.987269709456,58.95914297656,59.64018125419472,-63.53550558172442,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,336,180,21.99935800035746,7.757502000004024,3883.3333333333244,0.0,7.307395999760047,4397.736558396944
crowded~p018,visibility,1,0,completed,True,False,3,683,0,,1791.6237519948481,2.623168011705488,4383.333333333323,1820.4370200000994,2.4078467341501786,263,1,4,5,5523.484560677217,5966.728028203917,59.00445799703139,59.64018125419472,-57.81624252006263,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,250,278,22.322102000543964,8.954846000051475,4383.333333333323,250.0,7.216729999981908,4397.736558396944
crowded~p018,visibility,1,0,completed,True,False,3,692,0,,578.050293999695,0.8353327947972471,4049.999999999991,603.9071110003533,6.706329377859605,243,1,6,7,5523.484560677217,5685.686616851801,59.205991867261254,59.64018125419472,-60.45150824980092,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,74,187,21.8906230002176,16.03827100007038,4049.999999999991,0.0,7.020732999990287,4397.736558396944
crowded~p018,visibility,1,0,completed,True,False,3,662,0,,300.7905159984148,0.45436633836618545,4399.99999999999,325.6347960000312,13.512069514830253,264,1,3,4,5523.484560677217,6163.36351879365,59.60075839423602,59.85994582291854,-57.81624252006263,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,36,183,22.43848700027229,7.911973999853217,4399.99999999999,250.0,6.995948999701795,4397.736558396944
crowded~p019,voronoi,1,0,completed,True,False,3,3,0,,15.377376000287768,5.125792000095923,10219.99999999987,24.851143999967462,411.2486733010461,511,2,0,2,27522.735616737482,26194.588184217195,58.80781998912852,59.836454087288516,-105.32066494995834,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,15.377376000287768,5.510790000244015,10219.99999999987,0.0,5.510790000244015,3979.5590391405913
crowded~p019,voronoi,1,0,completed,True,False,3,557,0,,1311.097865002921,2.3538561310644903,3533.3333333333258,1335.2331350001805,2.6462295165651715,212,0,0,0,27522.735616737482,13962.136954719987,58.676564611272134,59.75574829583853,2.0907159273856735,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,263,0,14.63495900043199,7.917076000012457,3533.3333333333258,0.0,5.036767999627045,3979.5590391405913
crowded~p019,voronoi,1,0,completed,True,False,3,596,0,,1458.4882190069948,2.447127884239924,3666.6666666666583,1485.0163380001504,2.4691086372857716,220,0,0,0,27522.735616737482,16520.381836525718,58.648765894257906,58.92076464303817,2.566235019611753,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,248,44,15.41631400004917,8.930457999667851,3666.6666666666583,250.0,5.419843000254332,3979.5590391405913
crowded~p019,voronoi,1,0,completed,True,False,3,944,0,,48.66106798817782,0.05154774151290023,7149.99999999998,84.51905599986276,84.59630689689187,429,0,0,0,27522.735616737482,17918.00996179688,58.607342468926994,58.87744086776764,2.159777959122664,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,0,0,15.633416000582656,5.542417000015121,7149.99999999998,0.0,0.0542849998055317,3979.5590391405913
crowded~p019,voronoi,1,0,completed,True,False,3,963,0,,100.49912900149138,0.10436046625284671,6899.999999999981,136.5388230001372,50.53507748483409,414,0,0,0,27522.735616737482,19777.54772020118,59.30227547343106,59.84711385715369,31.42309046143916,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,96,3,14.864955000120972,5.775429000095755,6899.999999999981,250.0,0.06370000028255163,3979.5590391405913
crowded~p019,prm,1,0,completed,True,False,3,3,0,,21.55454000012469,7.184846666708229,4060.0000000000014,25.432387000364542,159.63896742927852,203,1,1,2,11891.188143642361,11017.376061307185,58.83023108543765,59.65887214401741,-126.44759862832434,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,21.55454000012469,7.37342999991597,4060.0000000000014,0.0,7.37342999991597,3979.5590391405913
crowded~p019,prm,1,0,completed,True,False,3,442,0,,1325.7605510020767,2.999458260185694,3199.9999999999936,1350.3811650002717,2.3697012983733003,192,0,0,0,11891.188143642361,8901.99110661401,59.52095881071113,59.995939602865384,4.645161103927194,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,166,39,21.18834800012337,13.160140999843861,3199.9999999999936,0.0,8.026495999729377,3979.5590391405913
crowded~p019,prm,1,0,completed,True,False,3,725,0,,1798.9828450045025,2.4813556482820722,5066.666666666654,1836.4411459997427,2.7589594568294236,304,0,0,0,11891.188143642361,22187.736099549795,58.4539331370239,59.23792954689896,2.090589409347956,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,253,256,21.63572000017666,10.303356999884272,5066.666666666654,250.0,7.435795999754191,3979.5590391405913
crowded~p019,prm,1,0,completed,True,False,3,646,0,,55.806144998769014,0.08638722136032355,3833.3333333333244,78.19130799998675,49.02505702211778,230,0,0,0,11891.188143642361,11076.432150618028,58.63612508022779,58.98088664451077,4.561659857803846,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,2,0,21.641028999511036,13.904993999858561,3833.3333333333244,0.0,0.028542000109155197,3979.5590391405913
crowded~p019,prm,1,0,completed,True,False,3,778,0,,73.2404259993018,0.09413936503766299,4949.999999999988,101.064198000131,48.97876892065746,297,0,0,0,11891.188143642361,16331.5191112073,59.660083653111634,59.90815758009064,0.02244897875272045,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,5,67,22.300721999272355,7.498179999856802,4949.999999999988,250.0,0.059111000155098736,3979.5590391405913
crowded~p019,visibility,1,0,completed,True,False,3,3,0,,20.776860999831115,6.925620333277038,3280.0000000000023,23.95243399996616,136.93806650316358,164,0,3,3,5172.962550540182,4738.503145480849,59.35925966873695,59.964401176576544,-79.17556266629049,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,once,0,0,20.776860999831115,7.217619000130071,3280.0000000000023,0.0,7.217619000130071,3979.5590391405913
crowded~p019,visibility,1,0,completed,True,False,3,515,0,,1912.3066559991457,3.7132168077653316,3166.66666666666,1934.2142319997038,1.6371850719931758,190,0,3,3,5172.962550540182,4601.463370361769,59.230117531584646,59.96109928539051,-79.14859148688046,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,272,130,20.28828099992097,7.734317000085866,3166.66666666666,0.0,7.228902999941056,3979.5590391405913
crowded~p019,visibility,1,0,completed,True,False,3,545,0,,1349.9481469989405,2.476969077062276,3266.66666666666,1371.4298169998074,2.3819422810953212,196,0,3,3,5172.962550540182,4867.841558835797,59.70556229339993,59.88183106961947,-79.14859148688046,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,cycle,188,241,20.465103999868006,7.903925999926287,3266.66666666666,250.0,7.160065999869403,3979.5590391405913
crowded~p019,visibility,1,0,completed,True,False,3,592,0,,375.01526499272586,0.6334717314066315,3683.3333333333253,396.07546299976093,9.299574645288109,221,0,3,3,5172.962550540182,4748.033328393716,59.52286613311305,59.90802858141378,-79.14859148688046,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,48,128,19.99798999986524,7.862265000312618,3683.3333333333253,0.0,6.954035000035219,3979.5590391405913
crowded~p019,visibility,1,0,completed,True,False,3,610,0,,285.7717580022836,0.46847829180702233,3649.999999999992,307.5001560000601,11.869912677375288,219,0,3,3,5172.962550540182,5165.195752110325,59.070805988954525,59.683007185085636,-79.14859148688046,20.0,kinematic,False,0,0.0,,,,crowded~perturbed,event,35,146,20.05751499973485,7.821585000328923,3649.999999999992,250.0,6.740267000168387,3979.5590391405913
snapshot_1787566435,voronoi,1,0,completed,True,False,3,3,0,,13.64610599966909,4.548701999889697,5979.999999999961,19.129126999814616,312.6122796956659,299,0,0,0,14135.051375600542,13344.563131450486,58.1445406143314,58.632922461422886,114.65139913895848,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,once,0,0,13.64610599966909,4.643016000045463,5979.999999999961,0.0,4.643016000045463,7202.889586042515
snapshot_1787566435,voronoi,1,0,completed,True,False,3,366,0,,260.09938700190105,0.7106540628467242,2283.3333333333303,273.64838999983476,8.344040808479484,137,0,0,0,14135.051375600542,8099.158183936807,58.862026339072116,59.80126307799503,8.387805821580287,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,53,0,13.531503999729466,4.98135399993771,2283.3333333333303,0.0,4.491679000238946,7202.889586042515
snapshot_1787566435,voronoi,1,0,completed,True,False,3,456,0,,396.2539430081051,0.868977945193213,2983.3333333333276,414.0446430001248,7.20534218657293,179,0,0,0,14135.051375600542,10535.806857049321,59.055343340942976,59.38223888691946,2.5922646401707823,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,123,3,13.664999999491556,4.875472000094305,2983.3333333333276,250.0,4.602395000347315,7202.889586042515
snapshot_1787566435,voronoi,1,0,completed,True,False,3,428,0,,27.14061100004983,0.06341264252348092,2683.3333333333285,42.230493999795726,63.54018338848483,161,0,0,0,14135.051375600542,9182.978664993174,59.12295921233277,59.74582956347937,1.9783441292636041,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,0,0,13.46508599954177,4.566456999782531,2683.3333333333285,0.0,0.04795199993168353,7202.889586042515
snapshot_1787566435,voronoi,1,0,completed,True,False,3,516,0,,63.34013299601793,0.12275219572871691,4166.666666666657,82.61595799967836,50.434162691460635,250,0,0,0,14135.051375600542,10787.205028618668,59.516292379658104,59.98556810128618,1.9783441292636041,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,21,0,13.551855000059732,4.793057000370027,4166.666666666657,250.0,0.0634310003988503,7202.889586042515
snapshot_1787566435,prm,1,0,completed,True,False,3,3,0,,19.704299999830255,6.568099999943418,3520.0000000000027,23.095439999906375,152.41103871648568,176,0,0,0,11164.864366004127,10460.874719914777,58.68439083011279,59.63670774283948,15.17613183107261,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,once,0,0,19.704299999830255,6.695347999993828,3520.0000000000027,0.0,6.695347999993828,7202.889586042515
snapshot_1787566435,prm,1,0,completed,True,False,3,374,0,,598.5318860020925,1.6003526363692313,2466.666666666663,615.8325900000818,4.005417554576537,148,0,0,0,11164.864366004127,8274.935337140094,58.620616001573644,59.244970268335535,2.8744813368030293,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,83,10,19.45947700050965,7.974336999723164,2466.666666666663,0.0,6.619641999805026,7202.889586042515
snapshot_1787566435,prm,1,0,completed,True,False,3,426,0,,534.0169659984895,1.2535609530480973,2599.9999999999955,552.8352999999697,4.70302818940856,156,0,0,0,11164.864366004127,9825.839388033288,59.09994705387902,59.927962254207685,2.8744813368030293,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,82,66,19.891396000275563,7.797820000178035,2599.9999999999955,250.0,6.369211000219366,7202.889586042515
snapshot_1787566435,prm,1,0,completed,True,False,3,430,0,,56.366756004536,0.1310854790803163,2549.999999999996,71.54916000035882,35.63983141083987,153,0,0,0,11164.864366004127,9898.644705962084,59.12796935894057,59.268978645516604,2.8744813368030293,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,4,0,19.991733999631833,7.310640000014246,2549.999999999996,0.0,0.03878999996231869,7202.889586042515
snapshot_1787566435,prm,1,0,completed,True,False,3,463,0,,37.498268998206186,0.08098978185357708,3216.66666666666,54.0911530001722,59.46751896112142,193,0,0,0,11164.864366004127,10733.316389784242,58.80390852204576,59.244970268335535,2.8744813368030293,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,1,63,19.72797000007631,6.877651000195328,3216.66666666666,250.0,0.06339799983834382,7202.889586042515
snapshot_1787566435,visibility,1,0,completed,True,False,3,3,0,,31.85204400006114,10.61734800002038,3420.0000000000027,35.12808799996492,97.35798885505577,171,0,3,3,7313.070734352056,7117.808209382201,58.4536958529871,59.14928965187328,-16.808778806619358,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,once,0,0,31.85204400006114,10.797259000355552,3420.0000000000027,0.0,10.797259000355552,7202.889586042515
snapshot_1787566435,visibility,1,0,completed,True,False,3,549,0,,3080.241896996995,5.610640978136603,3499.9999999999923,3108.2820300002822,1.1260239470610955,210,0,4,4,7313.070734352056,7239.7551338365665,59.08126200584604,59.58317141157282,-36.03397531216211,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,309,23,30.47510600026726,16.57940699988103,3499.9999999999923,0.0,10.423120000268682,7202.889586042515
snapshot_1787566435,visibility,1,0,completed,True,False,3,596,0,,2611.1790199938696,4.3811728523387075,3599.9999999999923,2638.1943970000066,1.3645696481251315,216,0,3,3,7313.070734352056,7637.910042724947,59.05189860525716,59.50091052614153,-63.42870780639548,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,cycle,273,108,31.074568999883923,11.393461999887222,3599.9999999999923,250.0,9.584127999914926,7202.889586042515
snapshot_1787566435,visibility,1,0,completed,True,False,3,519,0,,406.0907840021173,0.782448524088858,3299.999999999993,424.5639500004472,7.772680652694411,198,0,1,1,7313.070734352056,7130.123261753748,58.45407626467851,58.714270135600884,-5.335646430264006,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,38,2,31.1447109997971,11.24999800003934,3299.999999999993,0.0,9.448428999803582,7202.889586042515
snapshot_1787566435,visibility,1,0,completed,True,False,3,530,0,,463.30053099563884,0.8741519452747902,3299.999999999993,482.69140300044455,6.836666200158021,198,1,1,2,7313.070734352056,7296.335489754001,58.46191670574073,58.55524471813501,-145.567996121872,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435,event,44,79,30.736119000266626,10.465406000093935,3299.999999999993,250.0,9.492555999713659,7202.889586042515
snapshot_1787566435~p000,voronoi,1,0,completed,True,False,3,3,0,,13.88359299971853,4.62786433323951,5279.999999999975,18.792599999869708,280.961655121515,264,1,0,1,14369.677164005052,13411.668903501399,58.68823332605368,59.288354088563295,-79.86201434435607,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,once,0,0,13.88359299971853,4.715951999969548,5279.999999999975,0.0,4.715951999969548,7188.966223789417
snapshot_1787566435~p000,voronoi,1,0,completed,True,False,3,386,0,,411.56288900492655,1.0662251010490325,2199.9999999999973,425.98298700022497,5.164525502514577,132,0,0,0,14369.677164005052,9122.614500258915,59.337968790534326,59.920216253651915,3.817576478220275,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,86,0,13.673920000201178,6.30946799992671,2199.9999999999973,0.0,4.54191200014975,7188.966223789417
snapshot_1787566435~p000,voronoi,1,0,completed,True,False,3,424,0,,399.6004800096671,0.9424539622869507,2916.666666666661,416.22917099994083,7.0073576526597545,175,0,0,0,14369.677164005052,10568.365417116584,58.545522586294965,58.906875047883766,0.8403935454628026,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,86,7,13.624587000776955,16.677226000410883,2916.666666666661,250.0,4.623486000127741,7188.966223789417
snapshot_1787566435~p000,voronoi,1,0,completed,True,False,3,460,0,,28.904046996103716,0.06283488477413851,3583.3333333333253,46.43550599985247,77.16796137302154,215,0,0,0,14369.677164005052,9473.583891426984,59.02279555145478,59.74493683936617,2.0218565880297774,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,0,0,13.6879969995789,4.67742000000726,3583.3333333333253,0.0,0.05323799996403977,7188.966223789417
snapshot_1787566435~p000,voronoi,1,0,completed,True,False,3,549,0,,87.26372798491866,0.15895032419839464,4649.999999999989,108.60440000033122,42.81594484188309,279,0,0,0,14369.677164005052,10655.577608397567,59.166524827007414,59.703452537053394,4.682982103764829,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,32,6,13.805612999931327,4.825170000003709,4649.999999999989,250.0,0.06186700011312496,7188.966223789417
snapshot_1787566435~p000,prm,1,0,completed,True,False,3,3,0,,20.792681999864726,6.930893999954908,3560.0000000000027,24.259730000267155,146.7452440715869,178,0,0,0,11020.996570642626,10348.307536848635,58.711428030144,59.470299403385475,32.002393029368164,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,once,0,0,20.792681999864726,7.1517559999847435,3560.0000000000027,0.0,7.1517559999847435,7188.966223789417
snapshot_1787566435~p000,prm,1,0,completed,True,False,3,344,0,,622.0724220033844,1.8083500639633268,2233.3333333333303,638.7788060001185,3.4962545913474092,134,0,0,0,11020.996570642626,8185.163972813218,58.35738868527304,58.52453231274045,0.7534009699952549,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,73,7,20.050670000273385,12.306831999921997,2233.3333333333303,0.0,8.118453999941266,7188.966223789417
snapshot_1787566435~p000,prm,1,0,completed,True,False,3,411,0,,480.9555119950346,1.1702080583820793,2683.3333333333285,498.1261769999037,5.386854691103389,161,0,0,0,11020.996570642626,9730.27866717226,58.9813993901422,59.621569912182096,0.7534009699952549,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,72,60,19.941322000249784,7.16705600007117,2683.3333333333285,250.0,6.452993000038987,7188.966223789417
snapshot_1787566435~p000,prm,1,0,completed,True,False,3,454,0,,41.52941499933149,0.09147448237738215,3399.9999999999927,57.78656000029514,58.837210589843515,204,0,0,0,11020.996570642626,10158.699043818384,59.17769918594183,59.621569912182096,0.7534009699952549,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,2,0,19.46000800035108,6.719686999986152,3399.9999999999927,0.0,0.02793300018311129,7188.966223789417
snapshot_1787566435~p000,prm,1,0,completed,True,False,3,443,0,,37.0365849917107,0.08360402932666072,3216.66666666666,52.93054099956862,60.77146777496334,193,0,0,0,11020.996570642626,10435.092565797264,58.80718367949816,59.621569912182096,0.7534009699952549,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,1,57,19.666467999741144,6.6086219999306195,3216.66666666666,250.0,0.0625020002189558,7188.966223789417
snapshot_1787566435~p000,visibility,1,0,completed,True,False,3,3,0,,31.59281399939573,10.530937999798576,3300.0000000000023,35.644893999688065,92.57987974459627,165,1,3,4,7312.391495559888,7109.264997252381,59.03460803369109,59.53501965896399,-171.43887504257947,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,once,0,0,31.59281399939573,10.922745999778272,3300.0000000000023,0.0,10.922745999778272,7188.966223789417
snapshot_1787566435~p000,visibility,1,0,completed,True,False,3,600,0,,2901.3790269964375,4.835631711660729,3716.6666666666583,2927.0710490000056,1.2697562185709184,223,0,3,3,7312.391495559888,7711.204546922845,59.08933928152165,59.85898222930416,-86.0364772393615,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,297,87,30.663565999930142,11.278746999778377,3716.6666666666583,0.0,10.163671000100294,7188.966223789417
snapshot_1787566435~p000,visibility,1,0,completed,True,False,3,570,0,,2473.064613007409,4.33870984738142,3383.333333333326,2496.5183939998496,1.3552206711013441,203,0,4,4,7312.391495559888,7641.288642363974,58.80620377508478,59.10543495009518,-35.58691621090847,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,255,117,31.92060500032312,10.958658000163268,3383.333333333326,250.0,9.689158000128373,7188.966223789417
snapshot_1787566435~p000,visibility,1,0,completed,True,False,3,548,0,,588.6553880013707,1.074188664236078,3316.6666666666597,608.2566129998668,5.452742470499677,199,1,2,3,7312.391495559888,7160.4650266020635,58.759798596315655,59.756390238688816,-149.16189693080858,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,58,49,30.639704999884998,10.345796999899903,3316.6666666666597,0.0,9.421561999715777,7188.966223789417
snapshot_1787566435~p000,visibility,1,0,completed,True,False,3,539,0,,444.1462900026636,0.8240190909140326,3316.6666666666597,463.2080030000907,7.1602101975470624,199,1,2,3,7312.391495559888,7156.926541660163,58.731234597033996,59.61562763976213,-146.8285750439494,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,event,42,95,30.48354299971834,10.27704599982826,3316.6666666666597,250.0,9.476797999923292,7188.966223789417
snapshot_1787566435~p001,voronoi,1,0,completed,True,False,3,3,0,,13.908150000133901,4.636050000044634,4779.999999999986,18.41687100022682,259.5446316554596,239,0,0,0,12018.095999506579,11249.9131826175,58.80364023889303,59.94742793811103,75.447626726106,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,once,0,0,13.908150000133901,4.738778000046295,4779.999999999986,0.0,4.738778000046295,6972.244684394756
snapshot_1787566435~p001,voronoi,1,0,completed,True,False,3,369,0,,289.4133160016281,0.7843179295437076,2333.33333333333,303.24473399969065,7.694555161956119,140,0,0,0,12018.095999506579,7647.901832623384,58.2363297606527,58.40342752271049,5.3436442256809755,20.0,kinematic,False,0,0.0,,,,snapshot_1787566435~perturbed,cycle,59,0,13.609230999918509,5.09699099984573,2333.33333333333,0.0,4.516396999861172,6972.244684394756
