scenario,planner,replan_policy,backend,physics_validation_passes,runs,scenario_count,completed_runs,completion_rate,failed_plans,collision_episodes,collision_free_rate,planner_calls_mean,replans_mean,replan_failures,planning_time_ms_median,planning_time_ms_p95,planning_time_ms_mean,call_time_ms_median,call_time_ms_max,time_to_goal_ms_mean,simulated_duration_ms_mean,wall_time_ms_mean,realtime_factor_mean,planned_path_length_mm_mean,travelled_distance_mm_mean,mean_final_error_mm,minimum_clearance_mm,near_miss_free_rate,call_time_ms_p95_median,planning_ms_per_sim_s_mean,path_efficiency_mean
crowded~perturbed,visibility,event+pred250,kinematic,0,20,20,15,0.75,5,101,0.0,583.75,41.4,3930,288.09064000233775,520.44808599112,324.45700170073906,0.5270508051472487,14.551750000009633,4254.444444444434,4135.833333333323,346.27873939996334,12.612547027463629,4789.4571763679,4831.839810118457,147.4124713185475,-169.2141483059152,0.0,6.577692000064417,78.40216098257608,0.8728524793395845
snapshot_1787566435,voronoi,once,kinematic,0,1,1,1,1.0,0,0,1.0,3.0,0.0,0,13.64610599966909,13.64610599966909,13.64610599966909,4.548701999889697,4.643016000045463,5979.999999999961,5979.999999999961,19.129126999814616,312.6122796956659,14135.051375600542,13344.563131450486,58.1445406143314,114.65139913895848,1.0,4.643016000045463,2.281957525028291,0.5397621124866001
snapshot_1787566435,voronoi,cycle,kinematic,0,1,1,1,1.0,0,0,1.0,366.0,53.0,0,260.09938700190105,260.09938700190105,260.09938700190105,0.7106540628467242,4.98135399993771,2283.3333333333303,2283.3333333333303,273.64838999983476,8.344040808479484,14135.051375600542,8099.158183936807,58.862026339072116,8.387805821580287,0.0,4.491679000238946,113.91214029280354,0.8893380549509606
snapshot_1787566435,voronoi,cycle+pred250,kinematic,0,1,1,1,1.0,0,0,1.0,456.0,123.0,3,396.2539430081051,396.2539430081051,396.2539430081051,0.868977945193213,4.875472000094305,2983.3333333333276,2983.3333333333276,414.0446430001248,7.20534218657293,14135.051375600542,10535.806857049321,59.055343340942976,2.5922646401707823,0.0,4.602395000347315,132.82255072897405,0.6836580893871634
snapshot_1787566435,voronoi,event,kinematic,0,1,1,1,1.0,0,0,1.0,428.0,0.0,0,27.14061100004983,27.14061100004983,27.14061100004983,0.06341264252348092,4.566456999782531,2683.3333333333285,2683.3333333333285,42.230493999795726,63.54018338848483,14135.051375600542,9182.978664993174,59.12295921233277,1.9783441292636041,0.0,0.04795199993168353,10.114513416167656,0.784373986787202
snapshot_1787566435,voronoi,event+pred250,kinematic,0,1,1,1,1.0,0,0,1.0,516.0,21.0,0,63.34013299601793,63.34013299601793,63.34013299601793,0.12275219572871691,4.793057000370027,4166.666666666657,4166.666666666657,82.61595799967836,50.434162691460635,14135.051375600542,10787.205028618668,59.516292379658104,1.9783441292636041,0.0,0.0634310003988503,15.201631919044337,0.6677252881476811
snapshot_1787566435,prm,once,kinematic,0,1,1,1,1.0,0,0,1.0,3.0,0.0,0,19.704299999830255,19.704299999830255,19.704299999830255,6.568099999943418,6.695347999993828,3520.0000000000027,3520.0000000000027,23.095439999906375,152.41103871648568,11164.864366004127,10460.874719914777,58.68439083011279,15.17613183107261,0.0,6.695347999993828,5.597812499951773,0.6885551905454036
snapshot_1787566435,prm,cycle,kinematic,0,1,1,1,1.0,0,0,1.0,374.0,83.0,10,598.5318860020925,598.5318860020925,598.5318860020925,1.6003526363692313,7.974336999723164,2466.666666666663,2466.666666666663,615.8325900000818,4.005417554576537,11164.864366004127,8274.935337140094,58.620616001573644,2.8744813368030293,0.0,6.619641999805026,242.6480618927406,0.8704466310104013
snapshot_1787566435,prm,cycle+pred250,kinematic,0,1,1,1,1.0,0,0,1.0,426.0,82.0,66,534.0169659984895,534.0169659984895,534.0169659984895,1.2535609530480973,7.797820000178035,2599.9999999999955,2599.9999999999955,552.8352999999697,4.70302818940856,11164.864366004127,9825.839388033288,59.09994705387902,2.8744813368030293,0.0,6.369211000219366,205.39114076865013,0.7330559051081971
snapshot_1787566435,prm,event,kinematic,0,1,1,1,1.0,0,0,1.0,430.0,4.0,0,56.366756004536,56.366756004536,56.366756004536,0.1310854790803163,7.310640000014246,2549.999999999996,2549.999999999996,71.54916000035882,35.63983141083987,11164.864366004127,9898.644705962084,59.12796935894057,2.8744813368030293,0.0,0.03878999996231869,22.10461019785729,0.727664220709338
snapshot_1787566435,prm,event+pred250,kinematic,0,1,1,1,1.0,0,0,1.0,463.0,1.0,63,37.498268998206186,37.498268998206186,37.498268998206186,0.08098978185357708,6.877651000195328,3216.66666666666,3216.66666666666,54.0911530001722,59.46751896112142,11164.864366004127,10733.316389784242,58.80390852204576,2.8744813368030293,0.0,0.06339799983834382,11.657492952810237,0.6710777288646855
snapshot_1787566435,visibility,once,kinematic,0,1,1,1,1.0,0,3,0.0,3.0,0.0,0,31.85204400006114,31.85204400006114,31.85204400006114,10.61734800002038,10.797259000355552,3420.0000000000027,3420.0000000000027,35.12808799996492,97.35798885505577,7313.070734352056,7117.808209382201,58.4536958529871,-16.808778806619358,0.0,10.797259000355552,9.313463157912608,1.0119533112100667
snapshot_1787566435,visibility,cycle,kinematic,0,1,1,1,1.0,0,4,0.0,549.0,309.0,23,3080.241896996995,3080.241896996995,3080.241896996995,5.610640978136603,16.57940699988103,3499.9999999999923,3499.9999999999923,3108.2820300002822,1.1260239470610955,7313.070734352056,7239.7551338365665,59.08126200584604,-36.03397531216211,0.0,10.423120000268682,880.0691134277147,0.9949079012877449
snapshot_1787566435,visibility,cycle+pred250,kinematic,0,1,1,1,1.0,0,3,0.0,596.0,273.0,108,2611.1790199938696,2611.1790199938696,2611.1790199938696,4.3811728523387075,11.393461999887222,3599.9999999999923,3599.9999999999923,2638.1943970000066,1.3645696481251315,7313.070734352056,7637.910042724947,59.05189860525716,-63.42870780639548,0.0,9.584127999914926,725.3275055538543,0.9430445692278366
snapshot_1787566435,visibility,event,kinematic,0,1,1,1,1.0,0,1,0.0,519.0,38.0,2,406.0907840021173,406.0907840021173,406.0907840021173,0.782448524088858,11.24999800003934,3299.999999999993,3299.999999999993,424.5639500004472,7.772680652694411,7313.070734352056,7130.123261753748,58.45407626467851,-5.335646430264006,0.0,9.448428999803582,123.05781333397519,1.0102054791505621
snapshot_1787566435,visibility,event+pred250,kinematic,0,1,1,1,1.0,0,2,0.0,530.0,44.0,79,463.30053099563884,463.30053099563884,463.30053099563884,0.8741519452747902,10.465406000093935,3299.999999999993,3299.999999999993,482.69140300044455,6.836666200158021,7313.070734352056,7296.335489754001,58.46191670574073,-145.567996121872,0.0,9.492555999713659,140.39410030170902,0.9871927621964875
snapshot_1787566435~perturbed,voronoi,once,kinematic,0,20,20,20,1.0,0,5,0.75,3.0,0.0,0,13.864355500118108,15.004074999978911,13.787097749923305,4.621451833372703,5.389001999901666,5112.999999999979,5112.999999999979,18.47077220011215,277.9207771848663,13226.595981125905,12480.248580246867,58.96335302690123,-79.86201434435607,0.35,4.721173999769235,2.7116566877307378,0.5905673056158626
snapshot_1787566435~perturbed,voronoi,cycle,kinematic,0,20,20,20,1.0,0,1,0.95,385.2,78.35,18,372.7859660032209,591.402147007102,387.9244411510854,1.0072811979680667,18.151746000057756,2385.83333333333,2385.83333333333,402.9401628000187,6.601962819662361,13226.595981125905,8718.631544496568,58.83007665480311,-0.606538267922133,0.0,4.577375000053507,160.98778499310873,0.8421050616874778
snapshot_1787566435~perturbed,voronoi,cycle+pred250,kinematic,0,20,20,20,1.0,0,5,0.85,437.1,115.95,70,402.9351795022649,707.7860069980488,441.31489174992566,0.9606237232893469,16.677226000410883,2809.1666666666615,2809.1666666666615,458.46273140004996,6.576699837536149,13226.595981125905,10077.496014301858,58.13893257829843,-33.9392062223929,0.0,4.687728999670071,154.19124712138319,0.7316027007803743
snapshot_1787566435~perturbed,voronoi,event,kinematic,0,20,20,20,1.0,0,1,0.95,440.55,2.45,0,30.926848498211257,79.4120439973085,38.8358020491296,0.06820702913637972,7.617645999744127,3140.833333333327,3140.833333333327,54.759195349993206,60.710984873856646,13226.595981125905,9020.849975565257,59.06303057978348,-13.508126189714147,0.0,0.052050000022063614,13.189264337511137,0.8145612553159101
snapshot_1787566435~perturbed,voronoi,event+pred250,kinematic,0,20,20,20,1.0,0,4,0.95,501.75,25.2,29,57.907273004047966,107.14481599870851,69.17221584978961,0.12315534672559517,8.583591999922646,3890.833333333325,3890.833333333325,87.87056119999761,46.777729471947495,13226.595981125905,10268.707760798638,58.112703548728085,-9.046461796221251,0.0,0.06102100019234058,18.58060965699267,0.7188581551438706
snapshot_1787566435~perturbed,prm,once,kinematic,0,20,20,20,1.0,0,11,0.55,3.0,0.0,0,20.318315999929837,22.784412000419252,20.30976010005361,6.772771999976612,9.435437999854912,3510.0000000000027,3510.0000000000027,23.649127100043188,149.43534352727812,10769.258912033323,10125.731724976846,58.687734936647395,-130.08201727388357,0.2,7.075185500070802,5.835248703359593,0.7189555851030229
snapshot_1787566435~perturbed,prm,cycle,kinematic,0,20,20,20,1.0,0,2,0.9,408.5,109.2,140,752.2365679999439,1342.4373720008589,786.3369787515012,1.8632449387262622,20.897521000279085,2704.9999999999955,2704.9999999999955,804.512201249986,3.5691098611792995,10769.258912033323,8929.49983069118,59.03686996339097,-8.920960874247811,0.0,6.751596499725565,286.877877850206,0.8194283926239139
snapshot_1787566435~perturbed,prm,cycle+pred250,kinematic,0,20,20,20,1.0,0,0,1.0,428.75,97.25,1164,582.8140090009128,1126.1572799962778,630.6213548486767,1.3570792462886923,11.967427000399766,2886.6666666666615,2886.6666666666615,649.0819539999848,4.667085630526488,10769.258912033323,9616.408607762318,59.06846827752368,0.10578257419950887,0.0,6.400349999921673,215.83288505650154,0.7611015014787117
snapshot_1787566435~perturbed,prm,event,kinematic,0,20,20,20,1.0,0,2,0.9,430.85,4.3,80,48.10412449978685,130.67528899864556,57.71637510003984,0.10620796507480323,12.559465999856911,2981.666666666661,2981.666666666661,73.2722579500205,44.54382446777442,10769.258912033323,8999.518257569918,59.05197058199633,-8.920960874247811,0.0,0.03136299983452773,19.4578258932405,0.8125350907135097
snapshot_1787566435~perturbed,prm,event+pred250,kinematic,0,20,20,20,1.0,0,0,1.0,488.1,2.5,796,39.62008450071153,101.57706200470784,46.83053359974565,0.08382151275823205,16.974029000266455,3741.6666666666583,3741.6666666666583,64.6741492500496,59.682642977552135,10769.258912033323,12483.386366448103,58.98555434383959,0.24739947169584298,0.0,0.05893250022381835,12.603420686935547,0.6205726802502163
snapshot_1787566435~perturbed,visibility,once,kinematic,0,20,20,20,1.0,0,72,0.0,3.0,0.0,0,29.888228499658,32.46431300021868,29.68517334995795,9.962742833219334,11.14469900039694,3439.0000000000027,3439.0000000000027,32.94156440001643,105.31767165577601,7401.17012157842,7192.999733543898,58.693823147792365,-171.43887504257947,0.0,10.108965499966871,8.656196915947538,1.0105496757491086
snapshot_1787566435~perturbed,visibility,cycle,kinematic,0,20,20,20,1.0,0,59,0.0,517.0,254.05,763,2484.3486420013505,2956.8507280009726,2480.65554454829,4.872279624045823,34.06120999989071,3445.833333333326,3445.833333333326,2504.343833450025,1.4047854496088348,7401.17012157842,7277.148810466754,58.934498908880734,-128.6953202984044,0.0,9.937246500157926,719.8166212084323,0.9990706776766018
snapshot_1787566435~perturbed,visibility,cycle+pred250,kinematic,0,20,20,20,1.0,0,61,0.0,524.95,212.25,1762,2027.5128305002,2553.5210820012253,2065.123752450154,3.9648393130545774,45.780540999658115,3478.3333333333258,3478.3333333333258,2088.5787485000037,1.7410348907863966,7401.17012157842,7360.453346015265,58.979591483464596,-167.49989431547368,0.0,9.714838000036252,590.5171177756804,0.9878122260095588
snapshot_1787566435~perturbed,visibility,event,kinematic,0,20,20,20,1.0,0,54,0.0,516.45,39.4,729,382.5651384977391,900.3567890049453,412.8077441492451,0.746573237794319,16.71275099988634,3412.4999999999927,3412.4999999999927,431.91912864995174,10.816655503372683,7401.17012157842,7213.431142220688,59.007966874946646,-149.16189693080858,0.0,9.280865500159052,119.22673768265705,1.007718812579065
snapshot_1787566435~perturbed,visibility,event+pred250,kinematic,0,20,20,20,1.0,0,52,0.1,531.75,36.8,1652,406.6934779982603,627.215089998117,394.9298622009792,0.7591086211076606,28.01168799987863,3561.6666666666592,3561.6666666666592,414.7922406499447,9.263134167669342,7401.17012157842,7352.420019430516,58.96252888586544,-176.1324434107757,0.0,9.185651499819869,111.22182756822346,0.9888579567046749
random,voronoi,once,kinematic,0,200,200,199,0.995,1,82,0.675,3.0,0.0,0,4.054698000118151,8.517014000062773,3.3706768900060524,1.3515660000393837,6.127967999873363,4481.507537688418,4470.199999999976,8.91800791998321,588.0127265349303,13326.580524011995,13005.163444065736,69.19651347675482,-172.53499951765565,0.47,3.9704390001134016,0.594988820165649,0.9417179633513676
random,voronoi,cycle,kinematic,0,200,200,199,0.995,1,50,0.89,412.975,36.465,85,91.07300100163229,522.3495769978399,151.645177489886,0.22266128229381743,16.228309999860357,2722.6130653266287,2720.0833333333285,169.90155404500456,34.0008035055285,13326.580524011995,12349.879832144159,69.42598730036951,-173.61265080046752,0.38,1.8768869997529691,49.079937893983654,0.9831275555338185
random,voronoi,cycle+pred250,kinematic,0,200,200,199,0.995,1,3,0.985,469.9,96.55,551,215.0700309973672,843.5308669991173,303.2256575998008,0.47582518944934993,24.939225000252918,3255.4438860971472,3251.4166666666615,324.7577992899778,20.852172878370702,13481.307963504758,13399.140933607729,69.30198895809622,-87.06473391815915,0.445,4.024038999887125,80.76805511245989,0.9129589742686524
random,voronoi,event,kinematic,0,200,200,199,0.995,1,24,0.89,430.17,2.485,36,20.01921000578477,45.330738998018205,22.803020455189653,0.04862717754233846,6.968450000385928,2946.8174204355055,2943.166666666661,41.1423908699976,73.78469637266892,13326.580524011995,12428.103267081138,69.43472001680401,-173.61265080046752,0.365,0.04469450004762621,7.722733264341011,0.9774123999755266
random,voronoi,event+pred250,kinematic,0,200,200,199,0.995,1,3,0.985,485.89,33.69,393,39.152503497689395,133.3798250025211,51.1416664999183,0.07499326337092724,10.375465999914013,3412.9815745393566,3408.3333333333267,72.15318950499295,56.66930620710449,13481.307963504758,13432.97677862656,69.3571057973477,-67.15883858103737,0.47,0.05568950018641772,15.16847941886677,0.9101007797010565
random,prm,once,kinematic,0,200,200,195,0.975,5,95,0.625,3.0,0.0,0,6.347094499915329,13.833891999638581,5.131031369994616,2.1156981666384427,12.27084099991771,3396.717948717945,3389.0999999999967,9.368704300020454,515.4430924479227,12601.626096269456,12363.807139263623,98.7299118543407,-174.698548945373,0.425,6.173508499841773,1.245798542386653,0.988077272366317
random,prm,cycle,kinematic,0,200,200,195,0.975,5,21,0.895,404.1,31.865,789,162.91055849455915,881.087158002174,255.59717997951793,0.4030600701256982,23.256768000010197,2649.5726495726453,2641.583333333329,275.3619983050021,17.091955577761986,12601.626096269456,12140.893422483436,98.96275180217725,-173.61265080046752,0.34,0.24155949995474657,87.03766984882186,1.003458350271286
random,prm,cycle+pred250,kinematic,0,200,200,192,0.96,9,24,0.895,417.665,39.485,10170,187.96978749810478,875.6980439984545,282.8274605552201,0.4774189569661298,28.0413939999562,2853.645833333328,2830.9999999999945,303.3076104449947,17.26047205736417,12698.825538889603,12693.468872338788,131.26623884336408,-168.36170458679206,0.425,4.851124500191872,89.82511628122248,0.9886769694690642
random,prm,event,kinematic,0,200,200,195,0.975,5,23,0.89,412.695,1.505,508,19.32320549576616,50.307180993058864,21.95439926026438,0.04685018941123542,11.92472100001396,2766.410256410252,2755.4999999999955,39.03961875500954,77.86875288555693,12601.626096269456,12246.796405318624,98.89854673026997,-173.61265080046752,0.36,0.02513399999770627,7.778304198610792,0.9965365974823561
random,prm,event+pred250,kinematic,0,200,200,192,0.96,9,23,0.9,437.77,2.07,7969,21.594561000483736,67.32117499359447,28.582591894758025,0.05204540978805867,31.63300899996102,3142.534722222216,3110.833333333327,47.35833018999756,75.66887197881674,12698.825538889603,12942.15576709624,131.23020189419415,-161.32455345251213,0.41,0.05356800011213636,8.614809622157349,0.9740800784498007
random,visibility,once,kinematic,0,200,200,195,0.975,5,104,0.61,3.0,0.0,0,9.17845299977671,20.462612000301306,7.827302380019319,3.0594843332589035,46.10595199983436,2937.025641025642,2929.200000000001,11.5011775050084,464.51958587774084,11985.235821768003,11807.888882285468,98.7216952416215,-172.53499951765565,0.295,8.937084500075798,2.3083554428836983,1.0298645295363447
random,visibility,cycle,kinematic,0,200,200,195,0.975,5,78,0.71,415.335,52.545,1253,317.2740820011768,1622.8475880011501,519.0024655450679,0.7629755980883903,29.160441999920295,2784.188034188029,2775.3333333333285,538.8336523849784,19.021696597417918,11985.235821768003,11816.196326676625,98.96591643523729,-173.61265080046752,0.325,8.961258999988786,164.26040504012337,1.0291138435615088
random,visibility,cycle+pred250,kinematic,0,200,200,192,0.96,9,78,0.685,431.055,61.335,11752,384.0689894991556,1687.7579390065875,568.580096289586,0.9149741303115193,27.979761000096914,3021.527777777772,2990.749999999994,589.1874900150128,19.047327050928608,11899.843025938091,11877.768316171518,131.25827959166907,-173.73529407338856,0.34,8.59917649995623,166.3817037725986,1.0427399465823186
random,visibility,event,kinematic,0,200,200,195,0.975,5,79,0.695,419.59,7.125,1207,44.97165649854651,275.6252140002289,81.32736792054402,0.10494597447413734,21.516126999813423,2845.1282051281996,2834.7499999999945,98.95862527502004,53.31911857044668,11985.235821768003,11818.17883824862,98.97591491325032,-173.61265080046752,0.345,0.027423499886936042,25.916436828793373,1.028952605187968
random,visibility,event+pred250,kinematic,0,200,200,192,0.96,9,81,0.685,438.6,5.395,9636,35.973345498632625,227.30706100355746,65.74698455513726,0.07816822241542899,36.4005400001588,3153.472222222216,3121.1666666666606,84.59535931498976,59.018840621456185,11899.843025938091,11948.02173905412,131.25874478043224,-173.73529407338856,0.33,0.056275000133609865,18.758598337054043,1.0373969156200225
