policy,planner,prediction_horizon_ms,replan_period_ms,n,collision_free_%,completed_%,near_miss_free_%,replans_mean,planning_ms_median,planning_ms_per_sim_s_median,p95_call_ms_median,runs_with_call_over_budget_%,time_to_goal_s_median,best_collision_free_%
event,voronoi,150.0,20.0,191,73.29842931937172,100.0,48.167539267015705,65.61256544502618,128.66978399961226,26.654680117748548,0.0608939999438007,0.0,4.6199999999999894,73.29842931937172
event,prm,50.0,20.0,146,63.013698630136986,100.0,32.87671232876712,9.027397260273972,84.30240699794922,23.188467803011115,0.0428814998940652,0.684931506849315,3.4000000000000026,63.013698630136986
event,visibility,0.0,20.0,146,41.0958904109589,100.0,16.43835616438356,21.34931506849315,243.63755750300697,77.50950007636328,0.0512425001488736,17.80821917808219,2.960000000000002,41.78082191780822
cycle,voronoi,150.0,20.0,191,83.7696335078534,100.0,67.01570680628272,211.3193717277487,779.6877849900739,198.08303786138455,4.470035999929678,1.5706806282722512,3.820000000000002,83.7696335078534
cycle,prm,50.0,20.0,146,65.75342465753424,100.0,35.61643835616438,90.28082191780823,670.0956094987305,225.62437262734102,6.572065999989718,6.8493150684931505,3.0400000000000023,65.75342465753424
cycle,visibility,50.0,20.0,146,43.83561643835616,100.0,26.027397260273972,114.73972602739725,1141.4203034989896,354.8888252049056,11.138163499936127,32.19178082191781,3.0600000000000023,43.83561643835616
