planner,prediction_horizon_ms,replan_period_ms,n,collision_free_%,completed_%,near_miss_free_%,replans_mean,planning_ms_median,planning_ms_per_sim_s_median,p95_call_ms_median,runs_with_call_over_budget_%,time_to_goal_s_median
prm,0.0,20.0,146,54.109589041095894,100.0,12.32876712328767,7.068493150684931,68.92952300222532,21.80715982689361,0.030336999998326,1.36986301369863,3.0200000000000022
prm,0.0,100.0,146,36.986301369863014,100.0,17.80821917808219,4.0479452054794525,42.35534799954621,13.147756664345483,0.07082449997142246,0.684931506849315,2.9400000000000013
prm,50.0,20.0,146,63.013698630136986,100.0,32.87671232876712,9.027397260273972,84.30240699794922,23.188467803011115,0.0428814998940652,0.684931506849315,3.4000000000000026
prm,50.0,100.0,146,54.794520547945204,100.0,32.87671232876712,5.321917808219178,50.65218549907513,14.12962997015416,0.106363999975656,0.684931506849315,3.4200000000000017
prm,150.0,20.0,146,60.273972602739725,100.0,44.52054794520548,9.424657534246576,96.15242700465387,22.2098135618032,0.06448149997595459,19.17808219178082,4.11
prm,150.0,100.0,146,50.68493150684932,100.0,39.04109589041096,5.315068493150685,49.84906050299287,12.644064035418054,0.09882699987429075,8.904109589041095,3.770000000000002
visibility,0.0,20.0,146,41.0958904109589,100.0,16.43835616438356,21.34931506849315,243.63755750300697,77.50950007636328,0.0512425001488736,17.80821917808219,2.960000000000002
visibility,0.0,100.0,146,35.61643835616438,100.0,17.80821917808219,7.136986301369863,88.15226349861405,29.303000179660543,10.442882999996073,5.47945205479452,2.9700000000000015
visibility,50.0,20.0,146,41.78082191780822,100.0,23.28767123287671,23.116438356164384,251.22134300340804,74.60845631951281,0.05789349984297585,13.013698630136986,3.2200000000000024
visibility,50.0,100.0,146,40.41095890410959,100.0,23.28767123287671,8.794520547945206,109.30036750301042,32.186197781908554,10.549240000045756,2.73972602739726,3.2400000000000015
visibility,150.0,20.0,146,40.41095890410959,100.0,21.232876712328768,18.828767123287673,213.91554799811274,54.61134587707164,0.0612294998063589,4.10958904109589,3.7400000000000024
visibility,150.0,100.0,146,36.3013698630137,100.0,21.91780821917808,8.86986301369863,112.46132000110265,29.648303108862557,9.63979350012778,3.4246575342465753,3.700000000000002
voronoi,0.0,20.0,191,49.73821989528796,100.0,17.801047120418847,10.973821989528796,63.18329099667608,19.491021330625085,0.0527219999639783,0.0,3.3000000000000025
voronoi,0.0,100.0,191,37.696335078534034,100.0,18.32460732984293,6.109947643979058,30.63102699843512,8.919697190546854,0.0625460002083855,0.0,3.2800000000000016
voronoi,50.0,20.0,191,69.10994764397905,100.0,33.50785340314136,21.649214659685864,80.43494399544215,21.939704412816795,0.0542009997843706,0.5235602094240838,3.5800000000000027
voronoi,50.0,100.0,191,57.59162303664922,100.0,36.64921465968586,8.6282722513089,36.176495995277946,9.830757308184095,0.0775519997660012,0.0,3.580000000000002
voronoi,150.0,20.0,191,73.29842931937172,100.0,48.167539267015705,65.61256544502618,128.66978399961226,26.654680117748548,0.0608939999438007,0.0,4.6199999999999894
voronoi,150.0,100.0,191,67.5392670157068,100.0,48.167539267015705,21.041884816753928,56.1059889992066,12.820321761490174,4.302595999888581,0.0,4.419999999999993
