planner,policy,n,completed_%,collision_free_%,collisions_per_run,replans_per_run,planner_calls_per_run,planning_ms_per_run_median,planning_ms_per_run_iqr,max_call_ms_median,runs_with_call_over_16.7ms_%,time_to_goal_s_median,travelled_m_mean,min_clearance_mm_median
Voronoi,Plan once,3,100.0,66.66666666666666,0.3333333333333333,0.0,3.0,14.538007000055586,"14.5 [14.0, 15.9]",4.932592000045588,0.0,5.9799999999999605,15.697289674072337,97.94324804543578
Voronoi,Every cycle,3,100.0,66.66666666666666,0.3333333333333333,121.66666666666667,431.3333333333333,298.2608780009741,"298.3 [279.6, 785.4]",8.942559000047368,0.0,2.2999999999999967,9.701952468500686,1.3711680940215558
Voronoi,Event-triggered,3,100.0,100.0,0.0,1.0,557.3333333333334,34.125565999715946,"34.1 [30.4, 40.9]",4.622498000003361,0.0,2.6833333333333287,11.162847810778583,1.978344129263604
PRM,Plan once,3,100.0,33.33333333333333,0.6666666666666666,0.0,3.0,21.500901999957023,"21.5 [20.5, 25.1]",7.416769999963435,0.0,3.5200000000000027,10.770364388131124,-56.192951325806206
PRM,Every cycle,3,100.0,66.66666666666666,0.3333333333333333,101.66666666666667,422.0,727.4616649991685,"727.5 [659.5, 827.9]",11.422667999909208,0.0,2.466666666666663,9.05485601639221,1.139371793012117
PRM,Event-triggered,3,100.0,100.0,0.0,2.6666666666666665,500.6666666666667,48.72554800033413,"48.7 [45.3, 52.2]",7.006571000033546,0.0,3.4499999999999926,10.294633992775047,2.8744813368030293
Visibility graph,Plan once,3,100.0,0.0,4.0,0.0,3.0,34.58609000006163,"34.6 [28.2, 35.0]",12.038501999995788,0.0,3.7800000000000025,6.506889299894284,-18.849065154575925
Visibility graph,Every cycle,3,100.0,0.0,4.333333333333333,283.0,569.6666666666666,2989.094312000816,"2989.1 [2383.4, 3032.9]",13.869372999920415,0.0,3.799999999999992,6.59118228581034,-36.03397531216211
Visibility graph,Event-triggered,3,100.0,0.0,3.0,44.333333333333336,574.0,427.9766909992304,"428.0 [415.3, 441.0]",11.209539999981644,0.0,3.799999999999992,6.539149093569115,-19.047689556640023
