scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,collision_episodes,obstacle_collision_episodes,robot_collision_episodes,minimum_clearance_mm,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0001,voronoi,event,150.0,20.0,0.0,1,0,0,0,0,102.6690275882044,396.2981472775964,102.6690275882044,0.0
random-s0-0001,voronoi,event,150.0,100.0,0.0,1,0,0,0,0,73.69843008467103,312.074689080831,73.69843008467103,0.0
random-s0-0001,prm,once,0.0,20.0,0.0,1,0,2,2,0,-169.03402356557666,176.78089745289827,-169.03402356557666,1020.0000000000005
random-s0-0001,prm,cycle,0.0,20.0,0.0,1,0,0,0,0,3.22133692763066,92.30451602836756,3.22133692763066,0.0
random-s0-0001,prm,cycle,0.0,100.0,0.0,1,0,2,1,1,-14.863832153832677,-14.863832153832677,-12.173138604152117,60.0
random-s0-0001,prm,cycle,50.0,20.0,0.0,1,0,1,1,0,-77.043712934465,223.4064965943108,-77.043712934465,200.0
random-s0-0001,prm,cycle,50.0,100.0,0.0,1,0,1,1,0,-77.68150799375334,285.5868915940905,-77.68150799375334,200.0
random-s0-0001,prm,cycle,150.0,20.0,0.0,1,0,1,1,0,-119.7580104500042,285.58689159409045,-119.7580104500042,300.0
random-s0-0001,prm,cycle,150.0,100.0,0.0,1,0,1,1,0,-176.42097201176608,107.55767912633088,-176.42097201176608,640.0000000000002
random-s0-0001,prm,event,0.0,20.0,0.0,1,0,1,1,0,-72.58203273813083,30.56982066155589,-72.58203273813083,180.0
random-s0-0001,prm,event,0.0,100.0,0.0,1,0,2,1,1,-88.40558240599202,-26.657423528523708,-88.40558240599202,300.0
random-s0-0001,prm,event,50.0,20.0,0.0,1,0,1,1,0,-159.24529403581957,48.81334980459354,-159.24529403581957,420.0000000000001
random-s0-0001,prm,event,50.0,100.0,0.0,1,0,1,1,0,-159.56382651131162,176.78089745289867,-159.56382651131162,580.0000000000002
random-s0-0001,prm,event,150.0,20.0,0.0,1,0,1,1,0,-103.95497379757728,285.58689159409045,-103.95497379757728,200.0
