scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0109,prm,cycle,150.0,100.0,0.0,1,0,completed,True,0,2240.0000000000005,2240.0000000000005,52.89698700016743,42.3464572754004,16239.164081396048,15639.71154611738,15906.004185475354,59.27885826911355,59.66011204211235,
random-s0-0109,prm,event,0.0,20.0,0.0,1,0,completed,True,0,2280.0000000000014,2280.0000000000014,95.27928099987548,23.929651610227637,16239.164081396048,15812.496314990516,15906.004185475354,58.7864181233089,59.66011204211235,
random-s0-0109,prm,event,0.0,100.0,0.0,1,0,completed,True,0,2340.000000000001,2340.000000000001,37.62736200042127,62.18878697831122,16239.164081396048,15841.37940886502,15906.004185475354,58.92056521744681,59.66011204211235,
random-s0-0109,prm,event,50.0,20.0,0.0,1,0,completed,True,0,2280.0000000000014,2280.0000000000014,104.96051600011924,21.722454184556515,16239.164081396048,16412.98343639319,15906.004185475354,58.837355910625774,59.66011204211235,
random-s0-0109,prm,event,50.0,100.0,0.0,1,0,completed,True,0,2340.000000000001,2340.000000000001,31.478742999752285,74.33587802468526,16239.164081396048,15652.12606624308,15906.004185475354,58.95377417013443,59.66011204211235,
random-s0-0109,prm,event,150.0,20.0,0.0,1,0,completed,True,0,2280.0000000000014,2280.0000000000014,83.31935300020632,27.364590793142085,16239.164081396048,15767.23352310115,15906.004185475354,59.36505265646603,59.87209555668511,
random-s0-0109,prm,event,150.0,100.0,0.0,1,0,completed,True,0,2340.000000000001,2340.000000000001,37.48076600004424,62.43202180012113,16239.164081396048,15685.65346390584,15906.004185475354,58.98385224511036,59.66011204211235,
random-s0-0109,visibility,once,0.0,20.0,0.0,1,0,completed,True,0,3180.0000000000023,3180.0000000000023,30.715957000211347,103.52925028440823,15922.879198116629,15566.296071573946,15906.004185475354,59.13056347549777,59.66011204211235,
random-s0-0109,visibility,cycle,0.0,20.0,0.0,1,0,completed,True,0,2220.0000000000014,2220.0000000000014,363.1258860000344,6.113582329406809,15922.879198116629,15597.239138544146,15906.004185475354,59.21436798437443,59.83648192553035,
random-s0-0109,visibility,cycle,0.0,100.0,0.0,1,0,completed,True,0,2220.0000000000005,2220.0000000000005,83.10331799975756,26.71373482351784,15922.879198116629,15595.553627890708,15906.004185475354,59.0472750766862,59.69547122444583,
random-s0-0109,visibility,cycle,50.0,20.0,0.0,1,0,completed,True,0,2400.000000000002,2400.000000000002,619.8621039998216,3.871828886640072,15924.637610291007,15648.95615945092,15906.004185475354,58.640830670955744,59.66011204211235,
random-s0-0109,visibility,cycle,50.0,100.0,0.0,1,0,completed,True,0,2240.0000000000005,2240.0000000000005,49.18243900010566,45.54471159909716,15924.637610291007,15554.853433539014,15906.004185475354,58.94612011030586,59.66011204211235,
