scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,replan_count,replan_failures,replan_attempts,blocked_ms,blocked_time_pct,any_replan_failure,rebuild_calls,check_calls,planner_calls,planning_time_ms_total,planning_time_ms_initial,planning_time_ms_max_call,planning_time_ms_p95_call,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_blocked,replans_route_finished,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns
random-s0-0001,visibility,cycle,150.0,20.0,0.0,1,0,235,186,421,3720.0,77.17842323651476,True,241,669,910,2437.4828409922884,33.32371400028933,19.74763400039592,10.420357000384683,2399.662422001711,37.82041899057731,0,0,0,235,0,13,45.59977437759579,745.6575404768944,0.799031774112385,1
random-s0-0001,visibility,cycle,150.0,100.0,0.0,1,0,29,20,49,2000.0,65.78947368421049,True,35,130,165,334.3723950029016,34.80907700031821,13.43801099983466,10.150339000119857,326.92990200166605,7.442493001235562,0,0,0,29,0,5,159.03588807843718,743.630679245621,0.3754127368548768,1
random-s0-0001,visibility,event,0.0,20.0,0.0,1,0,44,0,44,0.0,0.0,False,50,683,733,616.5063980038212,25.189172000864342,27.73458000001483,11.303417999897649,596.2318810011311,20.27451700269012,44,0,0,0,0,8,35.48006157961615,220.10233361292,0.1271615201254404,0
random-s0-0001,visibility,event,0.0,100.0,0.0,1,0,6,0,6,0.0,0.0,False,12,139,151,99.56218600382272,24.11677799955214,14.960645999963162,11.116126000160875,97.0436949996838,2.518491004138923,6,0,0,0,0,6,63.52333064387585,115.82106855987084,0.0461565556076626,0
random-s0-0001,visibility,event,50.0,20.0,0.0,1,0,13,70,83,1400.0,28.34008097166002,True,19,858,877,198.1390179871596,24.00333400055388,17.784194000341813,0.052063000111957,179.67066200208137,18.468355985078237,13,0,0,0,0,4,131.14238942679415,514.8157486175479,0.1221307457302333,0
random-s0-0001,visibility,event,50.0,100.0,0.0,1,0,6,14,20,1400.0,29.914529914529997,True,12,164,176,98.3506939955987,25.504325999463617,14.29254899994703,0.0792920000094454,94.68497899933936,3.6657149962593394,6,0,0,0,0,3,146.11501570864718,380.2868814898181,0.0946337645167281,0
random-s0-0001,visibility,event,150.0,20.0,0.0,1,0,26,110,136,2200.0,37.03703703703728,True,32,956,988,318.8396259961337,33.13838000030955,11.245064999911849,0.0618799999756447,296.51811499888936,22.32151099724433,25,1,0,0,0,6,168.5756654644721,668.847485187101,0.374568982284885,0
random-s0-0001,visibility,event,150.0,100.0,0.0,1,0,10,27,37,2700.0,61.085972850678836,True,16,171,187,173.23079100106042,56.32702899993092,31.09212099980141,10.13803000023472,166.97845599992434,6.252335001136089,10,0,0,0,0,4,186.3273549686175,685.9657731916664,0.2111909122125058,1
random-s0-0002,voronoi,once,0.0,20.0,0.0,1,0,0,0,0,0.0,0.0,False,6,0,6,29.64963800059195,29.64963800059195,12.487198000144415,12.487198000144415,29.64963800059195,0.0,0,0,0,0,0,0,0.0,0.0,0.2001186399581175,1
random-s0-0002,voronoi,cycle,0.0,20.0,0.0,1,0,56,3,59,60.0,2.380952380952379,True,62,606,668,289.36961999534105,14.093273000071347,6.327511000108643,4.288960999929259,257.96588599678216,31.40373399855889,0,0,0,56,0,6,92.62582892386456,734.6400172593129,0.6564714698099803,1
random-s0-0002,voronoi,cycle,0.0,100.0,0.0,1,0,9,1,10,100.0,3.8759689922480605,True,15,122,137,58.81141600139017,12.950100999660208,4.344359999777225,4.255884000031074,51.05852799943023,7.7528880019599455,0,0,0,9,0,5,279.92220780230554,695.5387126628303,0.4663575541436829,1
random-s0-0002,voronoi,cycle,50.0,20.0,0.0,1,0,117,0,117,0.0,0.0,False,123,595,718,528.5430670014648,16.70243999978993,6.52933999981542,4.322751000017888,510.65032299948143,17.892744001983374,0,0,0,117,0,9,70.11670201555717,750.0,1.3912009351627708,6
random-s0-0002,voronoi,cycle,50.0,100.0,0.0,1,0,13,1,14,100.0,3.81679389312977,True,19,122,141,80.5197409995344,16.97303000037209,4.448590999800217,4.283687000224745,72.71800200123835,7.801738998296059,0,0,0,13,0,5,173.80903001779487,729.0108066293769,0.3664788914363927,1
random-s0-0002,voronoi,cycle,150.0,20.0,0.0,1,0,139,14,153,280.0,9.790209790209783,True,145,600,745,542.764114997226,16.64743300034388,7.503038000322704,4.421728000124858,463.5779949999233,79.18611999730274,0,0,0,139,0,25,133.60521818938687,750.0,3.4109950754769733,19
random-s0-0002,voronoi,cycle,150.0,100.0,0.0,1,0,19,2,21,200.0,6.249999999999997,True,25,121,146,105.33210100174983,17.08793599937053,4.756340000312775,4.473590000088734,92.85989399950267,12.47220700224716,0,0,0,19,0,7,301.70515860690296,747.2691065680998,0.8534307088847498,3
random-s0-0002,voronoi,event,0.0,20.0,0.0,1,0,3,3,6,60.0,2.380952380952379,True,9,663,672,61.16330499799005,12.614680999831762,5.948683000042365,0.0522280001860053,25.522206999539776,35.64109799845028,3,0,0,0,0,6,634.5565968652035,707.194971531133,0.4466043031367047,3
random-s0-0002,voronoi,event,0.0,100.0,0.0,1,0,6,2,8,200.0,3.8022813688213106,True,12,156,168,51.96194299833223,12.814562000130536,4.39213599975119,4.165326000020286,38.53832700042403,13.4236159979082,6,0,0,0,0,7,482.5024864584564,733.0226973610327,0.814571386400394,6
random-s0-0002,voronoi,event,50.0,20.0,0.0,1,0,7,0,7,0.0,0.0,False,13,698,711,67.55486199972438,17.02138800010289,7.085763999839401,0.0520710000273538,45.386039999812056,22.168821999912325,5,1,0,0,1,9,394.5672531715965,718.541012541726,0.6623481433974278,3
random-s0-0002,voronoi,event,50.0,100.0,0.0,1,0,3,0,3,0.0,0.0,False,9,131,140,36.70719699903202,17.57218900047519,6.310068999937357,4.117555999982869,32.482711000284326,4.224485998747696,3,0,0,0,0,7,573.6292895599639,682.3630369241102,0.5100411559798106,3
