scenario,planner,replan_policy,backend,physics_validation_passes,runs,scenario_count,completed_runs,completion_rate,failed_plans,collision_episodes,collision_free_rate,planner_calls_mean,replans_mean,replan_failures,planning_time_ms_median,planning_time_ms_p95,planning_time_ms_mean,call_time_ms_median,call_time_ms_max,time_to_goal_ms_mean,simulated_duration_ms_mean,wall_time_ms_mean,realtime_factor_mean,planned_path_length_mm_mean,travelled_distance_mm_mean,mean_final_error_mm,minimum_clearance_mm
snapshot_1787566435~perturbed,voronoi,cycle,kinematic,0,20,20,20,1.0,0,1,0.95,385.2,78.35,18,369.78284949958606,588.2150279998086,380.37205509978094,0.9828006835514251,8.312565999972321,2385.83333333333,2385.83333333333,393.3735785000181,6.768925607018431,13226.595981125905,8718.631544496568,58.83007665480311,-0.606538267922133
snapshot_1787566435~perturbed,voronoi,event,kinematic,0,20,20,20,1.0,0,1,0.95,440.55,2.45,0,30.341280499953882,77.52830199910932,37.96363804976295,0.0660508947951336,5.110467999998036,3140.833333333327,3140.833333333327,52.022906899975396,63.99348458388788,13226.595981125905,9020.849975565257,59.06303057978348,-13.508126189714147
snapshot_1787566435~perturbed,prm,once,kinematic,0,20,20,20,1.0,0,11,0.55,3.0,0.0,0,19.821759500018743,22.845405999987634,19.779974350012708,6.607253166672914,8.56020800006263,3510.0000000000027,3510.0000000000027,23.058304999989332,152.83095302932784,10769.258912033323,10125.731724976846,58.687734936647395,-130.08201727388357
snapshot_1787566435~perturbed,prm,cycle,kinematic,0,20,20,20,1.0,0,2,0.9,408.5,109.2,140,761.1155815004054,1325.1808159996017,781.5498783501994,1.8250677617986524,23.208597000007103,2704.9999999999955,2704.9999999999955,797.9660552499865,3.621254177050493,10769.258912033323,8929.49983069118,59.03686996339097,-8.920960874247811
snapshot_1787566435~perturbed,prm,event,kinematic,0,20,20,20,1.0,0,2,0.9,430.85,4.3,80,47.78794349999771,136.09186700250575,57.64479420044495,0.10647466560138459,10.62108899998293,2981.666666666661,2981.666666666661,71.19175899999846,46.29192972897914,10769.258912033323,8999.518257569918,59.05197058199633,-8.920960874247811
snapshot_1787566435~perturbed,visibility,once,kinematic,0,20,20,20,1.0,0,72,0.0,3.0,0.0,0,29.887953499951436,32.3165519999975,29.654464049991702,9.962651166650478,10.852587000044878,3439.0000000000027,3439.0000000000027,32.971076949996814,105.21008933284307,7401.17012157842,7192.999733543898,58.693823147792365,-171.43887504257947
snapshot_1787566435~perturbed,visibility,cycle,kinematic,0,20,20,20,1.0,0,59,0.0,517.0,254.05,763,2494.1608484998596,2925.0093130010555,2471.1459006500777,4.822174068453203,34.070348000000195,3445.833333333326,3445.833333333326,2492.0767568999963,1.4145060874900535,7401.17012157842,7277.148810466754,58.934498908880734,-128.6953202984044
snapshot_1787566435~perturbed,visibility,event,kinematic,0,20,20,20,1.0,0,54,0.0,516.45,39.4,729,396.44800199999963,883.9591790009536,415.7729813497099,0.7667495737435664,17.171673000007104,3412.4999999999927,3412.4999999999927,432.31265100000655,10.88060783577383,7401.17012157842,7213.431142220688,59.007966874946646,-149.16189693080858
random,voronoi,once,kinematic,0,200,200,199,0.995,1,82,0.675,3.0,0.0,0,4.015410500073813,8.54542800004765,3.4137920049954573,1.338470166691271,12.192891000040618,4481.507537688418,4470.199999999976,8.970266684998478,597.1598386945731,13326.580524011995,13005.163444065736,69.19651347675482,-172.53499951765565
random,voronoi,cycle,kinematic,0,200,200,199,0.995,1,50,0.89,412.975,36.465,85,86.22992049902223,512.7191759992229,149.93718737005509,0.21641658867131341,16.511910999952306,2722.6130653266287,2720.0833333333285,166.35972827000103,35.94941915298367,13326.580524011995,12349.879832144159,69.42598730036951,-173.61265080046752
random,voronoi,event,kinematic,0,200,200,199,0.995,1,24,0.89,430.17,2.485,36,19.879541999500816,45.08615300233032,22.54308808014173,0.047350858621815255,15.190413000027547,2946.8174204355055,2943.166666666661,39.04819976000283,78.15244925943365,13326.580524011995,12428.103267081138,69.43472001680401,-173.61265080046752
random,prm,once,kinematic,0,200,200,195,0.975,5,95,0.625,3.0,0.0,0,6.400082999959977,13.80022699993333,5.217403175001323,2.1333609999866594,15.019050999967476,3396.717948717945,3389.0999999999967,9.402535769996234,518.3890541232172,12601.626096269456,12363.807139263623,98.7299118543407,-174.698548945373
random,prm,cycle,kinematic,0,200,200,195,0.975,5,21,0.895,404.1,31.865,789,166.01913549936853,881.5938140006665,254.7448791249917,0.4073493952618149,19.25074299992957,2649.5726495726453,2641.583333333329,272.86180034500205,17.374494360674806,12601.626096269456,12140.893422483436,98.96275180217725,-173.61265080046752
random,prm,event,kinematic,0,200,200,195,0.975,5,23,0.89,412.695,1.505,508,19.301306000556906,54.036943999562936,21.878338284935808,0.04719567278448826,11.892944000010175,2766.410256410252,2755.4999999999955,37.21932531499817,83.10158633698269,12601.626096269456,12246.796405318624,98.89854673026997,-173.61265080046752
random,visibility,once,kinematic,0,200,200,195,0.975,5,104,0.61,3.0,0.0,0,9.27157849997684,20.447517999855336,7.607402045003937,3.0905261666589467,22.84408100001656,2937.025641025642,2929.200000000001,11.261670630003664,468.02344619730275,11985.235821768003,11807.888882285468,98.7216952416215,-172.53499951765565
random,visibility,cycle,kinematic,0,200,200,195,0.975,5,78,0.71,415.335,52.545,1253,311.2024090003729,1649.000697000588,518.5268228500263,0.7614251715194476,44.61461500000041,2784.188034188029,2775.3333333333285,536.5207591900003,19.932011458724194,11985.235821768003,11816.196326676625,98.96591643523729,-173.61265080046752
random,visibility,event,kinematic,0,200,200,195,0.975,5,79,0.695,419.59,7.125,1207,45.118421000154285,276.1184880005203,82.56459412499851,0.10702342040071111,33.87809900004868,2845.1282051281996,2834.7499999999945,98.35179565999967,56.326866738029274,11985.235821768003,11818.17883824862,98.97591491325032,-173.61265080046752
