scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_clearance_mm,planning_time_ms_p95_call,straight_line_mm,replan_period_ms,rebuild_calls,check_calls,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_finished,replans_route_blocked,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated
random-s0-0000,prm,1,0,completed,True,False,6,675,0,,34.57526199957783,0.05122261036974494,2760.000000000002,80.3370129999621,34.355272830486044,138,0,0,0,24813.34037345258,24427.721241084175,58.94275095101707,59.92445176913294,36.74820403456175,20.0,kinematic,False,0,0.0,,,,random,event,3,5,6.144179999921562,6.023678999952153,2760.000000000002,0.0,30.0,0.024408000001585606,24532.51069962512,20.0,9,666,23.496151999950143,11.07910999962769,3,0,0,0,0,4,332.3234982248187,407.5411257752987,0.1545696096615044,0,561.1969706419111,36.74820403456175,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,137,0,,19.958819000180483,0.1456848102202955,2740.000000000001,34.63497100000268,79.11079238379581,137,0,0,0,24813.34037345258,24370.18272416686,58.65546588274534,59.43759059421139,36.74820403456181,20.0,kinematic,False,0,0.0,,,,random,event,2,1,6.267626999942877,6.185019999975339,2740.000000000001,0.0,30.0,0.03398500001594584,24532.51069962512,100.0,8,129,17.736425999942185,2.2223930002382986,2,0,0,0,0,3,342.8090672506085,355.83409714000527,0.13977527464966458,0,619.5256540426228,36.74820403456181,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,706,0,,48.0385369997407,0.06804325354070921,3180.0000000000023,92.29009999995696,34.45656684738108,159,0,0,0,24813.34037345258,25017.19070699756,58.679570076487416,59.58429001001329,36.74820403456175,20.0,kinematic,False,0,0.0,,,,random,event,5,20,6.801593999853139,6.723706999991919,3180.0000000000023,50.0,30.0,0.035476999983075075,24532.51069962512,20.0,11,695,35.01273499983881,13.025801999901887,5,0,0,0,0,5,391.48769616614743,750.0,0.2875695112540638,1,145.8759262897766,36.74820403456175,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,142,0,,36.5720449999003,0.2575496126753542,2960.0000000000014,52.35923399999365,56.532530632521485,148,0,0,0,24813.34037345258,24756.33117668388,58.517904430096024,59.949251512223455,36.74820403456181,20.0,kinematic,False,0,0.0,,,,random,event,5,3,6.066382999961206,5.9874149999927795,2960.0000000000014,50.0,30.0,0.06666199999472155,24532.51069962512,100.0,11,131,34.23215199990182,2.339892999998483,5,0,0,0,0,5,365.1732601473116,750.0,0.28528161020493237,1,296.25220901613403,36.74820403456181,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,749,0,,69.54698399823656,0.09285311615251876,3380.0000000000027,118.84297499995,28.44089017463106,169,0,0,0,24813.34037345258,27088.41703210116,58.713297282569954,59.74405388936648,32.61825345035871,20.0,kinematic,False,0,0.0,,,,random,event,7,76,6.030613999882917,11.940373000015825,3380.0000000000027,150.0,30.0,0.06269900001143469,24532.51069962512,20.0,13,736,53.01254699986657,16.534436998369983,5,0,2,0,0,4,496.4306654298511,750.0,0.48435417146072485,3,622.5821441194147,32.61825345035871,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,142,0,,35.19944999987956,0.2478834507033772,2940.0000000000014,50.572542999987036,58.13431213061117,147,0,0,0,24813.34037345258,25367.66995004972,58.301200337387094,58.81059003403391,91.34681072853402,20.0,kinematic,False,0,0.0,,,,random,event,5,11,6.1873820000073465,6.1068609999779255,2940.0000000000014,150.0,30.0,0.0843660000100499,24532.51069962512,100.0,11,131,32.44003299994347,2.759416999936093,3,0,1,0,1,4,390.3565988399315,676.3696961195567,0.25998366260636163,0,603.421627143335,91.34681072853402,0.0,0,0
random-s0-0000,visibility,1,0,completed,True,False,6,6,0,,12.221345000000383,2.036890833333397,2780.000000000002,21.060913999974673,131.9980699794579,139,0,0,0,24559.54935681105,24204.46514158113,58.45322679217412,58.899738371847505,33.02659860948103,20.0,kinematic,False,0,0.0,,,,random,once,0,0,12.221345000000383,12.137769000048593,2780.000000000002,0.0,30.0,12.137769000048593,24532.51069962512,20.0,6,0,12.221345000000383,0,0,0,0,0,0,0,0.0,0.0,0.010751595107478518,0,680.7020006761659,33.02659860948103,0.0,0,0
random-s0-0000,visibility,1,0,completed,True,False,6,699,0,,975.37065999893,1.395380057223076,2740.000000000002,1018.2541709999668,2.690880212461306,137,0,0,0,24559.54935681105,24209.82939168442,58.59663722112523,59.90228160300528,30.226972325478755,20.0,kinematic,False,0,0.0,,,,random,cycle,86,5,11.550946999932421,34.66115899999522,2740.000000000002,0.0,30.0,10.489726000002975,24532.51069962512,20.0,92,607,940.1853419999497,35.18531799898028,0,0,0,86,0,4,11.857863094695725,217.21221076623542,0.07329014730751884,0,713.1136803063631,30.226972325478755,0.0,0,0
random-s0-0000,visibility,1,0,completed,True,False,6,143,0,,189.02539900000193,1.3218559370629506,2780.000000000001,204.60021700000652,13.587473370079135,139,0,0,0,24559.54935681105,24210.622661111644,58.44831937813003,59.78725784679763,33.02659860948074,20.0,kinematic,False,0,0.0,,,,random,cycle,16,0,10.880905000021812,11.209317999998802,2780.000000000001,0.0,30.0,10.719387000051483,24532.51069962512,100.0,22,121,182.0674330000429,6.957965999959015,0,0,0,16,0,2,25.18890092704624,179.45077011402205,0.0410373689100443,0,712.1171100450847,33.02659860948074,0.0,0,0
random-s0-0000,visibility,1,0,completed,True,False,6,703,0,,1081.6639159998545,1.5386399943098925,2740.000000000002,1125.76217000003,2.4339066216800735,137,0,0,0,24559.54935681105,24258.30183501326,58.790306403500146,59.38376874819544,30.226972325478755,20.0,kinematic,False,0,0.0,,,,random,cycle,99,20,11.366200999930243,15.352628000016466,2740.000000000002,50.0,30.0,10.443754999982957,24532.51069962512,20.0,105,598,1047.2233899997718,34.44052600008263,0,0,0,99,0,4,20.96027103674656,409.91795931945353,0.137716736958316,0,728.6393917496843,30.226972325478755,0.0,0,0
