scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,replan_count,replan_failures,replan_attempts,blocked_robot_ms,blocked_time_pct,any_replan_failure,rebuild_calls,check_calls,planner_calls,planning_time_ms_total,planning_time_ms_initial,planning_time_ms_max_call,planning_time_ms_p95_call,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_blocked,replans_route_finished,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns
random-s0-0000,prm,event,50.0,100.0,30.0,1,0,5,3,8,300.0,1.6891891891891886,True,11,131,142,76.81409988435917,13.103699981002135,12.981000007130206,0.3477999998722225,72.42159999441355,4.392499889945611,5,0,0,0,0,5,365.1732601473116,750.0,0.2852816102049324,1
random-s0-0000,prm,event,100.0,20.0,30.0,1,0,8,13,21,260.0,1.3888888888888877,True,14,718,732,122.70199999329634,11.526400048751384,13.014099997235462,0.0884000037331134,98.37710004649124,24.32489994680509,7,1,0,0,0,5,399.1902994030346,750.0,0.432178858060938,2
random-s0-0000,prm,event,100.0,50.0,30.0,1,0,6,15,21,750.0,4.111842105263161,True,12,268,280,82.84199991612695,12.214699992910028,12.100399995688347,0.1844000071287155,72.92980002239347,9.912199893733488,6,0,0,0,0,4,357.93363949024973,750.0,0.4436266159776147,3
random-s0-0000,prm,event,100.0,100.0,30.0,1,0,5,7,12,700.0,2.688172043010756,True,11,144,155,65.03279993194155,10.794499976327645,10.676899983081968,0.1441999920643866,60.676599969156086,4.356199962785468,4,0,0,0,1,4,386.3749291861202,750.0,0.3054574746808171,2
random-s0-0000,visibility,once,0.0,20.0,30.0,1,0,0,0,0,0.0,0.0,False,6,0,6,15.044500003568828,15.044500003568828,14.913099992554637,14.913099992554637,15.044500003568828,0.0,0,0,0,0,0,0,0.0,0.0,0.0107515951074785,0
random-s0-0000,visibility,cycle,0.0,20.0,30.0,1,0,86,5,91,100.0,0.6082725060827247,True,92,607,699,1371.0426001052838,15.77019999967888,17.325299995718524,15.07819999824278,1312.013500079047,59.02910002623685,0,0,0,86,0,4,11.857863094695723,217.21221076623544,0.0732901473075188,0
random-s0-0000,visibility,cycle,0.0,50.0,30.0,1,0,34,2,36,100.0,0.6016847172081833,True,40,243,283,636.4177003852092,16.66940003633499,23.49940000567585,17.359499994199723,611.0792999679688,25.338400417240337,0,0,0,34,0,3,18.670207438350992,202.3996842841344,0.0582321945218849,0
random-s0-0000,visibility,cycle,0.0,100.0,30.0,1,0,16,0,16,0.0,0.0,False,22,121,143,317.2130002058111,22.086700017098337,21.62130002398044,18.093899998348206,305.51800000830553,11.695000197505578,0,0,0,16,0,2,25.18890092704624,179.45077011402205,0.0410373689100443,0
random-s0-0000,visibility,cycle,50.0,20.0,30.0,1,0,99,20,119,400.0,2.4330900243308986,True,105,598,703,1770.6961004587356,16.108599986182526,23.16250000149012,17.1418999962043,1705.180000019027,65.51610043970868,0,0,0,99,0,4,20.96027103674656,409.91795931945353,0.137716736958316,0
random-s0-0000,visibility,cycle,50.0,50.0,30.0,1,0,39,8,47,400.0,2.406738868832733,True,45,239,284,685.9091999940574,17.999499978031963,19.45579997845925,16.78520001587458,662.808200053405,23.1009999406524,0,0,0,39,0,3,44.25412976759435,373.0747332553824,0.1258283373470967,0
random-s0-0000,visibility,cycle,50.0,100.0,30.0,1,0,19,4,23,400.0,2.398081534772181,True,25,119,144,357.0997999922838,18.836099945474416,20.700199995189905,17.11249997606501,345.0736999802757,12.0261000120081,0,0,0,19,0,3,81.91234485254074,392.2465551087242,0.1126642453609243,0
random-s0-0000,visibility,cycle,100.0,20.0,30.0,1,0,64,49,113,980.0,5.917874396135262,True,70,614,684,1172.4116000114009,17.27530002244748,57.23579999175854,15.989999985322356,1104.4186999788508,67.9929000325501,0,0,0,64,0,4,46.03096897698583,559.5171992823956,0.1991574944345613,0
