scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,backend,physics_validation_passes,runs,scenario_count,completed_runs,completion_rate,failed_plans,collision_episodes,collision_free_rate,planner_calls_mean,replans_mean,replan_failures,planning_time_ms_median,planning_time_ms_p95,planning_time_ms_mean,call_time_ms_median,call_time_ms_max,time_to_goal_ms_mean,simulated_duration_ms_mean,wall_time_ms_mean,realtime_factor_mean,planned_path_length_mm_mean,travelled_distance_mm_mean,mean_final_error_mm,minimum_clearance_mm,near_miss_free_rate,call_time_ms_p95_median,planning_ms_per_sim_s_mean,collision_probability,collision_probability_ci95,contact_time_ms_mean,rebuild_share_of_planning_time,check_call_ms_mean,rebuild_call_ms_mean,replans_active_blocked_mean,replans_route_finished_mean,replans_route_blocked_mean,direct_path_switches_mean,path_shift_mm_mean,heading_change_rad_per_m_mean,sharp_turns_mean,path_efficiency_mean
random,prm,event,0.0,20.0,kinematic,0,200,200,181,0.905,19,128,0.555,693.765,6.975,2680,66.8123195030148,134.41651700668444,72.79481861037084,0.09297142424691682,19.982867000180704,3123.425414364642,3132.5000000000005,142.68229554499385,23.148192895462433,25156.48849039393,24904.26527856658,125.8903191761072,-172.85732940191176,0.145,0.03177899998263456,23.014009955872833,0.44499999999999995,0.378-0.514,163.00000000000003,0.8221195434984548,0.019017566204806886,4.646431913432523,6.96,0.0,0.005,6.58,367.1140939821635,0.5321111098142604,2.93,0.978434649214766
random,prm,event,0.0,100.0,kinematic,0,200,200,181,0.905,19,209,0.385,140.415,3.985,834,40.57783149892202,75.48910800369413,41.67431394994537,0.28212471936112454,18.410154999855877,3131.049723756906,3122.1,71.17001534499195,47.149821826636405,25156.48849039393,24810.294694161108,125.89345668782505,-176.91467890216379,0.18,0.07082449997142248,13.222625596520928,0.615,0.546-0.680,227.40000000000003,0.9374328512496646,0.019976579199191033,3.950138619815062,3.91,0.0,0.045,4.58,372.6193217029285,0.3319160214388234,1.735,0.9823121847398296
random,prm,event+pred50,50.0,20.0,kinematic,0,200,200,181,0.905,19,97,0.65,738.655,8.525,4673,79.255087997808,155.2401610074412,83.53421463977611,0.10564996001369131,26.511154999752762,3583.5359116022073,3571.5999999999976,159.58791220000194,23.321115170417816,25438.479940565947,26276.612197130817,125.89788922930252,-177.92842296452812,0.35,0.0431539999681263,23.3809472963922,0.35,0.287-0.418,139.59999999999982,0.8271167100565573,0.019940860712853305,4.78811814206583,8.255,0.0,0.14,7.23,408.10207242823196,0.6407215442346568,4.04,0.9332434637688612
random,prm,event+pred50,50.0,100.0,kinematic,0,200,200,181,0.905,19,130,0.555,148.705,5.2,1151,48.77684200232579,89.04378700026427,50.16381895008635,0.3232872722155325,22.873894999975164,3495.0276243093904,3507.0999999999976,82.94577577999462,45.29753896445548,25438.479940565947,26180.041491036984,125.88778690030864,-177.9284229645285,0.33,0.10064000002785178,14.152436848072785,0.44499999999999995,0.378-0.514,165.50000000000003,0.9418262371927566,0.021207980415027805,4.25444402025921,4.975,0.0,0.12,4.865,423.9715409948323,0.44340279015553513,2.92,0.9361249953942762
random,prm,event+pred150,150.0,20.0,kinematic,0,200,200,146,0.73,57,122,0.585,760.235,8.435,13126,84.73069650449361,172.08187999995062,90.67102052027167,0.10791732716000366,33.34783900027105,4194.657534246566,4077.0999999999917,172.03908086999036,24.92977831304713,25382.321427394603,27010.348700435992,235.6826853370168,-176.91467890216325,0.435,0.0636314998700982,22.453177237705507,0.41500000000000004,0.349-0.484,177.29999999999941,0.768957714768748,0.028078355395502273,4.927362596114372,7.63,0.0,0.42,6.465,411.1758160519705,0.5953449031932364,4.185,0.9204017405488569
random,prm,event+pred150,150.0,100.0,kinematic,0,200,200,146,0.73,57,156,0.485,153.26,4.995,2792,48.18780349955887,92.92849399980696,49.98624311537924,0.3108203672937744,28.900243999942177,4061.9178082191693,3959.6999999999925,86.106776645006,48.49125953532344,25382.321427394603,27122.933569541496,235.67554848641132,-177.34307885109808,0.38,0.09920999991663848,12.66460031556784,0.515,0.446-0.583,210.80000000000004,0.9106237558184711,0.031340460683250825,4.25010835153892,4.51,0.0,0.25,4.375,444.40128318486626,0.429566768239377,3.15,0.9188973066713898
random,visibility,once,0.0,20.0,kinematic,0,200,200,181,0.905,19,441,0.145,6.0,0.0,0,21.801727500132984,36.95317799974873,19.64592576500081,3.633621250022164,33.34046700001636,3476.3535911602216,3446.700000000001,41.29385078000723,91.62056084848072,23833.15170086312,23480.723886905,125.880518560097,-177.1092750116747,0.1,12.010070500082293,5.514943938549145,0.855,0.800-0.897,379.70000000000016,0.9996129777698024,0.08003589477754615,3.3257108137166713,0.0,0.0,0.0,0.0,0.0,0.013357605039267844,0.0,1.0342331549833652
random,visibility,cycle,0.0,20.0,kinematic,0,200,200,181,0.905,19,210,0.385,690.975,89.0,4510,862.2292394989017,2686.7414339926654,1084.1664717444269,1.2670506766297207,39.363917999708065,3161.546961325966,3150.9999999999995,1153.1256116050054,4.375699806698357,23833.15170086312,23524.415213650856,125.9180274279659,-176.11309355755066,0.17,11.515884000118604,315.2612801733639,0.615,0.546-0.680,266.2,0.9667288440893184,0.06051549602318929,11.04362257025325,0.0,0.0,0.0,4.35,22.152076442846152,0.1933180827337518,0.145,1.0323689738932973
random,visibility,cycle,0.0,100.0,kinematic,0,200,200,181,0.905,19,248,0.325,140.215,16.225,973,173.67438100109212,546.2113559951831,214.98469689477358,1.2912696983812748,29.243606999898475,3156.132596685082,3147.699999999999,244.28773676499077,18.993605407493497,23833.15170086312,23516.723118807804,125.87106820260513,-179.84787525550792,0.185,11.58771750010601,62.815870705069386,0.675,0.607-0.736,287.00000000000006,0.9669477044531793,0.0601747702062894,9.39353633777514,0.0,0.0,0.0,3.755,45.61586290184309,0.11688500181043779,0.035,1.0326921198936645
random,visibility,cycle+pred50,50.0,20.0,kinematic,0,200,200,181,0.905,19,183,0.435,707.455,112.745,8317,1082.9914745102087,2874.615159994846,1297.432029279571,1.56460769770274,66.3154079998094,3268.287292817679,3274.6999999999994,1369.120681660013,3.477236750747506,23840.328454831702,23590.97871423571,125.89464984542582,-176.27566077788504,0.265,11.087967000321441,369.17726380518764,0.565,0.496-0.632,245.39999999999992,0.9729480926339377,0.05960888761106532,10.639140482172253,0.0,0.0,0.0,4.565,29.35294987458759,0.29301974229676797,0.355,1.0295772249944526
