scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_time_ms_p95_call,straight_line_mm,replan_period_ms,rebuild_calls,check_calls,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_finished,replans_route_blocked,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0000,prm,1,0,completed,True,False,6,139,0,,118.13968000069508,0.849925755400684,2860.0000000000014,162.97719500016683,17.548467440472724,143,0,0,0,24813.34037345258,24868.330760135075,58.87206664326933,59.77009289037799,176.58311079507132,20.0,kinematic,False,0,0.0,,,,random,cycle,10,7,7.741304999854037,11.434276000272803,2860.0000000000014,50.0,6.649165999988327,24532.51069962512,100.0,16,123,78.39733299988438,39.742347000810696,0,0,0,10,0,4,258.49780203903424,750.0,0.32817312578505875,1,380.28028209734236,176.58311079507132,0.0
random-s0-0000,prm,1,0,completed,True,False,6,689,0,,335.4539459978696,0.4868707489083739,2880.0000000000023,403.378617999806,7.139694251224261,144,0,0,0,24813.34037345258,25646.574926809604,58.66444807052944,59.48939366067461,155.11236734956083,20.0,kinematic,False,0,0.0,,,,random,cycle,37,142,11.262808000083169,14.744320999852789,2880.0000000000023,150.0,5.1093510001010145,24532.51069962512,20.0,43,646,254.9283469998045,80.5255989980651,0,0,0,37,0,4,125.68386615602307,750.0000000000001,0.48082968026052497,3,540.1227402250136,155.11236734956083,0.0
random-s0-0000,prm,1,0,completed,True,False,6,142,0,,82.81964800016794,0.5832369577476616,2900.0000000000014,109.91999100042449,26.382826031970854,145,0,0,0,24813.34037345258,25859.320763172458,58.72954305012777,59.87367720802764,190.60890064701306,20.0,kinematic,False,0,0.0,,,,random,cycle,8,21,7.243245000609022,15.007184000296547,2900.0000000000014,150.0,5.306472000029316,24532.51069962512,100.0,14,128,67.05491400134633,15.764733998821612,0,0,0,8,0,4,593.4920689088444,733.7537678686563,0.541439463535088,2,658.0934532424193,190.60890064701306,0.0
random-s0-0000,prm,1,0,completed,True,False,6,667,0,,39.29485799608301,0.0589128305788351,2740.000000000002,105.09057500030394,26.072747246763825,137,0,0,0,24813.34037345258,24367.617204821494,58.637281252016436,59.334044137784645,110.77916443909396,20.0,kinematic,False,0,0.0,,,,random,event,3,23,7.030816999304079,7.051465000131429,2740.000000000002,0.0,0.04166099961366854,24532.51069962512,20.0,9,658,27.111290999528137,12.183566996554873,3,0,0,0,0,4,341.3017596011215,407.5411257752987,0.15778838037783208,0,547.7889403458196,110.77916443909396,0.0
random-s0-0000,prm,1,0,completed,True,False,6,136,0,,22.547307999047916,0.1657890294047641,2740.000000000001,48.3442719996674,56.676828229388825,137,0,0,0,24813.34037345258,24309.012501835947,58.673871239832074,59.43759059421139,137.77480367313092,20.0,kinematic,False,0,0.0,,,,random,event,2,5,7.083234999299748,7.00229699987176,2740.000000000001,0.0,0.06334199997581891,24532.51069962512,100.0,8,128,19.949491998886515,2.5978160001614015,2,0,0,0,0,3,342.8090672506085,355.83409714000527,0.13368763859365096,0,549.9300832801114,137.77480367313092,0.0
random-s0-0000,prm,1,0,completed,True,False,6,675,0,,65.57858499445501,0.09715345925104446,2880.0000000000023,133.24786799967114,21.613854264498325,144,0,0,0,24813.34037345258,24850.814724049596,58.196707694319194,59.156847459566755,49.94840659903517,20.0,kinematic,False,0,0.0,,,,random,event,7,30,6.871354000395513,6.786714000099892,2880.0000000000023,50.0,0.06161500004964182,24532.51069962512,20.0,13,662,51.57872400059205,13.999860993862967,7,0,0,0,0,8,337.2477672320337,634.3162084988661,0.36979115195938905,0,291.13361087938597,49.94840659903517,0.0
random-s0-0000,prm,1,0,completed,True,False,6,139,0,,35.06302999721811,0.2522520143684756,2860.0000000000014,62.013447000026645,46.11902963560101,143,0,0,0,24813.34037345258,24657.56291367153,58.901926413576895,59.949251512223455,176.58311079507132,20.0,kinematic,False,0,0.0,,,,random,event,4,8,7.026021999990917,6.940878000023076,2860.0000000000014,50.0,0.08461200013698544,24532.51069962512,100.0,10,129,32.437378000395256,2.625651996822853,4,0,0,0,0,4,420.0947821268063,750.0,0.23970648974562456,1,380.28028209734236,176.58311079507132,0.0
random-s0-0000,prm,1,0,completed,True,False,6,773,0,,120.88592200507264,0.15638541009711857,3020.0000000000023,196.22808500025712,15.390253642826128,151,0,0,0,24813.34037345258,28569.321439141793,58.97426351343929,59.947041710862976,120.35664659555516,20.0,kinematic,False,0,0.0,,,,random,event,6,69,6.550636999691051,29.113966000295477,3020.0000000000023,150.0,0.06864299984954414,24532.51069962512,20.0,12,761,45.66376200000377,75.22216000506887,5,0,1,0,0,4,460.78846322440336,688.6878125020997,0.4281294224438167,3,622.5821441194147,120.35664659555516,0.0
random-s0-0000,prm,1,0,completed,True,False,6,151,0,,40.7031940003435,0.26955757616121523,3080.0000000000014,122.66232000001764,25.10958540487053,154,0,0,0,24813.34037345258,27080.810827408983,58.038212616617194,58.81059003403391,109.6219851885682,20.0,kinematic,False,0,0.0,,,,random,event,4,15,6.889929999942979,8.139864999975543,3080.0000000000014,150.0,0.09928700001182733,24532.51069962512,100.0,10,141,28.927238000051148,11.775956000292354,4,0,0,0,0,4,595.199387165045,676.3696961195567,0.44079043545171465,2,658.0934532424193,109.6219851885682,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,6,0,,20.439194000118732,3.406532333353122,2780.000000000002,53.23942999984865,52.21693770966189,139,0,0,0,24550.53949539801,24196.928189238286,58.45052220213396,58.899738371847505,82.76418901321057,20.0,kinematic,False,0,0.0,,,,random,once,0,0,20.439194000118732,20.340723000117578,2780.000000000002,0.0,20.340723000117578,24532.51069962512,20.0,6,0,20.439194000118732,0,0,0,0,0,0,0,0.0,0.0,0.008790217004204317,0,680.7020006761659,82.76418901321057,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,664,0,,502.0211279934301,0.7560559156527562,2600.000000000002,570.1747569996769,4.560005451103257,130,0,0,0,24550.53949539801,24190.406955259958,58.756257282833985,59.89988022309564,145.40148061158112,20.0,kinematic,False,0,0.0,,,,random,cycle,38,23,16.33327199897394,18.49925800024721,2600.000000000002,0.0,11.16664800019862,24532.51069962512,20.0,44,620,456.093980001242,45.92714799218811,0,0,0,38,0,4,32.011919889377225,219.87117610426276,0.07525863404064081,0,710.5196920695024,145.40148061158112,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,136,0,,105.58767799875568,0.7763799852849682,2620.000000000001,130.46723700017537,20.081670005753853,131,0,0,0,24550.53949539801,24192.52731731298,58.64318353500361,59.84484216890963,122.89787332554096,20.0,kinematic,False,0,0.0,,,,random,cycle,7,4,12.102782000056322,14.987893999659718,2620.000000000001,0.0,11.131744000067556,24532.51069962512,100.0,13,123,96.5814639994278,9.006213999327883,0,0,0,7,0,3,86.06295228110483,200.35096611872407,0.04677839248853562,0,713.3712403759331,122.89787332554096,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,668,0,,756.4753029982967,1.1324480583806837,2640.000000000002,817.2568290001436,3.2303186786825098,132,0,0,0,24570.92786503052,24231.75161610378,58.88497683123819,59.78170896695205,154.49492617626788,20.0,kinematic,False,0,0.0,,,,random,cycle,63,37,11.83715899969684,34.380028000214224,2640.000000000002,50.0,10.827300000073592,24532.51069962512,20.0,69,599,720.8211199990728,35.65418299922385,0,0,0,63,0,5,37.983852662425974,380.7606328897418,0.14457365004632922,0,728.640915142317,154.49492617626788,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,136,0,,138.13442999935432,1.0156943382305466,2660.000000000001,163.33812900029443,16.28523613121102,133,0,0,0,24570.92786503052,24235.93399394984,59.03612111244345,59.77391874701072,140.36823858324624,20.0,kinematic,False,0,0.0,,,,random,cycle,11,7,11.77160599945637,12.063273999956436,2660.000000000001,50.0,10.873321999952168,24532.51069962512,100.0,17,119,131.3355329998558,6.798896999498538,0,0,0,11,0,4,141.10217444155714,362.98223454211984,0.11157134912243873,0,720.1316919304683,140.36823858324624,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,698,0,,343.3609969979443,0.491921199137456,2800.000000000002,404.9431309999818,6.914551169408841,140,0,0,0,24589.467139850047,24540.80604760414,58.6786093086327,59.845908271673935,5.754175365322084,20.0,kinematic,False,0,0.0,,,,random,cycle,31,145,11.338912000610435,13.72218200003772,2800.000000000002,150.0,0.13494900031219004,24532.51069962512,20.0,37,661,302.6148959988859,40.7461009990584,0,0,0,31,0,5,80.87771896571643,482.65919808905915,0.22471812347266718,0,839.3265117084607,5.754175365322084,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,143,0,,65.85410000070624,0.46051818182312054,2880.0000000000014,92.3899680001341,31.172215580763282,144,0,0,0,24589.467139850047,24610.102990962994,58.32377724801464,59.3404810479732,3.661239837814861,20.0,kinematic,False,0,0.0,,,,random,cycle,5,27,11.347017000389314,11.054613999931462,2880.0000000000014,150.0,0.11325800005579367,24532.51069962512,100.0,11,132,58.30008400107545,7.554015999630792,0,0,0,5,0,4,345.26944756546084,482.65919808905915,0.20013680688340155,0,839.1119219820208,3.661239837814861,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,667,0,,128.7996609989932,0.19310294002847556,2680.000000000002,192.36657000010382,13.931734604399066,134,0,0,0,24550.53949539801,24192.52280531748,58.75919448941931,59.90351329607159,145.89547205241712,20.0,kinematic,False,0,0.0,,,,random,event,9,22,11.843180999676406,13.468189999912283,2680.000000000002,0.0,0.042752000354084885,24532.51069962512,20.0,15,652,116.959501999645,11.840158999348205,9,0,0,0,0,4,71.41976847171857,213.0309029515141,0.05664760944269704,0,728.5001353937772,145.89547205241712,0.0
random-s0-0000,visibility,1,0,completed,True,False,6,136,0,,61.387355000988464,0.4513776103013858,2680.000000000001,87.17115999979796,30.744113076001423,134,0,0,0,24550.53949539801,24193.42894091214,58.61606570477386,59.75384479979304,127.98905732265041,20.0,kinematic,False,0,0.0,,,,random,event,4,4,11.989786000413005,12.211472000217327,2680.000000000001,0.0,0.05867000027137692,24532.51069962512,100.0,10,126,59.04333100079384,2.344024000194622,4,0,0,0,0,3,85.26199890494041,200.35096611872407,0.03663354068865904,0,735.8699354895539,127.98905732265041,0.0
