scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_clearance_mm,planning_time_ms_p95_call,straight_line_mm,replan_period_ms,rebuild_calls,check_calls,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_finished,replans_route_blocked,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0029,voronoi,1,0,completed,True,False,3,361,0,,20.080391999613312,0.05562435456956596,3020.0000000000023,56.695423999997274,53.26708554115668,151,0,0,0,11373.470327853658,12206.274454265833,58.95600782219418,59.6108177378338,4.788754854859263,20.0,kinematic,False,0,0.0,,,,random,event,3,2,0.07468899997320477,3.4388810000223202,3020.0000000000023,0.0,20.0,0.03672400004006704,11373.470327853658,20.0,6,355,10.265510000010636,9.814881999602676,3,0,0,0,0,2,387.167478607703,609.2841666929148,0.6331225213290501,2,4.788754854859263,298.98147276809306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,4.927575000294837,0.024154779413209985,2340.000000000002,25.54040399996893,91.61953742011475,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,event,0,0,0.08712900000773516,0.05331299996669259,,0.0,40.0,0.028453000027184316,11373.470327853658,20.0,2,202,0.04877300000316609,4.878802000291671,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,5.01665000012963,0.024591421569262892,2340.000000000002,26.10665299999937,89.63232475645417,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,event,0,0,0.08879900008196273,0.05210200004057697,,0.0,60.0,0.028079999992769444,11373.470327853658,20.0,2,202,0.04852300003221899,4.968127000097411,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,4.973106999955235,0.02437797548997664,2340.000000000002,26.018313000008675,89.93665346401289,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,event,0,0,0.0967410000498603,0.04748600002812964,,0.0,90.0,0.02861900003381379,11373.470327853658,20.0,2,202,0.053210000032777316,4.919896999922457,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,completed,True,False,3,549,0,,28.66710699959185,0.052216952640422316,6919.99999999994,92.95026400002371,74.44841684363774,346,0,1,1,12172.794090588692,14026.785879398267,58.10951117026767,58.13574957849855,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,event,30,0,3.18404800003691,3.6030410000194024,6919.99999999994,100.0,0.0,0.040764999994280515,11373.470327853658,20.0,33,516,14.260962000264499,14.406144999327353,30,0,0,0,0,3,54.886393823810636,630.2804750870087,0.9221883625903229,3,162.30894157997204,-110.55503619332484,360.00000000000006
random-s0-0029,voronoi,1,0,completed,True,False,3,550,0,,25.864969000167548,0.047027216363941,6939.99999999994,92.00683900002105,75.42917543334309,347,0,1,1,12172.794090588692,14046.372204065701,58.324877404414416,58.75489136061815,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,event,28,1,3.1819760000075803,3.600333999997929,6939.99999999994,100.0,20.0,0.04263900001433285,11373.470327853658,20.0,31,519,11.0501240000076,14.814845000159949,28,0,0,0,0,2,35.84116167248752,621.1976952936653,0.7619421420228905,3,156.1546499470487,-110.55503619332484,360.00000000000006
random-s0-0029,voronoi,1,0,completed,True,False,3,555,0,,25.54795900039153,0.04603235855926402,7039.999999999938,89.39080499999363,78.75530374740936,352,0,2,2,12172.794090588692,14118.390406316277,58.59520672042273,59.56587930864309,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,event,38,2,3.2740429999762455,3.4139800000048126,7039.999999999938,100.0,40.0,0.039363000041703344,11373.470327853658,20.0,41,514,11.376858999881279,14.17110000051025,38,0,0,0,0,2,32.25154936664691,621.1976952936653,0.7564415195190574,3,208.9909551848886,-110.55503619332484,619.9999999999945
random-s0-0029,voronoi,1,0,completed,True,False,3,514,0,,25.289182000335586,0.04920074319131437,6219.999999999955,87.3379050000267,71.2176459922877,311,0,1,1,12172.794090588692,13550.262982139491,58.35827199242741,58.85507512465715,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,event,2,7,3.2206159999645934,3.782870999998522,6219.999999999955,100.0,60.0,0.0443819999986772,11373.470327853658,20.0,5,509,10.5323299999327,14.756852000402887,2,0,0,0,0,1,332.861792746103,621.1976952936653,0.3357842373852257,1,159.27559845462162,-110.55503619332484,360.00000000000006
random-s0-0029,voronoi,1,0,completed,True,False,3,516,0,,28.520042000195645,0.055271399225185355,6259.9999999999545,96.77726199998915,64.68461569000223,313,0,1,1,12172.794090588692,13610.754048455503,58.20978448623381,58.40961260607631,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,event,2,14,3.9580810000643396,3.9030419999903643,6259.9999999999545,100.0,90.0,0.05453599999327707,11373.470327853658,20.0,5,511,11.6722390000632,16.847803000132444,2,0,0,0,0,1,332.861792746103,621.1976952936653,0.33734046956525043,1,191.16807348454506,-110.55503619332484,360.00000000000006
random-s0-0029,voronoi,1,0,completed,True,False,3,357,0,,218.8986580001142,0.613161507003121,3020.0000000000023,256.5547419999916,11.771366907730362,151,0,0,0,11373.470327853658,12024.63148195745,58.29444185627458,58.50542444356034,98.50518291355189,20.0,kinematic,False,0,0.0,,,,random,cycle,56,2,0.08268799996358212,4.089066000005914,3020.0000000000023,0.0,0.0,3.7333149999767556,11373.470327853658,20.0,59,298,204.57482500006563,14.32383300004858,0,0,0,56,0,2,34.88437296852579,609.2841666929148,0.7199458547730742,2,98.50518291355189,298.98147276809306,0.0
random-s0-0029,voronoi,1,0,completed,True,False,3,359,0,,205.43545400033736,0.5722436044577642,3060.0000000000023,242.0874549999894,12.640060179905383,153,0,0,0,11373.470327853658,12041.499689111122,58.66100653539967,59.60294519116524,101.65474107130478,20.0,kinematic,False,0,0.0,,,,random,cycle,58,3,0.07883399996444496,4.076339999983247,3060.0000000000023,0.0,20.0,3.5089280000306644,11373.470327853658,20.0,61,298,197.50918300024978,7.926271000087581,0,0,0,58,0,2,37.20314652318286,609.2841666929148,0.7173422039101535,2,101.65474107130478,298.98147276809306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,5.008018999831165,0.024549112744270418,2340.000000000002,25.580618999981652,91.47550338800168,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,cycle,0,0,0.0964960000260362,0.04502299998421222,,0.0,40.0,0.029687999983707414,11373.470327853658,20.0,2,202,0.05147300004182398,4.956545999789341,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,5.178638999723262,0.02538548529276109,2340.000000000002,25.61195300000918,91.36359105450346,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,cycle,0,0,0.08586300003798897,0.05196000000751155,,0.0,60.0,0.03598600000032093,11373.470327853658,20.0,2,202,0.04588600000943188,5.13275299971383,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,planning_failed,False,False,3,204,1,B1,5.025439999599257,0.024634509801957142,2340.000000000002,25.172858000019005,92.95726373216085,117,0,0,0,6930.088255602837,6813.868514750213,1519.867271034482,4443.382072250821,0.5551265241410306,20.0,kinematic,False,0,0.0,,,,random,cycle,0,0,0.10635400002456663,0.04516100000273582,,0.0,90.0,0.035465999985717644,11373.470327853658,20.0,2,202,0.06119300002183081,4.964246999577426,0,0,0,0,0,0,0.0,0.0,2.6532463451356747e-13,0,918.3127292654915,0.5551265241410306,0.0
random-s0-0029,voronoi,1,0,completed,True,False,3,388,0,,385.33563300023843,0.9931330747428826,3660.0000000000027,428.4198639999772,8.543021245159158,183,0,1,1,12172.794090588692,12454.373372363989,59.17741660977512,59.792345415015646,-115.64358684717774,20.0,kinematic,False,0,0.0,,,,random,cycle,104,2,3.217736999999943,5.223290999992969,3660.0000000000027,100.0,0.0,3.783126000030279,11373.470327853658,20.0,107,281,371.1332500000708,14.202383000167629,0,0,0,104,0,3,12.35912990490854,348.67276116933004,0.648646598151711,2,7.710195723565818,-115.64358684717774,160.0
random-s0-0029,voronoi,1,0,completed,True,False,3,394,0,,357.12946499972986,0.9064199619282484,3720.0000000000027,397.9094820000455,9.348859899748701,186,0,1,1,12172.794090588692,12561.361413799674,58.832149087783584,59.40437889640795,-118.81927175457346,20.0,kinematic,False,0,0.0,,,,random,cycle,106,7,3.349233999927037,6.485363000024336,3720.0000000000027,100.0,20.0,3.2885339999779717,11373.470327853658,20.0,109,285,349.64138599991657,7.488078999813297,0,0,0,106,0,3,23.364230906622048,560.1416514566874,1.1516033940007344,4,30.86935238731769,-118.81927175457346,219.99999999999997
random-s0-0029,voronoi,1,0,completed,True,False,3,393,0,,272.8639030000295,0.6943101857507111,3180.0000000000023,311.05434199997717,10.223294037799464,159,0,0,0,12172.794090588692,12273.043156182257,59.456794933535065,59.90691661644464,199.28200091660153,20.0,kinematic,False,0,0.0,,,,random,cycle,96,20,3.190493999966293,3.549367000005077,3180.0000000000023,100.0,40.0,3.209061000006841,11373.470327853658,20.0,99,294,265.27705700004844,7.586845999981051,0,0,0,96,0,3,19.434771996337687,542.0196740500901,1.3240620036337596,5,199.28200091660153,298.98147276809306,0.0
random-s0-0029,voronoi,1,0,completed,True,False,3,412,0,,285.15752699962604,0.692129919902005,3280.0000000000023,324.2922770000405,10.114332756680458,164,0,0,0,12172.794090588692,12400.077421970384,59.2250311344552,59.95776852372836,209.10181484520598,20.0,kinematic,False,0,0.0,,,,random,cycle,101,28,3.256233999934466,3.9177219999828594,3280.0000000000023,100.0,60.0,3.240592999986802,11373.470327853658,20.0,104,308,277.04406099968537,8.113465999940672,0,0,0,101,0,3,19.62144501029776,544.2601755585322,1.299184072477511,5,209.10181484520598,218.99039686844674,0.0
random-s0-0029,voronoi,1,0,completed,True,False,3,390,0,,337.3730129994783,0.86505900769097,3740.0000000000027,378.84508000001915,9.872109200942543,187,0,1,1,12172.794090588692,12568.562566826968,58.21847630145362,58.43568805173575,-110.55503619332484,20.0,kinematic,False,0,0.0,,,,random,cycle,99,21,3.1869300000266776,4.193435999980011,3740.0000000000027,100.0,90.0,3.500927999994019,11373.470327853658,20.0,102,288,329.2975159998832,8.075496999595089,0,0,0,99,0,1,8.925702968480142,348.4137898231251,0.16803771788537608,0,97.09531648717274,-110.55503619332484,239.99999999999997
random-s0-0029,prm,1,0,completed,True,False,3,322,0,,17.06245800033912,0.052989000001053166,2360.000000000002,45.10493899999801,52.32242970110448,118,0,0,0,11373.470327853658,11233.694596591471,58.61210119064433,59.24006508170868,12.438568660636804,20.0,kinematic,False,0,0.0,,,,random,event,3,0,0.04379199998538752,4.4485159999680945,2360.000000000002,0.0,0.0,0.020827000014378427,11373.470327853658,20.0,6,316,12.766255999963505,4.296202000375615,3,0,0,0,0,2,84.78949518381147,148.08316157854614,0.07162951225222872,0,310.4970348717089,12.438568660636804,0.0
random-s0-0029,prm,1,0,completed,True,False,3,325,0,,25.71272100016131,0.07911606461588096,2400.000000000002,54.79251699995302,43.8016015946495,120,0,0,0,11373.470327853658,11241.47512482651,58.55169440216367,59.21322366328239,23.77798471319099,20.0,kinematic,False,0,0.0,,,,random,event,5,0,0.044451000007939,4.6254279999971,2400.000000000002,0.0,20.0,0.022916000034456374,11373.470327853658,20.0,8,317,21.26524799996332,4.447473000197988,5,0,0,0,0,3,141.34068679876694,406.12340595027854,0.19623347085524678,0,318.5844075420386,23.77798471319099,0.0
random-s0-0029,prm,1,0,completed,True,False,3,329,0,,25.937445999716147,0.0788372218836357,2460.000000000002,54.785933000005116,44.90203717074184,123,0,0,0,11399.695998770487,11250.033243556256,58.13787590812041,58.21935672449536,41.896652252781564,20.0,kinematic,False,0,0.0,,,,random,event,4,0,4.273645000068882,4.5260809999945195,2460.000000000002,0.0,40.0,0.020716999983960704,11373.470327853658,20.0,7,322,21.41930400006231,4.518141999653835,4,0,0,0,0,4,170.51455133851357,433.5226153378131,0.16736877927716437,0,320.12736283765804,41.896652252781564,0.0
random-s0-0029,prm,1,0,completed,True,False,3,338,0,,17.71239000083824,0.052403520712539176,2580.000000000002,49.10018699996499,52.54562472444029,129,0,0,0,11399.695998770487,11286.038832714403,58.95821598656158,59.58958799409585,61.563005359217556,20.0,kinematic,False,0,0.0,,,,random,event,2,0,4.308256999991045,4.345820999958505,2580.000000000002,0.0,60.0,0.02113099998268808,11373.470327853658,20.0,5,333,12.78272799993374,4.9296620009045,2,0,0,0,0,2,319.171158291087,478.84693747255784,0.1541270002991106,0,337.2781625616748,61.563005359217556,0.0
random-s0-0029,prm,1,0,completed,True,False,3,405,0,,20.691758999703325,0.05109076296223043,3340.0000000000027,63.149850999991486,52.89006936850022,167,0,0,0,11754.354550340107,11768.772682936247,58.38379948879312,59.15345784576831,104.51122712304687,20.0,kinematic,False,0,0.0,,,,random,event,2,0,4.185064000068905,4.917399000021305,3340.0000000000027,0.0,90.0,0.026337999997849693,11373.470327853658,20.0,5,400,13.554178000106276,7.1375809995970485,2,0,0,0,0,2,218.19007360585636,229.4663747667444,0.2439456541452723,0,104.51122712304687,161.21531221851944,0.0
random-s0-0029,prm,1,0,completed,True,False,3,358,0,,22.090791999346493,0.061706122903202494,2800.000000000002,56.456280999952924,49.595898815976504,140,0,0,0,11754.354550340107,11777.851345611089,58.50323317281982,58.86831034660407,99.67561268340035,20.0,kinematic,False,0,0.0,,,,random,event,3,20,4.433656000003339,4.39706299999898,2800.000000000002,100.0,0.0,0.04418700001451725,11373.470327853658,20.0,6,352,15.699941999969269,6.390849999377224,3,0,0,0,0,3,352.50463388806634,474.68938758845553,0.3616522771816838,0,123.49836183267826,99.67561268340035,0.0
random-s0-0029,prm,1,0,completed,True,False,3,376,0,,19.60843700010173,0.05215009840452588,2920.0000000000023,55.5899189999991,52.52750952920168,146,0,0,0,11754.354550340107,12229.885669341678,59.08866849834036,59.830833965076906,48.309199961232736,20.0,kinematic,False,0,0.0,,,,random,event,2,34,4.440470000020014,4.462244000023929,2920.0000000000023,100.0,20.0,0.04339200000913479,11373.470327853658,20.0,5,371,12.633202000074562,6.975235000027169,2,0,0,0,0,2,358.5938568046076,474.68938758845553,0.216756225204126,0,119.15430238803833,48.309199961232736,0.0
random-s0-0029,prm,1,0,completed,True,False,3,522,0,,23.438419000342492,0.044901185824410904,5699.999999999966,85.95323800000187,66.31512823286357,285,0,0,0,11754.354550340107,17378.794724698702,58.038223409871144,58.227555616693635,112.85918647226856,20.0,kinematic,False,0,0.0,,,,random,event,2,17,4.184194000004027,4.331607999972675,5699.999999999966,100.0,40.0,0.03980499997169318,11373.470327853658,20.0,5,517,12.510958999996546,10.927460000345945,2,0,0,0,0,2,606.2322972580398,750.0,0.4418455418981878,2,112.85918647226856,188.30709823572226,0.0
random-s0-0029,prm,1,0,completed,True,False,3,530,0,,23.023449999357126,0.04344047169690024,5679.999999999967,86.60614199999372,65.58426306531908,284,0,0,0,11754.354550340107,17328.138799149914,58.635986880551506,59.00068060412128,91.85598629277348,20.0,kinematic,False,0,0.0,,,,random,event,2,8,4.745035000041753,4.707525000014812,5679.999999999967,100.0,60.0,0.027107999983400077,11373.470327853658,20.0,5,525,12.813242000106584,10.210207999250542,2,0,0,0,0,2,606.2322972580399,750.0000000000001,0.4459529749837481,2,91.85598629277348,193.1851078872707,0.0
random-s0-0029,prm,1,0,completed,True,False,3,529,0,,39.71405399977357,0.07507382608652849,4539.999999999991,99.5019179999872,45.62726117501147,227,0,1,1,11754.354550340107,16851.57768324172,58.624612338418494,59.47321578062747,-15.981019782065033,20.0,kinematic,False,0,0.0,,,,random,event,5,33,4.781312000034177,5.398201999980756,4539.999999999991,100.0,90.0,0.050136999959704553,11373.470327853658,20.0,8,521,28.49695000003294,11.21710399974063,5,0,0,0,0,2,358.230196840079,698.435043502551,0.5277099586272582,1,100.10095023166707,-15.981019782065033,120.00000000000001
random-s0-0029,prm,1,0,completed,True,False,3,331,0,,218.46084300051416,0.6600025468293479,2480.000000000002,250.6344159999685,9.894890093626701,124,0,0,0,11373.470327853658,11384.345339110754,58.09579186247792,58.52411195762678,186.2942761804677,20.0,kinematic,False,0,0.0,,,,random,cycle,41,0,0.3859650000208603,5.099302000019179,2480.000000000002,0.0,0.0,4.576325000016368,11373.470327853658,20.0,44,287,188.1930530002478,30.26779000026636,0,0,0,41,0,2,37.02744838361253,369.7317541971521,0.26876596487075183,0,231.2607578590039,186.2942761804677,0.0
random-s0-0029,prm,1,0,completed,True,False,3,334,0,,230.9803870008409,0.6915580449126972,2520.000000000002,264.3453080000313,9.532985544799999,126,0,0,0,11373.470327853658,11413.88556304386,58.23799609368575,58.874936759627325,216.53639415180947,20.0,kinematic,False,0,0.0,,,,random,cycle,47,0,0.2966469999705623,4.885424000008243,2520.000000000002,0.0,20.0,4.3719129999999495,11373.470327853658,20.0,50,284,199.5004200001631,31.47996700067779,0,0,0,47,0,2,32.1851044801001,391.2409075871544,0.2717845974775015,0,225.06454480061944,216.53639415180947,0.0
random-s0-0029,prm,1,0,completed,True,False,3,337,0,,306.2540279990458,0.9087656617182367,2560.000000000002,340.19045299999107,7.525196481631038,128,0,0,0,11399.695998770487,11444.41717436038,58.01593662742391,58.08399127412655,213.60262407093097,20.0,kinematic,False,0,0.0,,,,random,cycle,58,0,5.184144000054403,5.1899649999995745,2560.000000000002,0.0,40.0,4.865053999992597,11373.470327853658,20.0,61,276,276.5278599998737,29.72616799917205,0,0,0,58,0,2,31.029413457809245,519.7222552290511,0.29044107112455725,0,213.60262407093097,257.2766625060521,0.0
random-s0-0029,prm,1,0,completed,True,False,3,339,0,,333.4096819992851,0.9835093864285697,2580.000000000002,369.7721009999668,6.97727057564095,129,0,0,0,11399.695998770487,11488.98339964246,58.46673669259149,59.6448152728655,202.6211983782348,20.0,kinematic,False,0,0.0,,,,random,cycle,63,0,4.792453000050045,5.314118999990569,2580.000000000002,0.0,60.0,4.9530079999726695,11373.470327853658,20.0,66,273,302.3070640000469,31.10261799923819,0,0,0,63,0,2,44.14040129573054,553.3769435613285,0.4854807924327038,0,202.6211983782348,290.71126892606577,0.0
random-s0-0029,prm,1,0,completed,True,False,3,344,0,,354.0120100000763,1.02910468023278,2720.000000000002,389.9075840000137,6.976012038790983,136,0,0,0,11754.354550340107,11627.93024196913,58.25601917881446,58.81738666395178,186.07147717164804,20.0,kinematic,False,0,0.0,,,,random,cycle,72,0,4.735503000006247,5.350680999981705,2720.000000000002,0.0,90.0,4.718233000005512,11373.470327853658,20.0,75,269,323.88294999992695,30.129060000149366,0,0,0,72,0,2,30.083079844726733,553.3240582691202,0.43423797519551893,0,186.07147717164804,298.98147276809306,0.0
random-s0-0029,prm,1,0,completed,True,False,3,339,0,,316.7335500003219,0.9343172566381176,2580.000000000002,351.7102200000295,7.335584391035852,129,0,0,0,11754.354550340107,11783.257331902347,58.48372595903447,59.48253354606935,129.1490498497256,20.0,kinematic,False,0,0.0,,,,random,cycle,67,31,4.729725000004237,4.884324999977707,2580.000000000002,100.0,0.0,4.630265000002964,11373.470327853658,20.0,70,269,289.30697699979646,27.426573000525423,0,0,0,67,0,2,30.322609052380407,561.5521229319486,0.34752016034694616,0,129.1490498497256,147.81043951432991,0.0
random-s0-0029,prm,1,0,completed,True,False,3,341,0,,324.00431199982904,0.9501592727267714,2620.000000000002,359.1799460000402,7.29439388021877,131,0,0,0,11754.354550340107,11821.83973138616,58.73493191028524,59.3070490443784,133.98546729038043,20.0,kinematic,False,0,0.0,,,,random,cycle,68,34,5.098105000058695,7.514186999969752,2620.000000000002,100.0,20.0,4.450833999953829,11373.470327853658,20.0,71,270,296.7716880000353,27.23262399979376,0,0,0,68,0,2,30.107235457036825,570.4213427908857,0.36344796757505204,0,133.98546729038043,147.81043951432991,0.0
random-s0-0029,prm,1,0,completed,True,False,3,351,0,,353.0064529996366,1.0057163903123552,2780.000000000002,389.2758650000019,7.141465089288257,139,0,0,0,11754.354550340107,12018.611205240155,58.03092582381647,58.15612509719631,109.33348300590154,20.0,kinematic,False,0,0.0,,,,random,cycle,76,40,4.332864000105019,5.070081999974718,2780.000000000002,100.0,40.0,4.530076999969879,11373.470327853658,20.0,79,272,326.1885439999901,26.817908999646534,0,0,0,76,0,2,21.57804506987877,566.045823762062,0.34973557316442055,0,109.33348300590154,157.6749028172938,0.0
random-s0-0029,prm,1,0,completed,True,False,3,354,0,,356.09382000018286,1.0059147457632285,2860.0000000000023,393.39652099999967,7.270018536844165,143,0,0,0,11754.354550340107,12125.03571240668,58.62837823153908,59.43276021329253,121.45803523075762,20.0,kinematic,False,0,0.0,,,,random,cycle,80,41,4.291217999991659,4.777240000009897,2860.0000000000023,100.0,60.0,4.343642000037562,11373.470327853658,20.0,83,271,328.98343300013266,27.110387000050196,0,0,0,80,0,2,20.464846211329306,566.1182868555417,0.3665778068601338,1,121.45803523075762,157.6749028172938,0.0
random-s0-0029,prm,1,0,completed,True,False,3,375,0,,413.9986029998681,1.103996274666315,2940.0000000000023,453.4475129999578,6.483661097949998,147,0,0,0,11754.354550340107,12998.399990553276,58.60354700814884,59.74509761316215,129.75700818629127,20.0,kinematic,False,0,0.0,,,,random,cycle,91,43,4.885860000058528,5.06165299998429,2940.0000000000023,100.0,90.0,4.529118999982984,11373.470327853658,20.0,94,281,386.34972599987805,27.64887699999008,0,0,0,91,0,4,31.63236842643094,574.1075587247323,0.6581656342328349,1,129.75700818629127,235.68072103612894,0.0
random-s0-0029,visibility,1,0,completed,True,False,3,401,0,,34.35860099983756,0.08568229675769966,3820.0000000000027,74.94437599996218,50.97113624646005,191,0,1,1,11373.470327853658,11205.505230793438,58.11674761499751,58.268658599254074,-111.01966380764912,20.0,kinematic,False,0,0.0,,,,random,event,4,0,0.05952200001502206,7.53173999999035,3820.0000000000027,0.0,0.0,0.02150699998537675,11373.470327853658,20.0,7,394,28.234581000049275,6.124019999788288,4,0,0,0,0,2,20.46424980225871,42.17947090611534,0.054522390949050675,0,290.8148339147294,-111.01966380764912,320.0
random-s0-0029,visibility,1,0,completed,True,False,3,409,0,,35.74517200036098,0.0873965085583398,3940.000000000003,78.20185899998933,50.38243400327019,197,0,1,1,11373.470327853658,11207.092071968367,57.94128801618516,58.08399127412655,-110.73396659805366,20.0,kinematic,False,0,0.0,,,,random,event,4,0,0.04183900006182739,8.033617000023696,3940.000000000003,0.0,20.0,0.025010999991081917,11373.470327853658,20.0,7,402,29.248388000041814,6.496784000319167,4,0,0,0,0,2,21.4012517594058,44.68173286458568,0.053983616629970324,0,293.75229957594405,-110.73396659805366,360.00000000000006
random-s0-0029,visibility,1,0,completed,True,False,3,411,0,,40.95219800092309,0.09964038443046981,3960.000000000003,82.29515499999707,48.11947920871094,198,0,1,1,11373.918302343318,11207.919936569524,58.286186076851465,58.614843351681635,-111.15650494896107,20.0,kinematic,False,0,0.0,,,,random,event,4,0,7.222090000027492,7.499889999962761,3960.000000000003,0.0,40.0,0.02348999998957879,11373.470327853658,20.0,7,404,34.612633000051574,6.3395650008715165,4,0,0,0,0,2,23.307774163295136,39.010330724589025,0.05733486397180747,0,285.1341396061197,-111.15650494896107,360.00000000000006
random-s0-0029,visibility,1,0,completed,True,False,3,413,0,,40.44002399984947,0.09791773365580986,3960.000000000003,83.33203299997649,47.52074151366402,198,0,1,1,11375.312449525736,11209.463559050193,58.58225584838098,59.078369386278275,-111.51349392119874,20.0,kinematic,False,0,0.0,,,,random,event,4,0,6.509943000082785,7.369507000021258,3960.000000000003,0.0,60.0,0.022894000039741513,11373.470327853658,20.0,7,406,33.856220000075155,6.583803999774318,4,0,0,0,0,2,25.3328489588552,33.97846268857,0.06068851395493739,0,279.8162884920689,-111.51349392119874,360.00000000000006
random-s0-0029,visibility,1,0,completed,True,False,3,420,0,,33.92578499955334,0.0807756785703651,4020.0000000000023,76.15428099995825,52.78757736550892,201,0,1,1,11380.153198741074,11216.94604070856,58.94884605548547,59.59429446631153,-111.74663127248714,20.0,kinematic,False,0,0.0,,,,random,event,3,0,6.485235000013745,7.320407999998224,4020.0000000000023,0.0,90.0,0.0214529999880142,11373.470327853658,20.0,6,414,27.42242800002259,6.503356999530752,3,0,0,0,0,2,29.93884808763056,51.06668550639091,0.07584673510895613,0,254.8045741742735,-111.74663127248714,360.00000000000006
random-s0-0029,visibility,1,0,completed,True,False,3,346,0,,25.238358999843058,0.07294323410359266,2660.000000000002,57.712986000012734,46.09014685186129,133,0,0,0,11381.007120430208,11240.000192723004,59.258528547972595,59.99011153608734,103.84923625497242,20.0,kinematic,False,0,0.0,,,,random,event,2,0,6.933814999968035,6.900574999974651,2660.000000000002,100.0,0.0,0.02134800001840631,11373.470327853658,20.0,5,341,20.23856099998511,4.999797999857947,2,0,0,0,0,2,68.53201095858745,113.30798912440005,0.04638647526885611,0,304.9525695298763,103.84923625497242,0.0
random-s0-0029,visibility,1,0,completed,True,False,3,353,0,,32.217995999417326,0.09126911047993577,2720.000000000002,64.75200500000255,42.00642126834365,136,0,0,0,11386.13106492337,11251.057152700949,58.49572662431979,59.291103307670255,129.33560431718786,20.0,kinematic,False,0,0.0,,,,random,event,3,0,7.198315999971783,7.163380999998026,2720.000000000002,100.0,20.0,0.02252299998417584,11373.470327853658,20.0,6,347,27.051800999913667,5.166194999503659,3,0,0,0,0,3,53.2691928573689,116.13821167439329,0.05369654233422141,0,305.7594314256742,129.33560431718786,0.0
random-s0-0029,visibility,1,0,completed,True,False,3,358,0,,30.602352999892446,0.08548143296059342,2780.000000000002,64.48526799999854,43.110621793493436,139,0,0,0,11392.925277906841,11258.270637115613,58.88577370887892,59.41269679472684,149.4486951563473,20.0,kinematic,False,0,0.0,,,,random,event,3,0,6.609961999970437,6.572274999996353,2780.000000000002,100.0,40.0,0.024792000033357908,11373.470327853658,20.0,6,352,25.111351999953513,5.491000999938933,3,0,0,0,0,3,55.837758779353855,118.98145282885741,0.05719122297260426,0,304.6244797647802,149.4486951563473,0.0
